Time(ms),MotorID,Phase,Direction,Position,Angle(deg),SensorA0,SensorA1,SensorA2,Frame,∠ABC,∠BCD
54200,2,Flex,>>,-2370,-195.52,515,538,744,1624.0,141.42964276696858,158.81795381963454
54310,2,Flex,>>,-2434,-200.79,516,539,745,1627.0,142.91616031748475,160.25143510199447
54420,2,Flex,>>,-2498,-205.89,521,544,766,1631.0,144.97561824651723,160.83077149694697
54529,2,Flex,>>,-2562,-210.99,523,544,743,1634.0,145.8482319500177,161.7600105433913
54639,2,Flex,>>,-2626,-215.91,527,548,748,1637.0,146.11879036701666,163.21238164950512
54748,2,Flex,>>,-2690,-220.48,522,546,754,1640.0,147.85240055625624,163.61178758631897
54858,2,Flex,<<,-2690,-225.32,533,559,763,1644.0,149.6192929694125,165.34331926205937
54967,2,Flex,<<,-2626,-226.29,544,569,778,1647.0,151.0677256275688,165.30201512255383
55077,2,Flex,<<,-2562,-226.29,553,577,790,1650.0,152.37739173458885,166.73099219336544
55186,2,Flex,<<,-2498,-224.53,541,567,778,1654.0,154.66041506487852,167.96529071035937
55296,2,Flex,<<,-2434,-219.96,539,567,780,1657.0,156.36949669660441,169.0675737959986
55405,2,Flex,<<,-2370,-214.86,536,560,769,1660.0,159.03561802643455,170.51262988625385
55515,2,Flex,<<,-2306,-209.67,528,551,766,1663.0,161.46666993263895,171.8506741003439
55625,2,Flex,<<,-2242,-204.31,521,547,755,1667.0,164.04747531333285,172.95689501421944
55735,2,Flex,<<,-2178,-198.68,519,542,746,1670.0,166.1206542289476,174.58878624886026
55844,2,Flex,<<,-2114,-193.05,508,531,736,1673.0,167.21111306617348,175.3760443491999
55954,2,Flex,<<,-2050,-187.6,502,523,731,1677.0,169.5005429645618,176.94635072491457
56063,2,Flex,<<,-1986,-181.8,495,515,727,1680.0,170.67427122194977,178.04731577348562
56173,2,Flex,<<,-1922,-176.26,489,504,737,1683.0,172.49921207672108,178.57042425766312
56283,2,Flex,<<,-1858,-170.73,478,497,749,1686.0,173.50860865390004,179.95401799550308
56392,2,Flex,<<,-1794,-165.01,475,490,732,1690.0,174.89831848765394,179.49924050886665
56502,2,Flex,<<,-1730,-159.38,471,487,714,1693.0,175.97435990420558,178.68633636119782
56611,2,Flex,<<,-1666,-153.85,466,479,678,1696.0,177.32381653443517,178.6314191930469
56721,2,Flex,<<,-1602,-148.22,463,477,673,1700.0,178.86332812240107,177.69623967539977
56830,2,Flex,<<,-1538,-142.59,454,472,666,1703.0,179.8141908498576,177.25950367248205
56940,2,Flex,<<,-1474,-136.97,451,464,655,1706.0,179.96773391145032,176.67010332619057
57049,2,Flex,<<,-1410,-131.43,452,463,650,1709.0,179.4645410144356,176.09882708613526
57159,2,Flex,<<,-1346,-125.8,445,455,645,1713.0,179.1173329942476,174.97754927800798
57269,2,Flex,<<,-1282,-120.26,445,453,635,1716.0,178.6900088635119,175.05387090066773
57378,2,Flex,<<,-1218,-114.37,442,449,635,1719.0,178.9155745851712,175.05387090066773
57488,2,Flex,<<,-1154,-108.92,440,447,625,1723.0,179.0578356447222,174.36408706332068
57598,2,Flex,<<,-1090,-103.3,440,445,626,1726.0,179.5167073201841,174.30538716540315
57707,2,Flex,<<,-1026,-97.58,438,443,624,1729.0,179.5849164507648,174.85935785342073
57817,2,Flex,<<,-962,-92.04,436,442,622,1732.0,179.53741436893256,175.04881141932336
57926,2,Flex,<<,-898,-86.51,433,437,608,1736.0,178.85273149680614,175.65122753366714
58036,2,Flex,<<,-834,-80.79,432,434,598,1739.0,178.5775311181653,176.22343561679764
58146,2,Flex,<<,-770,-75.08,429,429,592,1742.0,176.91818353466726,175.98487294253817
58255,2,Flex,<<,-706,-69.54,429,429,587,1746.0,176.23798927528995,177.1831744218144
58364,2,Flex,<<,-642,-63.82,433,425,585,1749.0,174.95789606647347,177.31275319447607
58474,2,Flex,<<,-578,-58.2,430,423,580,1752.0,173.91358111432532,177.77662158463707
58585,2,Flex,<<,-514,-52.57,429,420,577,1755.0,173.01617202150797,177.63454722489018
58695,2,Flex,<<,-450,-47.03,426,417,576,1759.0,171.70056380875423,179.02470126371725
58805,2,Flex,<<,-386,-41.41,427,416,573,1762.0,170.60850613741582,178.7278678825468
58915,2,Flex,<<,-322,-35.87,425,414,572,1765.0,168.98616710964862,179.03149747914512
59024,2,Flex,<<,-258,-30.15,428,411,572,1769.0,168.05330203196934,179.71356592369378
59134,2,Flex,<<,-194,-24.44,426,411,572,1772.0,167.68320415527103,179.46636888831034
59244,2,Flex,<<,-130,-18.9,427,414,571,1775.0,166.71582062195512,179.42012014033736
59354,2,Flex,<<,-66,-13.36,428,412,570,1779.0,165.63462389200947,178.78848736820953
59463,2,Flex,<<,-2,-7.74,428,417,570,1782.0,165.8616651359052,178.17829351617385
59573,2,Flex,<<,62,-2.11,425,412,570,1785.0,165.3921195672591,178.14435549850538
59683,2,Flex,<<,126,3.6,425,413,568,1788.0,164.55665702640601,177.9766118704822
59792,2,Flex,<<,190,9.32,425,411,569,1792.0,163.555304404929,177.36158550841282
59902,2,Flex,<<,254,14.86,426,412,573,1795.0,163.4238291223997,176.89149287556498
60012,2,Flex,<<,318,20.31,427,413,568,1798.0,162.55504614662937,176.22864293407565
60121,2,Flex,<<,382,26.11,427,413,569,1802.0,159.50827425872546,175.7390908668575
60231,2,Flex,<<,446,31.65,423,412,569,1805.0,157.81409175766944,174.7110236871384
60340,2,Flex,<<,510,37.27,422,408,565,1808.0,156.592490106035,173.88389091090266
60450,2,Flex,<<,574,42.9,422,412,568,1811.0,155.96236584671078,173.41568645783335
60560,2,Flex,<<,638,48.44,421,410,572,1815.0,155.1358878459342,173.07790065798667
60669,2,Flex,<<,702,54.15,423,411,571,1818.0,155.06045117250983,172.51907105627262
60779,2,Flex,<<,766,59.87,422,410,569,1821.0,154.22691525297358,172.69063527516383
60888,2,Flex,<<,830,65.32,420,409,570,1825.0,154.1525156154173,172.3307312834536
60998,2,Flex,<<,894,71.03,421,412,569,1828.0,153.29098988085002,172.0565281894096
61107,2,Flex,<<,958,76.57,421,410,569,1831.0,152.69222307363373,171.80294202194636
61217,2,Flex,<<,1022,82.2,420,410,567,1834.0,152.71026406770756,171.11532291263407
61326,2,Flex,<<,1086,87.91,422,409,568,1838.0,148.46880698747347,168.52347821198947
61436,2,Flex,<<,1150,93.45,417,408,570,1841.0,148.17738712650814,168.33485849273524
62813,5,Extend,>>,205,18.02,424,411,573,1882.0,148.17738712650814,168.33485849273524
62924,5,Extend,>>,161,18.02,421,410,571,1886.0,147.6462042676898,168.63454837716142
63035,5,Extend,>>,117,15.47,423,409,570,1889.0,148.40859445317602,168.33485849273524
63146,5,Extend,>>,73,11.6,423,410,569,1892.0,147.918779294922,168.84264502372574
63258,5,Extend,>>,29,7.82,423,409,569,1896.0,147.87769724208192,168.82947304045965
63369,5,Extend,>>,-15,4.13,422,409,571,1899.0,148.17738712650814,168.33485849273524
63479,5,Extend,>>,-59,0.26,421,410,570,1902.0,147.8424676022843,169.07907266076225
63591,5,Extend,>>,-103,-3.69,422,409,569,1906.0,147.8424676022843,168.63454837716142
63702,5,Extend,>>,-147,-7.56,422,410,569,1909.0,147.87769724208192,168.82947304045965
63812,5,Extend,>>,-191,-11.43,421,409,568,1912.0,147.8424676022843,168.82947304045965
63924,5,Extend,>>,-235,-15.3,421,410,568,1916.0,148.20179871646258,168.07895392838864
64036,5,Extend,>>,-279,-18.99,421,409,567,1919.0,147.90252933200418,168.8227475964478
64147,5,Extend,>>,-323,-22.77,419,408,566,1922.0,147.94589415211598,168.5840371921396
64258,5,Extend,>>,-367,-26.64,419,408,563,1926.0,148.9664395128023,167.77701343310892
64369,5,Extend,>>,-411,-30.42,420,409,560,1929.0,147.90252933200418,168.57314797614518
64481,5,Extend,>>,-455,-34.37,418,408,558,1932.0,148.14215748671052,168.5840371921396
64593,5,Extend,>>,-499,-38.24,417,407,556,1936.0,148.17738712650814,168.77938277633598
64705,5,Extend,>>,-543,-42.02,415,404,550,1939.0,148.42321069283332,168.31947488632701
64815,5,Extend,>>,-587,-45.8,417,407,550,1942.0,148.16953760301513,168.8227475964478
64926,5,Extend,>>,-631,-49.76,416,406,546,1946.0,148.43329169085467,168.27387859168684
65037,5,Extend,>>,-675,-53.63,413,404,538,1949.0,148.13402230639633,168.7697842361284
65149,5,Extend,>>,-719,-57.32,412,401,534,1952.0,148.13402230639633,168.57314797614518
65260,5,Extend,>>,-763,-61.1,410,397,531,1956.0,148.21290242312693,168.5840371921396
65372,5,Extend,>>,-807,-64.88,406,398,529,1959.0,148.21290242312693,168.77938277633598
65483,5,Extend,>>,-851,-68.75,404,396,521,1962.0,148.17738712650814,168.52978315603337
65595,5,Extend,>>,-895,-72.53,404,396,518,1966.0,147.6462042676898,169.07907266076225
65707,5,Extend,>>,-939,-76.31,399,394,512,1969.0,148.18637571409843,168.53981896475162
65819,5,Extend,>>,-983,-80.0,397,393,507,1973.0,148.43329169085467,168.27387859168684
65931,5,Extend,>>,-1027,-83.69,393,396,501,1976.0,147.6118851465991,168.82947304045965
66043,5,Extend,>>,-1071,-87.38,386,393,493,1979.0,148.43329169085467,168.27387859168684
66155,5,Extend,>>,-1115,-91.25,386,390,486,1983.0,147.90252933200418,168.8227475964478
66266,5,Extend,>>,-1159,-95.03,380,386,478,1986.0,148.43329169085467,168.27387859168684
66376,5,Extend,>>,-1203,-98.73,372,376,471,1989.0,148.17738712650814,168.77938277633598
66487,5,Extend,>>,-1247,-102.42,369,369,466,1993.0,148.17738712650814,168.77938277633598
66596,5,Extend,>>,-1291,-106.02,362,365,464,1996.0,148.17738712650814,168.77938277633598
66706,5,Extend,>>,-1335,-109.8,354,360,458,1999.0,147.94589415211598,168.77938277633598
66816,5,Extend,>>,-1379,-113.76,348,348,449,2002.0,148.17738712650814,168.77938277633598
66926,5,Extend,>>,-1423,-117.63,344,342,441,2006.0,148.17738712650814,168.5840371921396
67038,5,Extend,>>,-1467,-121.41,335,336,436,2009.0,148.46880698747347,168.27387859168684
67150,5,Extend,>>,-1511,-125.01,329,333,436,2012.0,147.93712706778481,168.57314797614518
67262,5,Extend,>>,-1555,-128.62,323,330,431,2016.0,148.45901510712903,168.31947488632701
67373,5,Extend,>>,-1599,-132.4,316,324,422,2019.0,148.94190225616236,168.22739004462798
67484,5,Extend,>>,-1643,-136.26,311,320,412,2022.0,148.44502384995863,168.77938277633598
67595,5,Extend,>>,-1687,-140.13,311,312,399,2026.0,148.16953760301513,168.57314797614518
67707,5,Extend,>>,-1731,-144.0,308,308,387,2029.0,147.6462042676898,168.82947304045965
67819,5,Extend,>>,-1775,-147.69,308,301,380,2033.0,147.87769724208192,169.02610930044284
67930,5,Extend,>>,-1819,-151.56,306,291,373,2036.0,148.17738712650814,168.33485849273524
68043,5,Extend,>>,-1863,-155.43,304,285,371,2039.0,148.37245770076433,168.52978315603337
68154,5,Extend,>>,-1907,-159.38,305,284,370,2043.0,147.87769724208192,168.82947304045965
68265,5,Extend,>>,-1951,-163.16,301,278,371,2046.0,148.40859445317602,168.52978315603337
68377,5,Extend,>>,-1995,-166.86,300,275,368,2049.0,147.87769724208192,168.57816184891365
68487,5,Extend,>>,-2039,-170.37,301,274,372,2053.0,147.84989614731538,169.08848146189402
68598,5,Extend,>>,-2083,-174.15,299,271,372,2056.0,148.14998662158987,168.342593850869
68709,5,Extend,>>,-2127,-178.02,299,270,372,2059.0,148.14533396553242,168.57816184891365
68821,5,Extend,>>,-2171,-181.8,298,270,371,2063.0,148.38090131317077,168.0900199923076
68933,5,Extend,>>,-2215,-185.49,297,268,372,2066.0,148.1181507965298,168.13582777277057
69043,5,Extend,>>,-2259,-189.19,296,267,371,2069.0,147.97412449572678,168.14155234462908
69154,5,Extend,>>,-2303,-192.62,294,267,368,2073.0,148.4702770806378,167.1734686335376
69266,5,Extend,>>,-2347,-196.57,295,264,368,2076.0,148.4345933855897,166.45949269476395
69377,5,Extend,>>,-2391,-200.35,295,266,370,2079.0,147.9096087920488,166.30638574837147
69488,5,Extend,>>,-2435,-204.13,293,265,366,2083.0,147.5711558462106,165.42649546126512
69599,5,Extend,<<,-2435,-207.82,298,266,368,2086.0,146.37908433521218,165.67085362756217
69711,5,Extend,<<,-2391,-209.05,303,271,375,2089.0,146.4444522282995,165.23383128499285
69822,5,Extend,<<,-2347,-209.14,305,273,379,2093.0,146.61616384482159,163.73646009121825
69933,5,Extend,<<,-2303,-206.42,307,272,378,2096.0,145.15721347206613,162.98752005891276
70044,5,Extend,<<,-2259,-203.08,308,273,378,2099.0,143.69490743162666,162.5266785448995
70156,5,Extend,<<,-2215,-199.3,307,273,379,2103.0,141.4803912041803,160.6094861443787
70266,5,Extend,<<,-2171,-195.6,309,274,378,2106.0,138.641996116718,159.55308313569859
70377,5,Extend,<<,-2127,-191.91,307,272,378,2109.0,136.7758110811302,158.46325278632779
70489,5,Extend,<<,-2083,-187.96,307,274,377,2113.0,133.91058563447697,157.56017361219384
70600,5,Extend,<<,-2039,-184.09,307,276,377,2116.0,130.8130013649765,156.72903029472454
70710,5,Extend,<<,-1995,-180.22,311,275,374,2119.0,129.15916249609174,156.09233950582754
70822,5,Extend,<<,-1951,-176.44,308,277,373,2123.0,126.9365316840184,154.5267396734377
70932,5,Extend,<<,-1907,-172.66,310,278,374,2126.0,124.80665603779744,153.68493647666372
71042,5,Extend,<<,-1863,-168.79,310,280,374,2129.0,123.011254552869,153.5270552241747
71154,5,Extend,<<,-1819,-165.01,308,279,372,2133.0,120.99814775214081,152.48730565043127
71266,5,Extend,<<,-1775,-161.05,311,279,370,2136.0,119.55682007850895,151.31135783467764
71377,5,Extend,<<,-1731,-157.19,310,283,370,2139.0,118.44482228559293,150.4253399766328
71488,5,Extend,<<,-1687,-153.41,311,283,370,2143.0,116.39546280419161,148.68220608194324
71599,5,Extend,<<,-1643,-149.45,312,285,370,2146.0,115.20449902609634,148.01307994426642
71710,5,Extend,<<,-1599,-145.58,312,284,370,2149.0,113.38532272334724,147.7544428168919
71821,5,Extend,<<,-1555,-141.71,313,286,371,2153.0,111.73332368107656,146.65473741585467
71933,5,Extend,<<,-1511,-137.85,315,288,372,2156.0,110.63905930532076,146.22865585161094
72045,5,Extend,<<,-1467,-134.07,318,289,374,2159.0,109.6538240580533,145.86852534016873
72156,5,Extend,<<,-1423,-130.29,323,289,376,2163.0,108.82767840387172,145.85950323532202
72267,5,Extend,<<,-1379,-126.33,327,291,376,2166.0,107.09257292593003,146.79256560417667
72378,5,Extend,<<,-1335,-122.55,332,290,378,2169.0,106.02021255791223,147.0596662008329
72489,5,Extend,<<,-1291,-118.68,333,292,381,2173.0,106.41373791320909,145.7514210387268
72601,5,Extend,<<,-1247,-114.81,340,296,388,2176.0,105.33736926314248,146.1871615674285
72713,5,Extend,<<,-1203,-111.03,343,301,395,2179.0,105.57713473615988,145.54949575467134
72823,5,Extend,<<,-1159,-107.08,347,306,401,2183.0,105.34958816322688,145.56828096031415
72933,5,Extend,<<,-1115,-103.3,347,307,410,2186.0,104.69605248948433,145.37584492005107
73045,5,Extend,<<,-1071,-99.34,348,308,417,2189.0,103.67750666190855,146.29921897760187
73155,5,Extend,<<,-1027,-95.56,351,311,423,2193.0,104.4129023625725,145.37584492005107
73266,5,Extend,<<,-983,-91.69,355,310,429,2196.0,104.4129023625725,145.61380479579697
73377,5,Extend,<<,-939,-87.74,354,312,434,2199.0,104.46355179595778,145.8234590909116
73489,5,Extend,<<,-895,-83.87,359,313,440,2203.0,104.9187729523404,145.82723589873854
73600,5,Extend,<<,-851,-80.0,359,315,449,2206.0,105.70144458598831,145.08830272239254
73712,5,Extend,<<,-807,-76.13,362,317,457,2209.0,106.68307862766342,145.5514182492078
73823,5,Extend,<<,-763,-72.26,360,338,468,2213.0,108.13472512448874,146.4395787383099
73935,5,Extend,<<,-719,-68.4,360,338,473,2216.0,109.40912034769926,146.7222177416215
74046,5,Extend,<<,-675,-64.44,359,335,477,2219.0,111.83398241036572,146.0176457997593
74157,5,Extend,<<,-631,-60.66,360,334,477,2223.0,113.30278822467098,146.59217541029105
74268,5,Extend,<<,-587,-56.79,359,335,477,2226.0,115.00142549796182,146.4922573303982
74379,5,Extend,<<,-543,-52.92,358,334,476,2229.0,115.8901182025608,147.13257440376967
74490,5,Extend,<<,-499,-49.05,358,332,483,2233.0,117.48050823373468,146.71959909499415
74600,5,Extend,<<,-455,-45.01,358,332,483,2236.0,118.77373531850469,146.9045310823692
74711,5,Extend,<<,-411,-41.23,357,333,487,2239.0,119.42832130715658,147.327610083892
74822,5,Extend,<<,-367,-37.45,358,332,488,2243.0,121.41164920662526,147.69195014841847
74932,5,Extend,<<,-323,-33.49,358,332,486,2246.0,122.53476594521736,147.98273024892126
75043,5,Extend,<<,-279,-29.54,358,333,486,2249.0,123.05843982933607,148.3035657775341
75155,5,Extend,<<,-235,-25.76,358,332,485,2253.0,124.10723416283074,148.82833477825898
75266,5,Extend,<<,-191,-21.8,356,331,483,2256.0,125.8319524489232,148.80654475558853
75377,5,Extend,<<,-147,-17.93,358,331,481,2259.0,126.21404317164595,149.40180646302693
75489,5,Extend,<<,-103,-14.07,358,331,481,2263.0,126.60074674118131,150.26885613561063
75600,5,Extend,<<,-59,-10.29,357,330,481,2266.0,128.29919031958363,149.71701599179968
75711,5,Extend,<<,-15,-6.42,356,332,480,2269.0,129.1189565720435,149.95354434403617
75822,5,Extend,<<,29,-2.46,356,329,479,2273.0,130.67126666854347,150.139135502143
75934,5,Extend,<<,73,1.32,357,329,479,2276.0,131.26461246897293,151.14995076554075
76045,5,Extend,<<,117,5.19,356,331,476,2279.0,132.19754848013324,150.78132122422784
76156,5,Extend,<<,161,8.97,356,330,475,2283.0,132.62929698190447,151.8207268189011
76268,5,Extend,<<,205,12.92,355,332,476,2286.0,133.11284813951488,151.73515884244054
78646,2,Flex,>>,1150,101.1,359,332,475,2357.0,135.49003574628074,153.6311125920396
78756,2,Flex,>>,1086,101.1,356,327,470,2361.0,135.7431818730541,153.32160420418367
78867,2,Flex,>>,1022,97.41,354,327,468,2364.0,135.78017849697605,153.69111304535238
78977,2,Flex,>>,958,91.87,354,329,469,2367.0,135.7431818730541,153.63310537307382
79087,2,Flex,>>,894,86.33,356,326,470,2371.0,135.7431818730541,153.69111304535238
79198,2,Flex,>>,830,80.62,355,327,470,2374.0,135.7431818730541,153.69111304535238
79309,2,Flex,>>,766,75.08,355,327,472,2377.0,135.5070290609148,153.63310537307382
79420,2,Flex,>>,702,69.45,355,328,468,2381.0,135.5070290609148,153.63310537307382
79531,2,Flex,>>,638,63.91,356,327,468,2384.0,135.47128250455893,153.63310537307382
79642,2,Flex,>>,574,58.37,356,327,468,2387.0,135.84505333685235,153.0399421893287
79754,2,Flex,>>,510,52.75,356,330,469,2391.0,135.47128250455893,154.00362274941102
79865,2,Flex,>>,446,47.12,356,327,467,2394.0,136.10206769174263,153.03806674224597
79976,2,Flex,>>,382,41.67,355,326,467,2397.0,135.57380804581413,153.2950810971363
80087,2,Flex,>>,318,36.13,357,328,471,2401.0,135.57380804581413,153.35308876941482
80198,2,Flex,>>,254,30.59,357,329,469,2404.0,135.57380804581413,153.35308876941482
80309,2,Flex,>>,190,25.05,356,326,466,2407.0,134.89474149101778,154.3446650282699
80420,2,Flex,>>,126,19.34,358,326,466,2411.0,135.80930678049646,153.35308876941482
80532,2,Flex,>>,62,14.07,354,325,466,2414.0,135.43582841883568,153.69111304535238
80643,2,Flex,>>,-2,8.53,355,329,468,2417.0,135.7738526947732,153.35308876941482
80754,2,Flex,>>,-66,2.81,357,326,467,2421.0,135.99570188662003,153.03806674224597
80865,2,Flex,>>,-130,-2.81,356,324,467,2424.0,135.57380804581413,153.35308876941482
80977,2,Flex,>>,-194,-8.44,358,326,465,2427.0,135.57380804581413,153.35308876941482
81087,2,Flex,>>,-258,-14.07,359,327,466,2431.0,135.57380804581413,153.35308876941482
81198,2,Flex,>>,-322,-19.6,362,326,469,2434.0,135.83082240070448,153.3489412369531
81309,2,Flex,>>,-386,-25.32,363,325,470,2437.0,135.23578376987663,153.94397986778097
81421,2,Flex,>>,-450,-30.86,369,327,476,2441.0,136.0663211353868,153.3489412369531
81532,2,Flex,>>,-514,-36.48,370,327,475,2444.0,135.57380804581413,153.66559847347352
81641,2,Flex,>>,-578,-41.85,378,329,479,2447.0,135.23578376987663,153.94397986778097
81752,2,Flex,>>,-642,-47.3,383,329,480,2450.0,135.23578376987663,154.00362274941102
81863,2,Flex,>>,-706,-52.66,388,329,489,2454.0,135.72744672698926,153.74745852698067
81974,2,Flex,>>,-770,-58.2,395,332,494,2457.0,135.23578376987663,154.00362274941102
82085,2,Flex,>>,-834,-63.65,401,335,498,2460.0,136.03086704966356,153.40858411858318
82197,2,Flex,>>,-898,-69.1,407,334,503,2464.0,135.36578352419605,154.31547898196894
82308,2,Flex,>>,-962,-74.46,412,338,511,2467.0,135.89016269615234,154.05931475953858
82419,2,Flex,>>,-1026,-80.09,416,344,522,2471.0,135.76319328334515,154.05931475953858
82531,2,Flex,>>,-1090,-85.54,427,357,534,2474.0,136.10206769174263,153.7204403511411
82641,2,Flex,>>,-1154,-91.08,432,365,547,2477.0,135.8656188129898,153.65917269911037
82752,2,Flex,>>,-1218,-96.79,438,378,562,2480.0,135.8656188129898,153.7204403511411
82863,2,Flex,>>,-1282,-102.51,443,391,580,2484.0,135.49194799230696,154.3705011493114
82974,2,Flex,>>,-1346,-108.22,440,403,591,2487.0,136.02241947303975,154.1112749596168
83083,2,Flex,>>,-1410,-113.76,448,421,612,2490.0,135.6948073931122,153.75936443258541
83195,2,Flex,>>,-1474,-119.56,451,425,624,2494.0,135.95565522614362,154.12204239132362
83305,2,Flex,>>,-1538,-125.19,452,442,637,2497.0,135.95565522614362,154.1895662287356
83417,2,Flex,>>,-1602,-130.73,456,454,650,2500.0,136.55384928556992,153.9036611444283
83530,2,Flex,>>,-1666,-136.26,461,462,661,2504.0,136.21957198436226,154.54947060673007
83641,2,Flex,>>,-1730,-141.8,460,475,676,2507.0,136.55384928556992,154.28670126154685
83752,2,Flex,>>,-1794,-147.16,460,480,682,2510.0,137.02122006636642,154.2678781396752
83862,2,Flex,>>,-1858,-152.7,467,488,690,2514.0,138.73906464127856,154.15199966972557
83972,2,Flex,>>,-1922,-158.15,479,505,701,2517.0,139.3177066564825,155.58428133040468
84083,2,Flex,>>,-1986,-163.78,480,513,708,2520.0,140.32826024456966,156.40799895581145
84193,2,Flex,>>,-2050,-169.23,484,516,712,2524.0,142.09658727463702,157.21560052860985
84304,2,Flex,>>,-2114,-174.59,499,532,729,2527.0,143.60841530239844,157.6405351979756
84415,2,Flex,>>,-2178,-179.87,508,533,737,2530.0,144.50559233161007,157.93145806435942
84527,2,Flex,>>,-2242,-185.23,514,539,732,2534.0,146.274348527667,158.54840776009812
84637,2,Flex,>>,-2306,-190.51,519,544,741,2537.0,146.8462925686283,159.77892034401816
84748,2,Flex,>>,-2370,-195.6,519,544,751,2540.0,148.29267222457042,160.7124592381788
84859,2,Flex,>>,-2434,-200.97,526,546,786,2544.0,149.66564456625616,161.92247858046102
84971,2,Flex,>>,-2498,-206.07,528,552,760,2547.0,149.26344580002893,163.0406475273872
85082,2,Flex,>>,-2562,-211.08,527,549,753,2550.0,151.14001333001062,163.68878465108435
85193,2,Flex,>>,-2626,-215.91,526,551,765,2554.0,153.15297029673718,164.91368348381636
85305,2,Flex,>>,-2690,-220.48,525,547,790,2557.0,154.5224428115494,166.31998506278956
85416,2,Flex,<<,-2690,-225.23,533,560,807,2560.0,156.69785112685415,167.1149428059155
85527,2,Flex,<<,-2626,-226.11,542,568,770,2564.0,159.9736943292576,168.20423278043268
85638,2,Flex,<<,-2562,-226.11,548,576,781,2567.0,161.24913779973028,170.7523100314484
85749,2,Flex,<<,-2498,-224.44,545,572,779,2570.0,164.5769505857258,171.76736221694605
85861,2,Flex,<<,-2434,-219.78,542,573,773,2574.0,166.73073107154536,173.206532743026
85972,2,Flex,<<,-2370,-214.77,537,567,768,2577.0,168.94989371625007,174.29189296610184
86083,2,Flex,<<,-2306,-209.58,530,559,760,2580.0,170.29746721817062,175.35463537139634
86195,2,Flex,<<,-2242,-204.22,521,553,750,2584.0,172.0851058275789,176.43120702403934
86306,2,Flex,<<,-2178,-198.59,516,543,736,2587.0,172.4017576621863,177.5982642641652
86418,2,Flex,<<,-2114,-192.97,511,532,750,2590.0,173.60373802781314,177.85189367493402
86530,2,Flex,<<,-2050,-187.52,505,526,721,2594.0,174.70932967183984,178.33733981306324
86641,2,Flex,<<,-1986,-181.71,501,519,743,2597.0,175.52472720881042,179.1563030783607
86752,2,Flex,<<,-1922,-176.26,491,504,707,2600.0,176.17095370550345,179.34521959773204
86863,2,Flex,<<,-1858,-170.64,487,502,694,2604.0,177.42471842485736,179.83111716271932
86974,2,Flex,<<,-1794,-165.01,480,491,681,2607.0,177.71460484869945,179.25585820657693
87086,2,Flex,<<,-1730,-159.3,478,489,676,2611.0,177.96794489021514,178.77072905836445
87197,2,Flex,<<,-1666,-153.76,473,483,664,2614.0,178.21478048741247,178.11930911249866
87309,2,Flex,<<,-1602,-148.13,472,474,656,2617.0,178.82719760662442,178.31593992725612
87418,2,Flex,<<,-1538,-142.51,467,471,650,2620.0,179.45472910015994,177.5629013996441
87528,2,Flex,<<,-1474,-136.97,463,462,644,2624.0,179.93735780479886,177.42272738289617
87640,2,Flex,<<,-1410,-131.34,463,460,633,2627.0,179.80707088310137,175.6837312572612
87751,2,Flex,<<,-1346,-125.8,464,454,627,2630.0,179.36239908456304,176.16026012583652
87863,2,Flex,<<,-1282,-120.09,460,450,619,2634.0,179.54416084339493,175.63857404268956
87974,2,Flex,<<,-1218,-114.37,457,442,616,2637.0,178.72932231313166,175.68596814914534
88085,2,Flex,<<,-1154,-108.84,456,435,611,2640.0,179.38016781976893,175.17881800271988
88195,2,Flex,<<,-1090,-103.21,457,432,604,2644.0,179.46949868332584,175.19082544126562
88306,2,Flex,<<,-1026,-97.49,454,426,599,2647.0,179.58689772254434,175.5441149158928
88417,2,Flex,<<,-962,-92.04,456,419,588,2650.0,179.5139049363453,175.892223425193
88529,2,Flex,<<,-898,-86.33,454,418,587,2654.0,179.99999879258172,176.0494885132215
88640,2,Flex,<<,-834,-80.7,452,412,583,2657.0,179.7428078590165,176.76289321193136
88752,2,Flex,<<,-770,-74.99,448,409,582,2660.0,178.5904058354644,176.63379004336826
88863,2,Flex,<<,-706,-69.54,448,409,575,2664.0,177.91769961293113,177.18255686476772
88974,2,Flex,<<,-642,-63.82,445,407,573,2667.0,177.83984718163546,177.7497834862116
89086,2,Flex,<<,-578,-58.2,440,403,566,2671.0,175.924629820067,177.14086476183502
89197,2,Flex,<<,-514,-52.57,440,406,566,2674.0,175.99360852837273,177.73524545177665
89309,2,Flex,<<,-450,-47.03,438,403,563,2677.0,175.32153502487256,177.91842182119186
89419,2,Flex,<<,-386,-41.41,436,401,560,2681.0,173.98200204814728,178.24648995292864
89531,2,Flex,<<,-322,-35.87,436,399,559,2684.0,172.98885763515403,178.26886785402587
89641,2,Flex,<<,-258,-30.15,437,398,554,2687.0,172.3632445842202,178.7802541538843
89752,2,Flex,<<,-194,-24.44,435,398,555,2690.0,172.10671059787234,179.20700819581137
89864,2,Flex,<<,-130,-18.9,437,399,553,2694.0,170.00839720081433,179.99185329458962
89976,2,Flex,<<,-66,-13.27,437,399,557,2697.0,168.79504862208162,179.42251545161454
90086,2,Flex,<<,-2,-7.65,438,397,556,2701.0,167.57027698154556,179.2646410417049
90198,2,Flex,<<,62,-2.02,437,399,555,2704.0,167.10988312295171,178.82544274972415
90309,2,Flex,<<,126,3.6,436,398,553,2707.0,166.178282822669,178.0028778099835
