Time(ms),MotorID,Phase,Direction,Position,Angle(deg),SensorA0,SensorA1,SensorA2,Frame,∠ABC,∠BCD
193655,5,Extend,<<,-1555,-141.71,315,287,372,5808.0,116.99259079240939,148.33587909902192
193768,5,Extend,<<,-1511,-137.85,320,293,376,5811.0,115.89249058430414,148.24298943666864
193879,5,Extend,<<,-1467,-134.07,318,296,379,5814.0,114.61828584851185,147.86341458600398
193991,5,Extend,<<,-1423,-130.29,322,297,381,5818.0,114.05494002865105,147.20816255999992
194102,5,Extend,<<,-1379,-126.33,324,300,387,5821.0,112.76980702153999,146.2780068943861
194214,5,Extend,<<,-1335,-122.55,324,299,392,5824.0,111.92835484578296,145.93674520687964
194327,5,Extend,<<,-1291,-118.68,325,301,396,5828.0,109.99175274883083,146.01894828688216
194438,5,Extend,<<,-1247,-114.81,322,303,400,5831.0,109.39781244855823,145.77363818777619
194550,5,Extend,<<,-1203,-110.95,327,306,407,5834.0,109.05202312695357,145.14493954236508
194662,5,Extend,<<,-1159,-107.08,332,308,412,5838.0,107.90919657879557,145.03532058906143
194774,5,Extend,<<,-1115,-103.21,338,309,420,5841.0,107.01997650156987,144.57032543451123
194885,5,Extend,<<,-1071,-99.34,340,310,422,5844.0,106.35186517477402,144.36302286288208
194996,5,Extend,<<,-1027,-95.56,339,310,427,5848.0,106.31929225076013,144.60178014845323
195109,5,Extend,<<,-983,-91.6,341,310,430,5851.0,106.92186064177965,144.38390636433164
195221,5,Extend,<<,-939,-87.74,342,313,436,5855.0,107.73369220878874,144.62470379368762
195333,5,Extend,<<,-895,-83.96,341,316,449,5858.0,108.32129192646214,144.9540469836098
195445,5,Extend,<<,-851,-80.0,342,319,453,5861.0,109.34432927212116,145.21980884041204
195556,5,Extend,<<,-807,-76.13,343,316,456,5865.0,111.10378977894146,145.28110662789
195668,5,Extend,<<,-763,-72.26,341,316,459,5868.0,111.7311977668658,145.23338723395815
195780,5,Extend,<<,-719,-68.4,342,320,463,5871.0,112.29960505482836,145.6406197024106
195893,5,Extend,<<,-675,-64.44,351,319,461,5875.0,113.71458485461795,145.5942372173416
196006,5,Extend,<<,-631,-60.57,361,318,462,5878.0,114.23207214694877,145.84768202935481
196116,5,Extend,<<,-587,-56.88,358,317,460,5881.0,115.34204681399817,145.96427486385258
196227,5,Extend,<<,-543,-53.01,356,318,460,5885.0,117.03571460021203,145.975525106777
196340,5,Extend,<<,-499,-48.97,358,317,461,5888.0,117.68979550134611,146.5843745722002
196452,5,Extend,<<,-455,-45.01,354,316,459,5891.0,119.07721267224055,146.59491286212986
196564,5,Extend,<<,-411,-41.23,356,318,458,5895.0,120.06725268188562,146.9453799030948
196675,5,Extend,<<,-367,-37.45,355,318,458,5898.0,120.70232818355565,147.60695476120264
196787,5,Extend,<<,-323,-33.49,355,317,458,5902.0,123.19639038097623,147.49971465832593
196898,5,Extend,<<,-279,-29.63,356,317,458,5905.0,124.17254689617461,147.58493120078884
197010,5,Extend,<<,-235,-25.85,356,314,453,5908.0,125.2934521134676,148.49743589000622
197122,5,Extend,<<,-191,-21.8,353,310,455,5912.0,126.8793602022424,149.0528869944084
197234,5,Extend,<<,-147,-18.02,354,317,458,5915.0,127.12003171459301,149.7700296205725
197346,5,Extend,<<,-103,-14.15,354,317,457,5918.0,128.69146402542665,149.27522343560906
197458,5,Extend,<<,-59,-10.29,354,318,455,5922.0,129.55779134674327,149.87926817353977
197569,5,Extend,<<,-15,-6.42,353,317,454,5925.0,130.5486842426217,149.8743774009431
197681,5,Extend,<<,29,-2.46,353,318,455,5928.0,131.27284650398045,151.0735741647464
197794,5,Extend,<<,73,1.32,352,319,457,5932.0,132.39950249964545,151.36753354845328
197905,5,Extend,<<,117,5.1,354,318,459,5935.0,132.76473086154334,151.7591632075085
198016,5,Extend,<<,161,8.97,353,317,453,5938.0,133.2853159559183,152.27157062087178
198126,5,Extend,<<,205,12.84,353,318,455,5942.0,133.8816476118431,152.31689385140757
200505,2,Flex,>>,1150,101.1,354,319,454,6013.0,138.64792247913257,154.6378330510688
200616,2,Flex,>>,1086,101.1,353,315,452,6016.0,139.13754025463982,154.31498200049305
200726,2,Flex,>>,1022,97.41,348,315,451,6020.0,139.02865345514675,154.98416334712377
200838,2,Flex,>>,958,91.78,351,316,449,6023.0,138.93120710288852,154.5711462229234
200950,2,Flex,>>,894,86.24,349,314,449,6026.0,138.88137603220946,154.24314289010425
201061,2,Flex,>>,830,80.62,348,313,451,6030.0,138.93120710288852,154.30801713666202
201173,2,Flex,>>,766,74.99,349,316,450,6033.0,138.93120710288852,154.6378330510688
201285,2,Flex,>>,702,69.45,349,313,449,6036.0,138.93120710288852,154.5711462229234
201396,2,Flex,>>,638,63.82,349,314,449,6040.0,138.93120710288852,154.6378330510688
201507,2,Flex,>>,574,58.29,350,315,448,6043.0,138.93120710288852,154.6378330510688
201619,2,Flex,>>,510,52.66,349,315,448,6047.0,138.74616204960364,154.6378330510688
201730,2,Flex,>>,446,47.03,348,313,447,6050.0,138.5403337533506,154.97887532992766
201843,2,Flex,>>,382,41.58,348,308,446,6053.0,138.59016482402967,154.91218850178225
201955,2,Flex,>>,318,36.04,349,314,447,6057.0,138.5403337533506,154.58418516896313
202067,2,Flex,>>,254,30.59,350,314,449,6060.0,138.19625736314228,155.322951720136
202178,2,Flex,>>,190,24.97,347,313,447,6063.0,138.19625736314228,155.25626489199058
202289,2,Flex,>>,126,19.25,349,314,449,6067.0,137.76044078305708,155.574233436729
202400,2,Flex,>>,62,13.98,348,312,450,6070.0,138.24608843382134,155.322951720136
202511,2,Flex,>>,-2,8.18,347,312,447,6073.0,138.24608843382134,155.322951720136
202623,2,Flex,>>,-66,2.46,350,313,449,6077.0,138.59016482402967,154.58418516896313
202734,2,Flex,>>,-130,-2.99,349,315,455,6080.0,138.8241217899833,154.58418516896313
202847,2,Flex,>>,-194,-8.7,349,313,453,6083.0,137.99480671722833,155.574233436729
202959,2,Flex,>>,-258,-14.33,350,314,456,6087.0,138.59016482402967,154.91218850178225
203071,2,Flex,>>,-322,-19.78,351,314,457,6090.0,138.33792881536152,154.90129542418902
203182,2,Flex,>>,-386,-25.41,355,314,460,6093.0,138.875276035712,154.6490594155209
203294,2,Flex,>>,-450,-30.77,357,313,463,6097.0,138.8241217899833,154.97887532992766
203405,2,Flex,>>,-514,-36.4,361,314,468,6100.0,137.76044078305708,155.50754660858357
203515,2,Flex,>>,-578,-41.85,367,316,472,6103.0,137.76044078305708,155.17954327576447
203625,2,Flex,>>,-642,-47.3,375,320,477,6107.0,138.24608843382134,155.25626489199058
203737,2,Flex,>>,-706,-52.84,382,323,483,6110.0,138.73437685183353,155.00193343993203
203849,2,Flex,>>,-770,-58.37,386,326,491,6113.0,138.24608843382134,154.9931358057292
203960,2,Flex,>>,-834,-63.74,391,334,498,6117.0,139.13054625362372,154.32891495105142
204071,2,Flex,>>,-898,-69.19,398,339,506,6120.0,138.875276035712,154.6490594155209
204182,2,Flex,>>,-962,-74.64,402,345,516,6123.0,138.875276035712,154.6490594155209
204294,2,Flex,>>,-1026,-80.26,409,350,522,6127.0,137.8989624113228,155.34026182822777
204406,2,Flex,>>,-1090,-85.8,423,359,536,6130.0,138.53119964550368,154.9931358057292
204517,2,Flex,>>,-1154,-91.34,426,365,547,6133.0,138.53119964550368,154.9931358057292
204628,2,Flex,>>,-1218,-96.88,431,371,561,6137.0,139.13054625362372,154.06322125805661
204740,2,Flex,>>,-1282,-102.59,434,382,580,6140.0,138.6404048759646,154.31849147596833
204853,2,Flex,>>,-1346,-108.4,435,394,595,6144.0,138.50041988587992,154.73880435367064
204965,2,Flex,>>,-1410,-113.93,436,405,607,6147.0,138.50041988587992,155.39766493902735
205077,2,Flex,>>,-1474,-119.56,434,411,614,6150.0,138.50041988587992,155.06862026807747
205189,2,Flex,>>,-1538,-125.19,437,424,628,6154.0,138.84543504194139,154.7910632324993
205301,2,Flex,>>,-1602,-130.73,442,432,635,6157.0,139.07939200789505,155.1219264370483
205413,2,Flex,>>,-1666,-136.35,442,438,639,6160.0,139.2376113772538,154.7799901536708
205524,2,Flex,>>,-1730,-141.8,443,451,653,6164.0,138.56215041818547,155.78122279501042
205637,2,Flex,>>,-1794,-147.34,450,458,662,6167.0,139.29187979954514,155.5043171793568
205750,2,Flex,>>,-1858,-153.05,456,471,672,6170.0,139.05711168696297,156.24202472740794
205863,2,Flex,>>,-1922,-158.51,459,475,677,6174.0,139.7021864085755,156.3874159317957
205974,2,Flex,>>,-1986,-163.96,466,481,682,6177.0,139.18307438955412,157.46249680209047
206086,2,Flex,>>,-2050,-169.49,476,494,696,6181.0,140.6526753912708,156.59058309138968
206197,2,Flex,>>,-2114,-174.86,481,501,738,6184.0,140.23735050692792,158.41603075823045
206309,2,Flex,>>,-2178,-180.31,487,506,743,6187.0,141.3950751335424,157.92540074403834
206421,2,Flex,>>,-2242,-185.76,488,509,709,6191.0,141.47878313440285,158.47673686544246
206533,2,Flex,>>,-2306,-191.21,496,519,718,6194.0,142.62347263318932,158.69833627543753
206646,2,Flex,>>,-2370,-196.57,501,525,728,6197.0,143.29202485458018,159.64418384303747
206759,2,Flex,>>,-2434,-202.02,500,527,725,6201.0,143.64909523880772,161.21132906235223
206871,2,Flex,>>,-2498,-207.38,505,528,723,6204.0,144.30601475302242,162.00168785005232
206983,2,Flex,>>,-2562,-212.48,507,537,731,6207.0,145.47042829537264,161.7554391103781
207096,2,Flex,>>,-2626,-217.58,506,536,731,6211.0,146.55785293607113,162.9836611675457
207208,2,Flex,>>,-2690,-222.51,510,540,734,6214.0,147.87646062185564,163.707647935604
207320,2,Flex,<<,-2690,-227.25,520,555,750,6218.0,149.68136040534128,163.90086603588486
207431,2,Flex,<<,-2626,-227.87,532,561,762,6221.0,150.3566488359534,165.44176262462426
207543,2,Flex,<<,-2562,-227.87,530,561,764,6224.0,152.57865861455295,166.13176508267713
207654,2,Flex,<<,-2498,-224.88,525,556,754,6228.0,155.49916388008148,167.58843419439896
207765,2,Flex,<<,-2434,-220.31,518,550,741,6231.0,156.79345475511866,169.2385255865285
207877,2,Flex,<<,-2370,-215.03,516,541,734,6234.0,158.49371895943474,171.1912991635761
207989,2,Flex,<<,-2306,-209.76,514,534,726,6238.0,160.42038985836314,171.86790945167746
208102,2,Flex,<<,-2242,-204.22,508,523,719,6241.0,162.77972799648347,172.79593946462873
208214,2,Flex,<<,-2178,-198.68,504,520,714,6244.0,164.0719973553553,174.44734976283922
208325,2,Flex,<<,-2114,-193.05,500,513,707,6248.0,166.05002689493693,175.25082742733204
208436,2,Flex,<<,-2050,-187.52,491,509,706,6251.0,167.502231190765,176.39809141091314
208548,2,Flex,<<,-1986,-181.8,488,505,697,6254.0,168.9975214441561,177.69858763800752
208659,2,Flex,<<,-1922,-176.26,477,492,689,6258.0,171.15358521665374,179.08040353785213
208771,2,Flex,<<,-1858,-170.64,472,488,687,6261.0,172.260618632533,179.68340161814535
208883,2,Flex,<<,-1794,-164.92,467,481,679,6264.0,173.93757453746454,179.5239318434602
208994,2,Flex,<<,-1730,-159.3,463,473,671,6268.0,175.03752536408885,178.3572902110334
209104,2,Flex,<<,-1666,-153.85,457,468,665,6271.0,175.9429803529493,177.782197359922
209215,2,Flex,<<,-1602,-148.13,450,464,657,6274.0,176.7819387162057,177.25738864251835
209329,2,Flex,<<,-1538,-142.42,449,456,649,6278.0,178.25676668890947,176.6894503377789
209441,2,Flex,<<,-1474,-136.88,443,449,641,6281.0,179.7232397001985,176.73958825232222
209552,2,Flex,<<,-1410,-131.34,437,440,629,6284.0,179.59233962522333,175.91438322002503
209663,2,Flex,<<,-1346,-125.71,434,434,623,6288.0,178.95837332398983,175.70681161505806
209774,2,Flex,<<,-1282,-120.09,430,432,616,6291.0,178.74192806873418,175.47409876856688
209886,2,Flex,<<,-1218,-114.37,426,425,613,6295.0,178.0594868290408,175.43574782582266
209997,2,Flex,<<,-1154,-108.75,423,422,605,6298.0,178.0037232386496,174.6903166778703
210109,2,Flex,<<,-1090,-103.12,420,416,603,6301.0,177.61326130962695,175.51552258405727
210221,2,Flex,<<,-1026,-97.49,418,407,594,6305.0,178.332778239593,175.22943509661144
210332,2,Flex,<<,-962,-91.96,410,405,585,6308.0,178.72441769240203,175.14544525199148
210443,2,Flex,<<,-898,-86.33,415,403,581,6311.0,178.8141102416579,175.83761754691054
210555,2,Flex,<<,-834,-80.62,411,400,575,6315.0,179.5116955200745,176.34260347445468
210667,2,Flex,<<,-770,-74.99,413,400,573,6318.0,179.72590896079458,176.9919660333675
210778,2,Flex,<<,-706,-69.45,408,398,567,6321.0,178.87231648244202,176.89689119478177
210890,2,Flex,<<,-642,-63.74,410,395,555,6325.0,177.55959371647035,177.03395911001292
211002,2,Flex,<<,-578,-58.2,410,394,555,6328.0,176.18269971791625,177.4030841267469
211113,2,Flex,<<,-514,-52.48,409,387,550,6331.0,174.58382729869038,178.17668664855978
211225,2,Flex,<<,-450,-46.95,407,387,547,6335.0,173.60857673535145,178.93558216904535
211337,2,Flex,<<,-386,-41.32,408,384,546,6338.0,171.90344440792742,179.84394015573756
211449,2,Flex,<<,-322,-35.78,407,383,541,6341.0,169.73810658253294,179.92140202078494
211560,2,Flex,<<,-258,-30.07,407,379,542,6345.0,168.85358780623181,179.55224998818346
211671,2,Flex,<<,-194,-24.44,404,381,540,6348.0,167.35367604369165,179.1974928425228
211782,2,Flex,<<,-130,-18.9,404,378,535,6351.0,165.5227662271997,178.97045509358233
211893,2,Flex,<<,-66,-13.27,403,376,532,6355.0,164.3750666834039,177.38863176934385
212004,2,Flex,<<,-2,-7.56,402,373,529,6358.0,161.84130735234015,176.95275230474516
212115,2,Flex,<<,62,-2.02,403,375,529,6361.0,160.07300288833173,176.93716162353783
212226,2,Flex,<<,126,3.6,402,376,528,6365.0,159.89675175092975,175.75199636426484
212338,2,Flex,<<,190,9.41,401,376,528,6368.0,159.12382727927553,174.80716394695168
212449,2,Flex,<<,254,14.95,400,377,528,6371.0,158.57319285733163,174.80156769790395
212560,2,Flex,<<,318,20.4,402,377,529,6375.0,157.93079916504186,174.2286422369304
212671,2,Flex,<<,382,26.11,401,376,528,6378.0,157.44048403519048,174.0689871101748
212782,2,Flex,<<,446,31.74,399,374,528,6381.0,156.56929407842253,174.21504594447916
212892,2,Flex,<<,510,37.36,400,375,529,6385.0,156.4574883946416,173.63712466927302
213004,2,Flex,<<,574,42.99,401,377,530,6388.0,155.8205680034421,173.14032316780617
213115,2,Flex,<<,638,48.44,400,378,529,6391.0,155.22987228272834,172.7497465683911
213226,2,Flex,<<,702,54.33,399,376,528,6395.0,154.51371679360705,172.53324680156956
213336,2,Flex,<<,766,59.87,399,374,528,6398.0,154.11543180415939,172.4979974131791
213447,2,Flex,<<,830,65.41,402,375,528,6401.0,154.23408171227774,172.1190580312339
213560,2,Flex,<<,894,71.12,401,374,530,6405.0,153.4148056638608,171.824160637011
213671,2,Flex,<<,958,76.66,402,373,530,6408.0,153.50254393659426,171.44594084162003
213781,2,Flex,<<,1022,82.29,402,375,528,6411.0,152.33185539006314,171.24118007184592
213891,2,Flex,<<,1086,88.0,401,377,531,6415.0,152.41711058562532,170.77684480155054
214002,2,Flex,<<,1150,93.63,400,375,527,6418.0,151.87871333187672,170.86696025582106
215380,5,Extend,>>,205,18.02,404,377,534,6459.0,151.22104030257154,169.66167748603675
215491,5,Extend,>>,161,18.02,401,377,531,6463.0,151.27020996989262,169.43188651227936
215602,5,Extend,>>,117,15.47,400,375,530,6466.0,150.68976800277125,170.44630592676478
215713,5,Extend,>>,73,11.69,400,377,531,6469.0,150.92350876005187,170.21435550043122
215824,5,Extend,>>,29,7.82,400,377,529,6473.0,150.39412880259835,170.5398884194383
215935,5,Extend,>>,-15,4.22,401,374,529,6476.0,151.1813491052742,169.52166497482554
216047,5,Extend,>>,-59,0.26,400,373,531,6479.0,150.6288145554338,170.07419952466608
216158,5,Extend,>>,-103,-3.6,400,375,530,6483.0,151.3046491849678,169.52604516053233
216269,5,Extend,>>,-147,-7.47,400,374,531,6486.0,151.30482913458076,169.52166497482554
216380,5,Extend,>>,-191,-11.43,400,375,528,6489.0,150.6288145554338,170.30796767957366
216491,5,Extend,>>,-235,-15.21,400,374,527,6493.0,151.10154051233707,169.75975396547665
216601,5,Extend,>>,-279,-18.9,399,376,529,6496.0,151.3046491849678,169.98613102399688
216713,5,Extend,>>,-323,-22.77,397,374,526,6499.0,150.72510508561325,170.30796767957366
216824,5,Extend,>>,-367,-26.64,400,374,525,6503.0,151.07413124031697,169.75975396547665
216936,5,Extend,>>,-411,-30.42,397,375,524,6506.0,151.1005804556958,169.75543312973323
217047,5,Extend,>>,-455,-34.37,397,374,522,6509.0,151.1813491052742,169.75543312973323
217158,5,Extend,>>,-499,-38.15,395,374,519,6513.0,150.68976800277125,169.98613102399688
217269,5,Extend,>>,-543,-41.93,397,374,516,6516.0,150.68976800277125,169.98613102399688
217379,5,Extend,>>,-587,-45.8,395,373,514,6519.0,150.92350876005187,169.98613102399688
217490,5,Extend,>>,-631,-49.76,393,372,510,6523.0,150.71596545817505,169.75975396547665
217601,5,Extend,>>,-675,-53.63,392,374,507,6526.0,150.92350876005187,169.75236286908927
217712,5,Extend,>>,-719,-57.32,392,371,505,6529.0,149.94105256044773,170.86219555422645
217823,5,Extend,>>,-763,-61.1,390,372,503,6533.0,151.07413124031697,169.98613102399688
217935,5,Extend,>>,-807,-64.88,389,371,499,6536.0,151.07413124031697,169.52604516053233
218046,5,Extend,>>,-851,-68.84,387,373,494,6539.0,150.7522945847403,170.07419952466608
218158,5,Extend,>>,-895,-72.62,388,370,490,6543.0,150.7522945847403,170.07419952466608
218269,5,Extend,>>,-939,-76.4,386,367,485,6546.0,150.81362688387424,170.21944588131262
218379,5,Extend,>>,-983,-80.18,382,366,479,6549.0,150.60167210447517,170.30237893792992
218491,5,Extend,>>,-1027,-83.78,383,363,473,6553.0,150.6632719072957,169.98567772640493
218602,5,Extend,>>,-1071,-87.56,380,364,463,6556.0,151.0469417411899,169.75236286908927
218713,5,Extend,>>,-1115,-91.52,379,360,459,6559.0,151.53534707923157,169.52166497482554
218824,5,Extend,>>,-1159,-95.3,371,357,453,6563.0,151.3046491849678,170.21435550043122
218934,5,Extend,>>,-1203,-99.08,370,356,449,6566.0,150.7522945847403,170.30237893792992
219046,5,Extend,>>,-1247,-102.68,362,350,446,6569.0,150.95065121101044,169.75236286908927
219157,5,Extend,>>,-1291,-106.29,350,347,444,6573.0,151.07413124031697,169.75236286908927
219268,5,Extend,>>,-1335,-110.07,350,344,438,6576.0,150.95065121101044,169.98613102399688
219380,5,Extend,>>,-1379,-113.93,346,342,438,6579.0,151.10154051233707,169.75236286908927
219491,5,Extend,>>,-1423,-117.71,341,337,430,6583.0,151.07413124031697,169.75236286908927
219601,5,Extend,>>,-1467,-121.41,333,334,427,6586.0,150.7522945847403,170.30796767957366
219713,5,Extend,>>,-1511,-125.19,328,327,414,6589.0,150.36793134719457,170.07419952466608
219825,5,Extend,>>,-1555,-128.88,323,328,408,6593.0,151.07413124031697,169.98613102399688
219936,5,Extend,>>,-1599,-132.66,316,319,395,6596.0,151.07413124031697,169.98613102399688
220048,5,Extend,>>,-1643,-136.62,311,312,388,6599.0,150.7796142925712,169.84263113795015
220159,5,Extend,>>,-1687,-140.4,308,305,380,6603.0,150.95065121101044,169.98613102399688
220270,5,Extend,>>,-1731,-144.26,306,299,374,6606.0,151.07413124031697,169.75975396547665
220381,5,Extend,>>,-1775,-147.96,305,294,374,6609.0,151.53534707923157,169.75543312973323
220493,5,Extend,>>,-1819,-151.82,302,289,370,6613.0,151.07413124031697,169.99163071485282
220604,5,Extend,>>,-1863,-155.6,301,286,368,6616.0,150.7522945847403,170.31346737042958
220715,5,Extend,>>,-1907,-159.56,301,282,369,6619.0,151.07413124031697,169.99163071485282
220827,5,Extend,>>,-1951,-163.25,299,280,369,6623.0,150.54552997875206,170.7776998937539
220938,5,Extend,>>,-1995,-166.95,298,276,368,6626.0,151.10154051233707,169.75975396547665
221049,5,Extend,>>,-2039,-170.55,293,274,368,6629.0,150.77970385676036,170.31346737042958
221160,5,Extend,>>,-2083,-174.33,297,271,368,6633.0,151.01113937918257,170.31888012197348
221271,5,Extend,>>,-2127,-178.2,296,268,365,6636.0,151.24270776589847,169.8572960415237
221382,5,Extend,>>,-2171,-181.98,297,269,366,6639.0,151.24270776589847,169.86445532919268
221493,5,Extend,>>,-2215,-185.67,296,269,365,6643.0,150.89598436397768,170.17569259365303
221606,5,Extend,>>,-2259,-189.36,295,266,364,6646.0,151.08938164089807,169.63545663044425
221717,5,Extend,>>,-2303,-192.79,296,266,363,6649.0,151.06223918993948,169.63545663044425
221828,5,Extend,>>,-2347,-196.66,295,267,361,6653.0,150.69287569134693,170.182851881322
221939,5,Extend,>>,-2391,-200.53,294,265,359,6656.0,150.77644898806025,170.40570828738694
222050,5,Extend,>>,-2435,-204.4,294,263,360,6659.0,150.48810432313303,170.40809566953268
222162,5,Extend,<<,-2435,-208.18,300,265,360,6663.0,151.03890395114198,170.08731173525757
222273,5,Extend,<<,-2391,-209.41,305,269,363,6666.0,150.7796142925712,169.8572960415237
222384,5,Extend,<<,-2347,-209.41,307,273,370,6669.0,150.7796142925712,170.53840766056942
222496,5,Extend,<<,-2303,-206.68,310,276,370,6670.0,150.7796142925712,170.53840766056942
222607,5,Extend,<<,-2259,-203.16,310,272,370,,,
222717,5,Extend,<<,-2215,-199.47,308,273,371,,,
222828,5,Extend,<<,-2171,-195.69,309,274,369,,,
222939,5,Extend,<<,-2127,-192.0,307,273,369,,,
223051,5,Extend,<<,-2083,-188.13,307,275,368,,,
223162,5,Extend,<<,-2039,-184.18,308,273,367,,,
223274,5,Extend,<<,-1995,-180.22,308,275,367,,,
223385,5,Extend,<<,-1951,-176.53,309,276,367,,,
223496,5,Extend,<<,-1907,-172.66,309,276,367,,,
223608,5,Extend,<<,-1863,-168.79,310,280,367,,,
223720,5,Extend,<<,-1819,-165.1,308,280,367,,,
223830,5,Extend,<<,-1775,-161.14,307,282,368,,,
223941,5,Extend,<<,-1731,-157.27,308,285,369,,,
224052,5,Extend,<<,-1687,-153.41,310,286,369,,,
224163,5,Extend,<<,-1643,-149.54,310,286,370,,,
224274,5,Extend,<<,-1599,-145.67,311,292,371,,,
224385,5,Extend,<<,-1555,-141.71,310,294,376,,,
224497,5,Extend,<<,-1511,-137.85,311,298,381,,,
224608,5,Extend,<<,-1467,-134.07,311,301,386,,,
224719,5,Extend,<<,-1423,-130.29,312,300,390,,,
224831,5,Extend,<<,-1379,-126.33,315,303,396,,,
224943,5,Extend,<<,-1335,-122.46,317,303,399,,,
225054,5,Extend,<<,-1291,-118.68,321,304,400,,,
225166,5,Extend,<<,-1247,-114.81,327,306,407,,,
225277,5,Extend,<<,-1203,-111.03,326,307,409,,,
225388,5,Extend,<<,-1159,-107.16,331,308,416,,,
225499,5,Extend,<<,-1115,-103.3,335,308,417,,,
225610,5,Extend,<<,-1071,-99.43,336,310,419,,,
225723,5,Extend,<<,-1027,-95.56,342,310,425,,,
225835,5,Extend,<<,-983,-91.69,350,311,430,,,
225947,5,Extend,<<,-939,-87.74,355,313,432,,,
226058,5,Extend,<<,-895,-83.96,354,313,440,,,
226169,5,Extend,<<,-851,-80.09,354,316,459,,,
226280,5,Extend,<<,-807,-76.22,353,314,464,,,
226391,5,Extend,<<,-763,-72.35,354,316,465,,,
226503,5,Extend,<<,-719,-68.4,352,318,467,,,
226615,5,Extend,<<,-675,-64.44,353,316,467,,,
226725,5,Extend,<<,-631,-60.66,352,318,470,,,
226836,5,Extend,<<,-587,-56.88,353,318,470,,,
226946,5,Extend,<<,-543,-53.01,352,319,471,,,
227057,5,Extend,<<,-499,-49.05,352,319,471,,,
227168,5,Extend,<<,-455,-45.1,354,320,472,,,
227280,5,Extend,<<,-411,-41.14,354,322,474,,,
227390,5,Extend,<<,-367,-37.54,354,323,475,,,
227501,5,Extend,<<,-323,-33.49,354,320,473,,,
227614,5,Extend,<<,-279,-29.54,354,319,472,,,
227726,5,Extend,<<,-235,-25.76,354,323,473,,,
227838,5,Extend,<<,-191,-21.89,354,320,475,,,
227950,5,Extend,<<,-147,-18.02,351,321,477,,,
228061,5,Extend,<<,-103,-14.15,353,319,477,,,
228171,5,Extend,<<,-59,-10.37,352,320,476,,,
228282,5,Extend,<<,-15,-6.42,352,319,475,,,
228393,5,Extend,<<,29,-2.55,351,321,477,,,
228506,5,Extend,<<,73,1.32,353,319,478,,,
228617,5,Extend,<<,117,5.1,352,319,484,,,
228727,5,Extend,<<,161,8.97,350,318,483,,,
228837,5,Extend,<<,205,12.84,351,319,483,,,
