Time(ms),MotorID,Angle(deg),angle_smooth,delta_motor,cycle,L_cm,L_rel_cm,θ_total,∠ABC_smooth,∠BCD_smooth
100634,6,-143.91,-135.89399999999998,-3.937999999999988,2,-2.371797733705174,-3.9365552212881703,58.4241511204038,38.153909128316734,20.270241992087065
100746,6,-147.6,-139.85,-3.9560000000000173,2,-2.44084295891407,-4.005600446497066,60.387557789843896,39.40714271244816,20.980415077395733
100858,6,-148.66,-143.19,-3.3400000000000034,2,-2.4991369559306804,-4.063894443513677,62.06758609804688,40.43534467945548,21.6322414185914
100971,6,-148.66,-145.74,-2.5500000000000114,2,-2.543642851856536,-4.108400339439532,63.973796704206734,41.16634934015188,22.80744736405485
101082,6,-148.66,-147.498,-1.7579999999999814,2,-2.574325740106596,-4.139083227689592,65.52061726885393,42.090185187451134,23.430432081402785
101193,6,-146.29,-147.974,-0.4759999999999991,2,-2.582633507346089,-4.1473909949290855,67.33844742205946,43.21683768345596,24.1216097386035
125098,6,82.73,89.636,-1.0900000000000034,3,1.564443328317637,0.0,24.593382094317633,20.622167906738447,3.971214187579184
125209,6,78.51,86.578,-3.0579999999999927,3,1.5110711597916506,-0.053372168525986474,24.642792797539656,20.5603962674195,4.082396530120157
125320,6,74.2,82.658,-3.9200000000000017,3,1.442654253113473,-0.12178907520416415,24.739044783933345,20.45541404945124,4.283630734482107
125431,6,70.15,78.49,-4.168000000000006,3,1.369908929890349,-0.19453439842728804,24.729158298464007,20.73766911734639,3.9914891811176174
125542,6,66.02,74.322,-4.167999999999992,3,1.2971636066672256,-0.2672797216504115,24.790448428980575,20.66835336307719,4.122095065903384
125653,6,61.89,70.15400000000001,-4.167999999999992,3,1.2244182834441022,-0.3400250448735349,24.904604577904298,20.310425833542872,4.594178744361424
125764,6,57.85,66.02199999999999,-4.132000000000019,3,1.1523012787516962,-0.4121420495659409,24.786883773625398,20.209229832355746,4.57765394126965
125875,6,53.89,61.96,-4.0619999999999905,3,1.0814060045356866,-0.4830373237819505,25.049075384470797,20.44945415135572,4.599621233115076
125986,6,49.76,57.882000000000005,-4.077999999999996,3,1.010231477639358,-0.5542118506782792,25.207137978737343,20.31750830970901,4.889629669028333
126097,6,45.63,53.803999999999995,-4.07800000000001,3,0.939056950743029,-0.6253863775746081,25.07907652141357,20.473912571485798,4.6051639499277695
126208,6,41.67,49.760000000000005,-4.04399999999999,3,0.8684758357923785,-0.6959674925252586,25.094225360151924,20.51289837684409,4.581326983307834
126319,6,37.71,45.732,-4.028000000000006,3,0.7981739735220468,-0.7662693547955903,25.066742365305714,20.355423095482514,4.711319269823198
126431,6,33.76,41.706,-4.025999999999996,3,0.7279070178367552,-0.836536310480882,24.92016055479634,20.63356353330204,4.286597021494299
126542,6,29.8,37.714,-3.9920000000000044,3,0.6582334740971414,-0.9062098542204957,24.883765535457826,20.8004694489427,4.083296086515125
126653,6,25.76,33.739999999999995,-3.9740000000000038,3,0.5888740896228867,-0.9755692386947504,24.948593124353067,20.515914147784024,4.432678976569045
126764,6,21.89,29.784000000000002,-3.9559999999999924,3,0.5198288644139911,-1.0446144639036459,24.98793831094124,20.468110349059128,4.519827961882113
126875,6,17.93,25.827999999999996,-3.9560000000000066,3,0.45078363920509534,-1.1136596891125419,25.028711397110385,20.55712118571034,4.471590211400046
126986,6,14.15,21.906000000000002,-3.9219999999999935,3,0.38233182594187787,-1.1821115023757591,25.067612331296736,20.33541462179807,4.732197709498669
127097,6,10.02,17.95,-3.956000000000003,3,0.31328660073298215,-1.251156727584655,25.165932242349392,20.518962883730456,4.646969358618936
127210,6,5.98,13.994,-3.9559999999999995,3,0.24424137552408648,-1.3202019527935507,25.152979464102888,20.476277154203693,4.676702309899194
127321,6,2.11,10.038,-3.9559999999999995,3,0.1751961503151908,-1.3892471780024462,24.97664738028128,20.26390358597975,4.712743794301529
127432,6,-1.76,6.1,-3.9380000000000006,3,0.1064650843716541,-1.457978243945983,24.932482199830506,20.45396065085452,4.478521548975987
