Time(ms),MotorID,Phase,Direction,Position,Angle(deg),SensorA0,SensorA1,SensorA2,Frame,∠ABC,∠BCD,∠ABC_smooth,∠BCD_smooth
64532,5,Extend,<<,-2303,-207.47,367,275,369,1744,10.079261751334258,-2.844312219432851,10.009669110381955,-2.623577522859623
64642,5,Extend,<<,-2259,-203.78,368,275,369,1747,8.694562005095833,-3.518970534465865,8.749697034262205,-3.941884018295725
64752,5,Extend,<<,-2215,-199.74,370,277,370,1750,7.265215535417298,-4.940962239146955,7.434234699484345,-5.001376220803645
64862,5,Extend,<<,-2171,-196.04,372,275,369,1754,5.642626645639325,-6.220782497969111,5.933746529682979,-6.234179373360468
64971,5,Extend,<<,-2127,-192.35,373,277,369,1757,5.073349619720659,-7.257279879835465,4.71923019826589,-7.155435960926573
65081,5,Extend,<<,-2083,-188.48,372,277,366,1760,3.032449259822414,-7.496124064811511,3.4213545598169994,-7.7766091380947575
65191,5,Extend,<<,-2039,-184.53,375,278,365,1763,2.8591590380231082,-8.78398550020529,2.3905698047299113,-8.572532770088792
65300,5,Extend,<<,-1995,-180.57,376,279,365,1767,1.770685596776957,-9.413767547725541,1.226032811282023,-9.453734706513224
65410,5,Extend,<<,-1951,-176.79,376,279,364,1770,0.1099122950431024,-9.745445992199507,0.09119544228469441,-9.961466460341438
65520,5,Extend,<<,-1907,-172.92,375,280,362,1773,-0.6612482208499273,-11.03574898990712,-1.1275457823109007,-10.687278387355274
65630,5,Extend,<<,-1863,-169.05,377,281,364,1777,-1.8657902541432634,-11.61002227873226,-2.622609772396972,-11.31358524166855
65739,5,Extend,<<,-1819,-165.19,377,282,362,1780,-3.6906750589574244,-11.863896211116952,-3.315671651782976,-12.000626455778509
65849,5,Extend,<<,-1775,-161.32,377,283,361,1783,-4.5406629258325495,-12.237666805291298,-4.274705290806501,-12.567818279502976
65960,5,Extend,<<,-1731,-157.45,379,283,360,1787,-5.4084099390565825,-13.465208094811715,-5.458714398270242,-13.237461965191216
66069,5,Extend,<<,-1687,-153.49,379,284,360,1790,-5.65055903511643,-13.933966212204325,-5.914240611125245,-13.88572282876979
66179,5,Extend,<<,-1643,-149.63,379,283,359,1793,-7.28461420774849,-14.705759648893036,-7.157342743032888,-14.66271737497097
66289,5,Extend,<<,-1599,-145.76,377,283,360,1796,-8.368191487696578,-15.562050505019897,-8.46978583750278,-15.550044861995534
66398,5,Extend,<<,-1555,-141.89,380,287,360,1800,-8.292015978616973,-16.65446588144718,-8.684160978311954,-16.484716494173565
66508,5,Extend,<<,-1511,-138.02,378,283,360,1803,-8.69006311617892,-17.16870571239133,-8.89255080591727,-17.005091078245577
66618,5,Extend,<<,-1467,-134.15,378,284,361,1806,-9.624522774369893,-16.79232929986938,-9.513222503750354,-17.061588549442686
66728,5,Extend,<<,-1423,-130.29,378,285,362,1810,-9.71735429937047,-17.94940299291386,-9.95917225282296,-17.812674964905906
66838,5,Extend,<<,-1379,-126.42,380,285,361,1813,-10.191501850027663,-18.35487091627374,-10.23840853927859,-18.236217095060375
66949,5,Extend,<<,-1335,-122.64,379,284,367,1816,-10.160105415317673,-18.764257817685802,-10.310595318805483,-18.644172600136365
67061,5,Extend,<<,-1291,-118.68,380,285,367,1820,-11.033788573807328,-18.935097796801614,-10.560136960262662,-19.477073378257025
67173,5,Extend,<<,-1247,-114.9,379,287,368,1823,-11.149622559468895,-19.696964852679685,-10.867793434330554,-19.922363310253644
67284,5,Extend,<<,-1203,-111.03,381,287,370,1826,-10.734946614920574,-21.246811519939683,-11.000711111474516,-20.777438230886247
67395,5,Extend,<<,-1159,-107.16,380,286,374,1830,-11.149622559468895,-21.671898863561665,-11.319482284818452,-21.481549962099947
67506,5,Extend,<<,-1115,-103.3,380,286,373,1833,-11.987019796239139,-21.32795796871966,-11.886213737913819,-21.730758400416377
67617,5,Extend,<<,-1071,-99.43,381,287,376,1836,-11.987019796239139,-22.1734458593385,-11.988891961231722,-22.272803410179435
67729,5,Extend,<<,-1027,-95.56,379,286,381,1840,-12.466590999260575,-22.663252956808464,-12.396313471444335,-22.579142457856996
67840,5,Extend,<<,-983,-91.69,381,286,380,1843,-12.899648999979576,-22.64552791234547,-12.87184778465121,-22.850524929439935
67953,5,Extend,<<,-939,-87.74,380,286,383,1846,-13.071879402875282,-23.058826048865967,-12.961551758124845,-23.10598610411759
68063,5,Extend,<<,-895,-83.96,382,287,390,1850,-12.741239662983759,-23.058826048865967,-13.000983800203342,-23.08196075214257
68174,5,Extend,<<,-851,-80.09,381,286,398,1853,-13.071879402875282,-23.4291440916451,-12.913314964592757,-23.153572744947674
68286,5,Extend,<<,-807,-76.22,379,286,407,1856,-12.741239662983759,-23.4291440916451,-12.655884725064084,-23.3903825706604
68397,5,Extend,<<,-763,-72.35,379,286,415,1860,-13.394787752931052,-22.735917698810226,-12.985293794618649,-23.032747815588046
68509,5,Extend,<<,-719,-68.4,378,287,434,1863,-12.583644780700894,-22.72917471866637,-12.872109598225949,-22.634955502713083
68621,5,Extend,<<,-675,-64.44,378,286,445,1866,-12.219187685234942,-22.720494515090763,-12.159223719066734,-22.563058818456426
68733,5,Extend,<<,-631,-60.66,379,289,450,1870,-12.180310781916376,-22.241356618650713,-11.770872863303524,-22.249597544547292
68844,5,Extend,<<,-587,-56.88,378,287,459,1873,-11.412797317744236,-21.780308096954997,-11.035724093062125,-21.870949933585443
68955,5,Extend,<<,-543,-53.01,379,287,473,1876,-9.71503143523978,-21.39384796695188,-9.9792116615493,-21.071416336080382
69065,5,Extend,<<,-499,-49.05,380,286,479,1880,-9.46894604007747,-20.14191028608036,-9.484841376629173,-20.099013093029708
69176,5,Extend,<<,-455,-45.1,379,284,484,1883,-8.572532012195467,-20.087253500573297,-8.725020435507844,-19.79220129906536
69287,5,Extend,<<,-411,-41.23,377,287,485,1886,-7.881196725316045,-19.233717397289382,-8.157929707293269,-19.000980853843725
69398,5,Extend,<<,-367,-37.45,379,287,490,1890,-8.212802963509716,-17.261313815345943,-7.910141437421778,-17.61548230234272
69509,5,Extend,<<,-323,-33.58,377,287,491,1893,-7.087350551227445,-17.07282850460888,-7.128806502259578,-17.061398274245896
69620,5,Extend,<<,-279,-29.63,377,287,487,1896,-6.518918252875039,-16.695942359367507,-6.488646199773926,-16.667565881849864
69731,5,Extend,<<,-235,-25.85,378,287,480,1900,-5.930230874894789,-15.457888959796321,-5.955035442387846,-15.489373070231192
69841,5,Extend,<<,-191,-21.89,379,287,471,1903,-5.682829072714384,-14.68740520333651,-5.347232992727665,-14.799205431565174
69952,5,Extend,<<,-147,-18.02,379,287,471,1906,-4.187177532826041,-14.247771290095955,-4.424973328450221,-14.257947544905548
70062,5,Extend,<<,-103,-14.15,377,286,468,1910,-3.471778888673981,-13.038531410095715,-3.5954811751197546,-12.707084693022104
70172,5,Extend,<<,-59,-10.46,379,287,468,1913,-3.2356972781711306,-11.808243313793355,-2.7344215341276294,-12.04300473022146
70283,5,Extend,<<,-15,-6.42,380,287,464,1916,-2.4212495886072816,-11.043829995092835,-1.768721555060761,-11.1665183503202
70395,5,Extend,<<,29,-2.55,381,287,463,1920,-0.008874810882076645,-9.62380104633877,-0.5568289920061971,-9.74306662713087
70505,5,Extend,<<,73,1.23,380,287,463,1923,-0.32170971075001376,-9.132178980574679,-0.2288452318698736,-9.327637401817986
70616,5,Extend,<<,117,5.01,382,289,462,1926,0.4852841330635158,-9.566364831031791,-0.029270435654255633,-8.931714169708705
70728,5,Extend,<<,161,8.97,380,288,463,1930,0.10170576095362094,-7.302692878733723,0.6582007053650649,-7.825794151953723
70838,5,Extend,<<,205,12.84,382,287,462,1933,1.190667217934049,-6.9455742426553115,1.4698926198304803,-7.06703803467787
73216,2,Flex,>>,1140,100.22,383,290,458,2004,17.171351089480254,6.680701321294777,17.24653898828207,7.127636651928599
73327,2,Flex,>>,1076,100.22,381,287,456,2008,16.81489400805563,6.5897955429766455,16.960627897213367,6.739452801026535
73439,2,Flex,>>,1012,96.44,379,287,453,2011,16.398137084541702,6.805872494588556,16.49555157747774,6.981167474562547
73551,2,Flex,>>,948,90.9,378,287,454,2014,16.31096234101338,6.87829430775696,16.221238331073785,7.0836331765602925
73661,2,Flex,>>,884,85.45,381,287,453,2018,16.08979846445763,6.884260509592849,16.017533693624493,7.074792796154139
73773,2,Flex,>>,820,79.65,378,286,453,2021,15.568119229103132,7.102258936165327,15.829326897043607,6.928194058079339
73883,2,Flex,>>,756,74.2,379,286,453,2024,16.058418842526095,7.102258936165327,15.72375875878406,7.004307896482516
73994,2,Flex,>>,692,68.57,378,286,454,2028,16.08848959951098,6.8597600055258,15.967913697636806,6.805215328673366
74106,2,Flex,>>,628,62.86,377,287,454,2031,15.785527361040636,6.643550543063441,15.94654810273055,6.619603260820691
74218,2,Flex,>>,564,57.32,378,286,454,2034,16.305095620656544,6.340191745909891,16.047689858853442,6.607112473347916
74328,2,Flex,>>,500,51.78,378,287,453,2038,15.75743147387044,6.586868524040369,15.8377774851267,6.889649785656767
74439,2,Flex,>>,436,46.07,381,286,452,2041,15.944771580267428,6.8891041959031725,15.710837274765062,7.172443197211201
74551,2,Flex,>>,372,40.53,380,288,453,2044,15.785527361040636,7.073708897272439,15.928984262050129,6.978264366080117
74663,2,Flex,>>,308,34.9,379,286,454,2048,15.753872411926721,6.862816553808074,15.687383443129871,7.085830899385829
74773,2,Flex,>>,244,29.27,380,287,453,2051,15.233532049038217,7.383156916696549,15.598767126310783,7.24153409192963
74885,2,Flex,>>,180,23.56,379,287,454,2054,16.057790901169056,6.564366428222172,15.768330452663427,6.834240719315748
74996,2,Flex,>>,116,17.93,380,288,452,2058,15.685485501858807,6.8161830599275675,15.866486933335288,6.771232868928314
75106,2,Flex,>>,52,12.4,377,286,457,2061,15.971824558707198,6.8327397989231144,16.160578571703446,6.866311345466382
75218,2,Flex,>>,-12,6.77,378,286,457,2064,15.971824558707198,7.131189924509016,16.020872206828287,7.030310668805283
75330,2,Flex,>>,-76,0.97,378,288,474,2068,15.971824558707198,7.131189924509016,15.856597390057683,7.137167710561585
75440,2,Flex,>>,-140,-4.57,377,286,498,2071,16.489656331300296,6.314908026330016,16.160036949632634,6.765650925657644
75551,2,Flex,>>,-204,-10.11,378,286,515,2074,16.24019792940811,6.564366428222172,16.380297685845825,6.50346709102331
75662,2,Flex,>>,-268,-15.74,377,287,533,2078,16.489656331300296,6.094945339857588,16.202555973571403,6.538863916380955
75773,2,Flex,>>,-332,-21.36,377,287,545,2081,16.039045349895133,6.662316047841756,16.106661833169483,6.572398357378267
75884,2,Flex,>>,-396,-27.16,379,287,556,2084,16.24019792940811,6.862816553808074,16.235518924726243,6.717339473182699
75995,2,Flex,>>,-460,-32.79,377,286,564,2088,16.24019792940811,6.862816553808074,16.28671166171961,6.827691228282163
76107,2,Flex,>>,-524,-38.42,378,288,576,2091,16.794476563794404,6.3941120946756484,16.375692268340632,6.6477079208123735
76218,2,Flex,>>,-588,-43.87,377,286,589,2094,16.24019792940811,6.564366428222172,16.24010800895151,6.728999271756216
76329,2,Flex,>>,-652,-49.58,377,287,601,2098,16.54501816190222,6.862816553808074,16.359179009513255,6.82589468295452
76440,2,Flex,>>,-716,-55.21,375,288,603,2101,16.24019792940811,6.862816553808074,16.281443005708173,6.631864485039765
76551,2,Flex,>>,-780,-60.84,377,287,614,2104,16.057790901169056,6.564366428222172,16.00280608016926,6.626625577405532
76662,2,Flex,>>,-844,-66.46,376,287,626,2108,16.30724930306124,6.314908026330016,16.208396323290494,6.432219413357245
76773,2,Flex,>>,-908,-72.0,377,288,642,2111,16.30724930306124,6.314908026330016,16.313064184224274,6.304324800549756
76884,2,Flex,>>,-972,-77.63,373,287,655,2114,16.057790901169056,6.862816553808074,16.124230146136696,6.523752037483075
76994,2,Flex,>>,-1036,-83.25,376,288,660,2118,16.24019792940811,6.564366428222172,16.232196817416334,6.452396823268716
77105,2,Flex,>>,-1100,-88.79,375,288,667,2121,16.489656331300296,6.314908026330016,16.329156680777487,6.446403433378651
77216,2,Flex,>>,-1164,-94.51,374,286,669,2124,15.971824558707198,7.131189924509016,16.169646407537563,6.71146586299722
77328,2,Flex,>>,-1228,-100.13,374,287,677,2128,16.24019792940811,6.564366428222172,16.349120877744873,6.43914439579571
77440,2,Flex,>>,-1292,-105.76,372,286,683,2131,16.489656331300296,6.094945339857588,16.406335882574336,6.352968253688296
77551,2,Flex,>>,-1356,-111.47,374,287,687,2134,16.24019792940811,6.564366428222172,16.11990355026705,6.623332648652779
77662,2,Flex,>>,-1420,-117.01,372,285,693,2138,15.971824558707198,7.131189924509016,16.008212709418686,6.961777385879701
77774,2,Flex,>>,-1484,-122.64,372,286,691,2141,16.039045349895133,6.881562105081997,15.931550162542877,7.0703044438736224
77885,2,Flex,>>,-1548,-128.18,370,286,697,2144,16.039045349895133,6.881562105081997,15.569578067377902,7.225514766190843
77995,2,Flex,>>,-1612,-133.8,369,286,706,2148,15.73512686065277,6.881562105081997,15.718211565025573,7.1135113177459175
78107,2,Flex,>>,-1676,-139.43,370,286,721,2151,15.789417530468114,7.131189924509016,15.84620893370286,7.187072308565973
78218,2,Flex,>>,-1740,-144.97,370,287,730,2154,16.039045349895133,7.1822930171063035,15.933192708651555,7.277944796579644
78330,2,Flex,>>,-1804,-150.51,370,287,738,2158,16.057790901169056,7.379756928294739,15.9477651298082,7.249302719002895
78439,2,Flex,>>,-1868,-156.13,366,285,743,2161,16.32852248754648,7.109025341917317,16.197269917339995,7.203818756934938
78550,2,Flex,>>,-1932,-161.58,366,285,749,2164,16.577787823937967,7.161995677388603,16.42730360913127,7.4931670256847855
78661,2,Flex,>>,-1996,-167.21,367,287,754,2168,16.36138108099641,7.921089487839112,16.34075100746817,7.859515687957023
78771,2,Flex,>>,-2060,-172.75,366,286,768,2171,17.077766744999252,7.910096195664181,16.814173863961674,8.250817676355009
78882,2,Flex,>>,-2124,-178.11,367,287,768,2174,18.302490282734624,9.474509286137078,18.29907004642215,9.672098259964812
78993,2,Flex,>>,-2188,-183.74,367,285,775,2178,21.38989044087603,11.459927237469344,21.172895768308656,11.567461869350351
79105,2,Flex,>>,-2252,-189.19,366,286,776,2181,22.336095260853114,13.10228318597774,22.6781116321855,12.874007724439242
79216,2,Flex,>>,-2316,-194.46,367,284,771,2184,24.875266726336577,13.953942968185089,24.367949494769256,14.139020265695603
79328,2,Flex,>>,-2380,-199.91,367,283,772,2188,26.901998438186695,15.024757403785742,26.352077315883705,15.38889867220882
79439,2,Flex,>>,-2444,-205.36,367,290,781,2191,27.03467819676763,16.470988211965818,27.40825634181102,16.048399748738134
79551,2,Flex,>>,-2508,-210.55,367,290,774,2194,28.727903266223024,16.558573244054003,28.495094507092006,16.779505716368334
79662,2,Flex,>>,-2572,-215.65,369,293,778,2198,30.222904122684184,17.74587070798401,30.127385917907816,18.22433589842181
79774,2,Flex,>>,-2636,-220.75,365,289,775,2201,31.263119180431715,19.46270356676831,31.414607795049292,18.877569114673552
79885,2,Flex,>>,-2700,-225.76,365,292,771,2204,32.37263313431205,18.974902811969486,32.464493303256134,19.40460787910094
79996,2,Flex,<<,-2700,-230.59,370,295,793,2208,34.76485522472652,19.78427870400941,34.122235626388054,20.27979886980659
80107,2,Flex,<<,-2636,-231.74,375,301,802,2211,35.40676610924254,21.477542563222983,35.46211692470102,21.32109878109333
80218,2,Flex,<<,-2572,-231.65,375,299,798,2214,36.73282666448935,23.253890279129052,36.848297811147226,22.876055852692225
80329,2,Flex,<<,-2508,-226.99,376,300,794,2218,39.162848352602964,24.240073766268893,39.280085466568195,24.481102064441146
80441,2,Flex,<<,-2444,-221.63,376,301,787,2221,40.87743398392132,25.590967514473505,41.13014370639269,25.02589498275089
80552,2,Flex,<<,-2380,-216.44,376,300,780,2224,42.04196746953849,25.570264147943163,41.97850160303585,25.770717687379214
80663,2,Flex,<<,-2316,-211.08,376,299,775,2228,43.21631788363413,27.04257111600313,43.013522098128306,26.77460062540837
80773,2,Flex,<<,-2252,-205.54,377,300,776,2231,43.38256853141155,27.561498648454688,43.8673415524622,27.582769052658428
80884,2,Flex,<<,-2188,-200.0,374,298,765,2234,44.568641298198315,28.227257008902313,44.77291487610626,28.258965121242003
80996,2,Flex,<<,-2124,-194.2,372,300,764,2238,45.880809751748586,29.127816146521354,46.02978413619991,29.037733587013015
81106,2,Flex,<<,-2060,-188.75,371,299,749,2241,46.68741466026114,29.814365005551394,46.74304979762178,29.859069640264842
