Time(ms),MotorID,Phase,Direction,Position,Angle(deg),SensorA0,SensorA1,SensorA2,∠ABD_smooth,angle_smooth,dmotor,cycle
137233,1,Flex,>>,2058,186.81,498,353,540,59.803491018818505,193.792,-3.4639999999999986,4
137347,1,Flex,>>,2019,183.47,506,360,546,59.79567333756319,190.32800000000003,-3.46399999999997,4
137460,1,Flex,>>,1980,180.13,516,363,550,59.01679146663119,186.882,-3.4460000000000264,4
137574,1,Flex,>>,1941,176.79,522,370,554,58.60154924493576,183.488,-3.3940000000000055,4
137686,1,Flex,>>,1902,173.36,533,368,558,58.296716239868594,180.11200000000002,-3.3759999999999764,4
137798,1,Flex,>>,1863,169.85,536,374,565,57.6098546822948,176.71999999999997,-3.3920000000000528,4
137911,1,Flex,>>,1824,166.59,549,380,575,56.6440941255365,173.344,-3.3759999999999764,4
138024,1,Flex,>>,1785,162.99,554,390,585,55.76447682432601,169.916,-3.4279999999999973,4
138138,1,Flex,>>,1746,159.56,553,392,590,55.51194730709983,166.47,-3.445999999999998,4
138249,1,Flex,>>,1707,156.4,552,400,603,54.54034644023008,163.078,-3.391999999999996,4
138361,1,Flex,>>,1668,152.97,554,403,614,52.87761344637083,159.702,-3.3760000000000048,4
138475,1,Flex,>>,1629,149.54,563,406,618,52.22104246492471,156.292,-3.4099999999999966,4
138589,1,Flex,>>,1590,146.02,577,413,630,51.03792674101376,152.898,-3.3940000000000055,4
138702,1,Flex,>>,1551,142.68,572,417,644,49.84615995057433,149.522,-3.3760000000000048,4
138815,1,Flex,>>,1512,139.43,573,425,656,48.60110773352223,146.128,-3.3940000000000055,4
138925,1,Flex,>>,1473,136.09,570,432,664,47.55845468732146,142.752,-3.3759999999999764,4
139039,1,Flex,>>,1434,132.92,570,442,675,46.83627172365532,139.428,-3.3240000000000123,4
139153,1,Flex,>>,1395,129.49,570,453,683,45.85283543594308,136.122,-3.305999999999983,4
139267,1,Flex,>>,1356,126.15,569,453,687,44.96352336002766,132.81599999999997,-3.30600000000004,4
139379,1,Flex,>>,1317,122.9,572,442,687,43.93540726748576,129.51000000000002,-3.3059999999999548,4
139492,1,Flex,>>,1278,119.47,579,436,684,42.74139450902508,126.186,-3.3240000000000123,4
139604,1,Flex,>>,1239,116.31,580,433,682,42.27897749103192,122.864,-3.3220000000000027,4
139717,1,Flex,>>,1200,113.14,586,446,686,41.713518190860846,119.59400000000001,-3.269999999999996,4
139832,1,Flex,>>,1161,109.8,583,463,702,40.57714639361176,116.324,-3.2700000000000102,4
139944,1,Flex,>>,1122,106.46,582,473,713,39.89775610877258,113.03600000000002,-3.2879999999999825,4
140056,1,Flex,>>,1083,103.3,587,490,723,39.41041783333591,109.80199999999999,-3.234000000000023,4
140170,1,Flex,>>,1044,99.96,591,492,731,38.89087659799024,106.532,-3.269999999999996,4
140283,1,Flex,>>,1005,96.7,599,499,737,38.17691065919357,103.244,-3.2879999999999967,4
140394,1,Flex,>>,966,93.54,608,508,746,37.72124955429151,99.99199999999999,-3.2520000000000095,4
140505,1,Flex,>>,927,90.46,608,510,745,37.43163521571905,96.792,-3.1999999999999886,4
140618,1,Flex,>>,888,87.12,609,511,741,36.84395664724795,93.556,-3.236000000000004,4
140732,1,Flex,>>,849,83.78,612,514,740,36.89797358250527,90.32000000000001,-3.23599999999999,4
140845,1,Flex,>>,810,80.44,617,519,740,36.73348305741333,87.068,-3.2520000000000095,4
140957,1,Flex,>>,771,77.19,614,520,742,36.49167256590189,83.798,-3.269999999999996,4
141070,1,Flex,>>,732,74.2,615,522,741,36.43283722370786,80.54599999999999,-3.2520000000000095,4
141184,1,Flex,>>,693,71.21,611,525,745,36.118129012129685,77.364,-3.181999999999988,4
141297,1,Flex,>>,654,68.22,609,523,738,35.97692801298581,74.252,-3.112000000000009,4
141411,1,Flex,>>,615,65.14,605,525,741,35.958602518126604,71.192,-3.0600000000000023,4
141524,1,Flex,>>,576,62.15,603,524,737,35.69160572904297,68.184,-3.0079999999999956,4
141638,1,Flex,<<,576,59.34,603,523,739,35.47102034892214,65.212,-2.971999999999994,4
141753,1,Flex,<<,615,58.9,607,529,748,35.252768187513595,62.75,-2.4620000000000033,4
141867,1,Flex,<<,654,58.9,621,542,763,35.37839540797283,60.886,-1.8639999999999972,4
141980,1,Flex,<<,693,58.9,626,543,762,35.349666686588165,59.638,-1.2480000000000047,4
142093,1,Flex,<<,732,61.1,620,539,758,35.13805207879417,59.428,-0.21000000000000085,4
166095,1,Flex,>>,2760,247.74,409,356,520,44.624476143467405,253.15200000000004,-0.7719999999999914,5
166206,1,Flex,>>,2721,244.4,411,356,519,45.4448973945451,250.762,-2.390000000000043,5
166317,1,Flex,>>,2682,241.05,410,358,520,46.146329825370856,247.70200000000006,-3.0599999999999454,5
166428,1,Flex,>>,2643,237.63,410,355,517,46.94878366845957,244.38000000000002,-3.322000000000031,5
166539,1,Flex,>>,2604,234.37,413,356,517,47.587404423811705,241.038,-3.342000000000013,5
166650,1,Flex,>>,2565,230.95,415,358,518,48.585734725472285,237.68,-3.358000000000004,5
166761,1,Flex,>>,2526,227.78,418,355,518,50.76981752920574,234.356,-3.3240000000000123,5
166872,1,Flex,>>,2487,224.44,418,356,518,52.31759673256538,231.03400000000002,-3.3219999999999743,5
166983,1,Flex,>>,2448,221.1,421,356,517,53.67618515790343,227.72799999999998,-3.30600000000004,5
167094,1,Flex,>>,2409,217.76,422,354,518,55.28556327029321,224.406,-3.3219999999999743,5
167205,1,Flex,>>,2370,214.33,425,357,517,56.02221051525552,221.08199999999997,-3.3240000000000407,5
167317,1,Flex,>>,2331,210.99,425,355,518,56.37866567805398,217.724,-3.3579999999999757,5
167427,1,Flex,>>,2292,207.56,426,353,516,57.170113112062175,214.348,-3.3759999999999764,5
167538,1,Flex,>>,2253,204.31,429,355,517,57.683422672736114,210.99,-3.358000000000004,5
167649,1,Flex,>>,2214,200.97,434,356,516,58.07607216806831,207.632,-3.358000000000004,5
167759,1,Flex,>>,2175,197.71,438,355,516,58.22154458937854,204.308,-3.3240000000000123,5
167869,1,Flex,>>,2136,194.29,439,353,514,58.14755699991375,200.968,-3.3400000000000034,5
167979,1,Flex,>>,2097,190.77,441,353,516,58.03111896540388,197.61,-3.3579999999999757,5
168090,1,Flex,>>,2058,187.43,452,353,515,57.66296765980829,194.23399999999998,-3.376000000000033,5
168202,1,Flex,>>,2019,183.91,456,354,517,57.38696180739894,190.82200000000003,-3.4119999999999493,5
168312,1,Flex,>>,1980,180.66,458,355,520,57.023787740739934,187.412,-3.410000000000025,5
168422,1,Flex,>>,1941,177.23,481,354,521,56.58297266414196,184.0,-3.412000000000006,5
168533,1,Flex,>>,1902,173.63,480,356,524,56.11841170726056,180.57199999999997,-3.4280000000000257,5
168644,1,Flex,>>,1863,170.29,482,359,530,55.62920674194755,177.144,-3.427999999999969,5
168755,1,Flex,>>,1824,166.95,487,364,534,54.82412681106986,173.75199999999998,-3.3920000000000243,5
168867,1,Flex,>>,1785,163.25,521,365,542,54.12469779244032,170.26999999999998,-3.4819999999999993,5
168978,1,Flex,>>,1746,159.65,529,373,546,53.12965612687327,166.754,-3.515999999999991,5
169089,1,Flex,>>,1707,156.4,533,380,556,51.73409751387868,163.30800000000002,-3.4459999999999695,5
169200,1,Flex,>>,1668,152.97,543,387,574,51.17088771549871,159.844,-3.464000000000027,5
169312,1,Flex,>>,1629,149.54,551,394,589,50.724049424707545,156.36200000000002,-3.481999999999971,5
169424,1,Flex,>>,1590,146.11,557,401,602,49.354722503254415,152.93400000000003,-3.4279999999999973,5
169535,1,Flex,>>,1551,142.77,557,408,610,48.532375872950894,149.558,-3.376000000000033,5
169645,1,Flex,>>,1512,139.52,560,418,622,48.06099624029906,146.182,-3.3760000000000048,5
169757,1,Flex,>>,1473,136.26,563,425,632,47.535945069056496,142.84,-3.3419999999999845,5
169867,1,Flex,>>,1434,132.92,566,435,645,47.09091332837482,139.516,-3.3240000000000123,5
169978,1,Flex,>>,1395,129.49,567,447,666,46.091261947078365,136.192,-3.323999999999984,5
170090,1,Flex,>>,1356,126.15,569,456,676,44.44215183912426,132.868,-3.3240000000000123,5
170201,1,Flex,>>,1317,122.81,564,454,679,43.63040265961831,129.526,-3.3419999999999845,5
170312,1,Flex,>>,1278,119.56,558,461,684,42.61135653032152,126.186,-3.3400000000000034,5
170424,1,Flex,>>,1239,116.4,560,468,686,41.11382245199968,122.88200000000002,-3.303999999999988,5
170535,1,Flex,>>,1200,113.23,558,473,692,39.85462740904094,119.63,-3.2520000000000238,5
170646,1,Flex,>>,1161,110.07,563,479,700,39.03848084290222,116.41400000000002,-3.2159999999999798,5
170758,1,Flex,>>,1122,106.73,563,482,703,38.02913788090795,113.19800000000001,-3.216000000000008,5
170869,1,Flex,>>,1083,103.47,564,485,708,37.49912372572325,109.98000000000002,-3.2179999999999893,5
170979,1,Flex,>>,1044,100.13,569,487,712,37.32601632137193,106.726,-3.254000000000019,5
171091,1,Flex,>>,1005,96.88,574,487,713,36.55817577985755,103.45599999999999,-3.2700000000000102,5
171201,1,Flex,>>,966,93.63,573,484,715,36.2014653891054,100.16799999999999,-3.2879999999999967,5
171313,1,Flex,>>,927,90.64,576,490,720,36.17857941914569,96.95,-3.2179999999999893,5
171425,1,Flex,>>,888,87.3,582,495,726,35.98245140376513,93.716,-3.234000000000009,5
171536,1,Flex,>>,849,84.04,589,498,733,36.03351895478556,90.498,-3.2179999999999893,5
171647,1,Flex,>>,810,80.53,602,505,738,36.01305552539503,87.228,-3.2700000000000102,5
171758,1,Flex,>>,771,77.1,612,511,741,35.72525745321523,83.922,-3.3059999999999974,5
171870,1,Flex,>>,732,73.93,624,520,748,35.64454242911163,80.58000000000001,-3.3419999999999845,5
171980,1,Flex,>>,693,70.86,620,516,746,35.83259393978521,77.292,-3.288000000000011,5
172091,1,Flex,>>,654,67.78,623,523,752,35.65665469221859,74.03999999999999,-3.2520000000000095,5
172202,1,Flex,>>,615,64.62,619,523,748,35.41074977456739,70.858,-3.181999999999988,5
172314,1,Flex,>>,576,61.71,621,528,748,35.498908878419144,67.78,-3.078000000000003,5
172425,1,Flex,<<,576,59.08,626,535,756,35.49374881322915,64.81,-2.969999999999999,5
172537,1,Flex,<<,615,58.55,628,538,757,35.507554973439525,62.348,-2.4620000000000033,5
172648,1,Flex,<<,654,58.55,641,545,774,35.446055817689185,60.501999999999995,-1.8460000000000036,5
172759,1,Flex,<<,693,58.55,640,542,772,35.098643865834056,59.288,-1.2139999999999986,5
172870,1,Flex,<<,732,61.01,636,543,769,35.16406367533243,59.148,-0.13999999999999346,5
196599,1,Flex,>>,2760,247.74,400,353,518,49.83843578562903,253.16800000000003,-0.7719999999999629,6
196709,1,Flex,>>,2721,244.48,403,356,519,51.34291207880737,250.794,-2.3740000000000236,6
196818,1,Flex,>>,2682,241.14,404,355,514,52.9827272924521,247.752,-3.0420000000000016,6
196928,1,Flex,>>,2643,237.71,407,355,519,52.67926592641446,244.446,-3.3060000000000116,6
197038,1,Flex,>>,2604,234.46,413,354,518,52.52454419518767,241.106,-3.3400000000000034,6
197148,1,Flex,>>,2565,231.03,413,355,518,53.07561126637593,237.76399999999998,-3.342000000000013,6
197257,1,Flex,>>,2526,227.78,419,355,517,53.84122141038489,234.42399999999998,-3.3400000000000034,6
197368,1,Flex,>>,2487,224.53,423,354,517,54.35606523588403,231.102,-3.3219999999999743,6
197477,1,Flex,>>,2448,221.1,429,354,517,54.66795046323973,227.78000000000003,-3.3219999999999743,6
197587,1,Flex,>>,2409,217.76,441,353,518,55.42060564845055,224.43999999999997,-3.3400000000000603,6
197698,1,Flex,>>,2370,214.15,443,353,516,56.59257486623903,221.064,-3.3759999999999764,6
197808,1,Flex,>>,2331,210.9,447,352,516,57.53858389956271,217.68800000000002,-3.3759999999999764,6
197918,1,Flex,>>,2292,207.47,453,354,518,57.6802571337736,214.276,-3.412000000000006,6
198029,1,Flex,>>,2253,204.22,455,353,517,57.79098729634726,210.9,-3.3760000000000048,6
198138,1,Flex,>>,2214,200.79,464,355,520,57.99023431979511,207.506,-3.3940000000000055,6
198248,1,Flex,>>,2175,197.45,467,343,516,58.38515590120545,204.166,-3.3400000000000034,6
198358,1,Flex,>>,2136,194.02,467,339,515,58.46503369196574,200.79000000000002,-3.3759999999999764,6
198468,1,Flex,>>,2097,190.59,468,341,518,58.51929760298248,197.41400000000002,-3.3760000000000048,6
198578,1,Flex,>>,2058,187.16,471,338,518,58.50475855639571,194.002,-3.412000000000006,6
198687,1,Flex,>>,2019,183.82,472,338,520,58.05595568577827,190.608,-3.3940000000000055,6
198797,1,Flex,>>,1980,180.48,473,329,501,57.46407110158774,187.214,-3.3940000000000055,6
198908,1,Flex,>>,1941,177.14,481,328,498,56.86968787650848,183.838,-3.3760000000000048,6
199018,1,Flex,>>,1902,173.71,491,332,499,55.88353708343969,180.462,-3.3760000000000048,6
199127,1,Flex,>>,1863,170.2,492,335,502,55.34641783235956,177.07,-3.391999999999996,6
199237,1,Flex,>>,1824,166.95,490,332,502,54.60405037438136,173.696,-3.3739999999999952,6
199347,1,Flex,>>,1785,163.52,490,340,523,52.7931396732732,170.304,-3.391999999999996,6
199456,1,Flex,>>,1746,160.18,494,344,539,50.703173379418985,166.912,-3.391999999999996,6
199566,1,Flex,>>,1707,156.84,502,352,552,50.04861189133439,163.538,-3.3739999999999952,6
199676,1,Flex,>>,1668,153.49,499,358,563,49.41309615154907,160.196,-3.342000000000013,6
199785,1,Flex,>>,1629,150.15,498,365,576,48.297052626830606,156.836,-3.359999999999985,6
199895,1,Flex,>>,1590,146.73,501,373,593,47.29197801167905,153.478,-3.358000000000004,6
200005,1,Flex,>>,1551,143.38,505,387,614,46.16947073483557,150.118,-3.3600000000000136,6
200116,1,Flex,>>,1512,140.22,499,393,619,45.34050408654694,146.794,-3.323999999999984,6
200225,1,Flex,>>,1473,136.97,498,396,630,44.31724468393328,143.49,-3.304000000000002,6
200335,1,Flex,>>,1434,133.89,500,401,636,43.23304070737672,140.238,-3.2520000000000095,6
200445,1,Flex,>>,1395,130.55,511,413,654,42.28777063568668,137.002,-3.23599999999999,6
200555,1,Flex,>>,1356,126.95,530,417,661,41.08717651758684,133.71599999999998,-3.28600000000003,6
200665,1,Flex,>>,1317,123.6,534,426,665,40.56934302741335,130.392,-3.323999999999984,6
200775,1,Flex,>>,1278,120.35,541,431,667,40.25267571351572,127.06800000000001,-3.323999999999984,6
200885,1,Flex,>>,1239,117.1,546,435,667,39.84571812108307,123.71,-3.3580000000000183,6
200995,1,Flex,>>,1200,114.02,558,449,680,38.9891743838509,120.404,-3.3059999999999974,6
201104,1,Flex,>>,1161,110.68,573,458,690,37.981640637137424,117.15,-3.2539999999999907,6
201215,1,Flex,>>,1122,107.34,571,463,692,37.34705044243664,113.898,-3.2520000000000095,6
201324,1,Flex,>>,1083,104.18,574,472,699,36.984176328256005,110.66400000000002,-3.2339999999999804,6
201434,1,Flex,>>,1044,100.92,584,482,704,36.6561280027247,107.428,-3.2360000000000184,6
201545,1,Flex,>>,1005,97.67,585,488,712,36.20165178312445,104.15799999999999,-3.2700000000000102,6
201655,1,Flex,>>,966,94.59,587,504,719,35.54606484044348,100.94000000000001,-3.217999999999975,6
201765,1,Flex,>>,927,91.78,567,515,734,34.94497011337841,97.828,-3.112000000000009,6
201875,1,Flex,>>,888,88.7,564,511,730,34.23626367466415,94.732,-3.0960000000000036,6
201985,1,Flex,>>,849,85.71,568,515,726,33.6791248063214,91.69000000000001,-3.0419999999999874,6
202095,1,Flex,>>,810,82.29,578,522,737,33.41543103510367,88.614,-3.0760000000000076,6
202205,1,Flex,>>,771,78.95,573,519,737,33.17582760839814,85.48600000000002,-3.127999999999986,6
202314,1,Flex,>>,732,75.96,570,520,734,32.99744739570475,82.322,-3.1640000000000157,6
202424,1,Flex,>>,693,72.79,574,525,739,32.43153840018108,79.14000000000001,-3.181999999999988,6
202534,1,Flex,>>,654,69.71,586,529,742,32.271439278356475,75.94,-3.200000000000017,6
202644,1,Flex,>>,615,66.64,587,530,744,32.21892682925102,72.81,-3.1299999999999955,6
202753,1,Flex,>>,576,63.56,586,527,739,32.04389009632021,69.732,-3.078000000000003,6
202863,1,Flex,<<,576,60.4,585,529,747,31.87595988985463,66.61999999999999,-3.112000000000009,6
202972,1,Flex,<<,615,59.78,589,536,749,31.726571953620944,64.018,-2.6019999999999897,6
203082,1,Flex,<<,654,59.78,605,548,767,31.55705845950202,62.032,-1.9860000000000042,6
203192,1,Flex,<<,693,59.78,605,551,768,31.29092219511451,60.660000000000004,-1.3719999999999928,6
203303,1,Flex,<<,732,61.36,601,547,765,31.208376543315897,60.220000000000006,-0.4399999999999977,6
