Time(ms),MotorID,Phase,Direction,Position,Angle(deg),Frame,∠ABC,∠BCD
29504,5,Extend,>>,-989,-80.53,883.0,178.74702303803994,176.36145940467085
29608,5,Extend,>>,-1026,-83.6,886.0,179.87242259327118,176.52608189223318
29710,5,Extend,>>,-1063,-86.77,889.0,179.59745227419867,175.92075538530594
29813,5,Extend,>>,-1100,-89.93,892.0,178.23869217474225,176.02114812520833
29916,5,Extend,>>,-1137,-93.27,895.0,177.4617214464271,175.54462967546462
30019,5,Extend,>>,-1174,-96.53,899.0,176.33661113082246,175.32216296198337
30121,5,Extend,>>,-1211,-99.6,902.0,175.97409118039678,174.60205097474716
30223,5,Extend,>>,-1248,-102.77,905.0,174.5164229342477,174.80696637230363
30325,5,Extend,>>,-1285,-105.85,908.0,173.87653342284148,174.18352521732754
30428,5,Extend,>>,-1322,-109.01,911.0,172.8315201437795,174.32293990334546
30530,5,Extend,>>,-1359,-112.35,914.0,173.29936107363304,172.89751443228576
30633,5,Extend,>>,-1396,-115.6,917.0,171.75305166560258,173.62075183238676
30735,5,Extend,>>,-1433,-118.77,920.0,171.21931027123958,172.96253096102302
30838,5,Extend,>>,-1470,-122.02,923.0,170.66690630989865,172.60853651274965
30941,5,Extend,>>,-1507,-125.27,926.0,169.0757351430385,171.7642128906313
31043,5,Extend,>>,-1544,-128.35,929.0,166.5750316648641,170.62679458636762
31145,5,Extend,>>,-1581,-131.52,932.0,164.64105577165816,169.99808497678092
31249,5,Extend,>>,-1618,-134.77,935.0,162.3888114896028,169.2811698242119
31351,5,Extend,>>,-1655,-137.93,938.0,161.40838342042932,169.01649446971712
31453,5,Extend,>>,-1692,-141.19,942.0,160.29350652958718,168.129070167132
31556,5,Extend,>>,-1729,-144.44,945.0,160.00305384381352,168.21013385719112
31658,5,Extend,>>,-1766,-147.6,948.0,159.64309521814656,167.51048980149923
31761,5,Extend,>>,-1803,-150.86,951.0,158.81473692545865,167.0852346775465
31864,5,Extend,>>,-1840,-154.11,954.0,158.88323527067936,166.29476118164231
31966,5,Extend,>>,-1877,-157.27,957.0,158.61646646880243,165.83534787157726
32069,5,Extend,>>,-1914,-160.53,960.0,157.68836329326118,166.694389764035
32171,5,Extend,>>,-1951,-163.6,963.0,158.02206832718875,165.8519382128471
32274,5,Extend,>>,-1988,-166.68,966.0,157.72475613756185,166.3843173023934
32376,5,Extend,>>,-2025,-169.76,969.0,157.99249147626406,165.09066637425246
32479,5,Extend,<<,-2025,-172.84,972.0,157.1578394693867,165.39476997263733
32582,5,Extend,<<,-1988,-173.89,975.0,157.227470455359,165.17932049702137
32684,5,Extend,<<,-1951,-173.98,978.0,157.4634196826047,164.8823326667438
32787,5,Extend,<<,-1914,-171.78,982.0,156.62662119539766,165.1839715212371
32890,5,Extend,<<,-1877,-168.88,985.0,156.1529990498763,165.09568474112095
32992,5,Extend,<<,-1840,-165.98,988.0,156.49352110913074,164.82357296779458
33095,5,Extend,<<,-1803,-162.73,991.0,156.1529990498763,165.39792041298375
33197,5,Extend,<<,-1766,-159.47,994.0,156.1529990498763,165.09568474112095
33300,5,Extend,<<,-1729,-156.31,997.0,155.9153381887897,164.8825300008588
33402,5,Extend,<<,-1692,-152.97,1000.0,156.1529990498763,164.8825300008588
33505,5,Extend,<<,-1655,-149.71,1003.0,156.390095412781,165.09568474112095
33608,5,Extend,<<,-1618,-146.46,1006.0,156.390095412781,164.79117992212
33711,5,Extend,<<,-1581,-143.12,1009.0,156.1529990498763,164.57884919207675
33814,5,Extend,<<,-1544,-139.96,1012.0,156.390095412781,164.79117992212
33916,5,Extend,<<,-1507,-136.79,1015.0,155.87775610864622,164.85409213330684
34019,5,Extend,<<,-1470,-133.45,1019.0,155.64009524755963,164.85409213330684
34121,5,Extend,<<,-1433,-130.29,1022.0,156.2214093358043,164.57884919207675
34224,5,Extend,<<,-1396,-127.03,1025.0,155.80991033868338,165.06642286335006
34327,5,Extend,<<,-1359,-123.69,1028.0,156.1529990498763,164.57884919207675
34430,5,Extend,<<,-1322,-120.44,1031.0,156.1529990498763,164.57884919207675
34532,5,Extend,<<,-1285,-117.27,1034.0,156.1529990498763,164.27292130277223
34634,5,Extend,<<,-1248,-114.11,1037.0,155.87775610864622,164.85409213330684
34737,5,Extend,<<,-1211,-110.86,1040.0,155.87775610864622,164.64400854990785
34839,5,Extend,<<,-1174,-107.52,1043.0,156.2214093358043,164.27292130277223
34942,5,Extend,<<,-1137,-104.35,1046.0,155.89520285052026,164.59912778805636
35044,5,Extend,<<,-1100,-101.1,1049.0,156.11485247155093,164.64400854990785
35146,5,Extend,<<,-1063,-97.76,1052.0,156.69682875462726,164.06369944918504
35249,5,Extend,<<,-1026,-94.51,1055.0,155.98165916582312,165.24967686549806
35352,5,Extend,<<,-989,-91.34,1058.0,156.49595235566213,165.06489396965694
35455,5,Extend,<<,-952,-88.0,1062.0,156.49595235566213,165.1573810233273
35558,5,Extend,<<,-915,-84.84,1065.0,155.16154337312577,165.50156827744232
35660,5,Extend,<<,-878,-81.76,1068.0,154.43800420992648,166.088895521339
35763,5,Extend,<<,-841,-78.24,1071.0,154.22609457289752,166.10618182699514
35865,5,Extend,<<,-804,-74.99,1074.0,153.92127434040341,166.10618182699514
35967,5,Extend,<<,-767,-71.82,1077.0,153.67836725068986,166.39454374908215
36070,5,Extend,<<,-730,-68.57,1080.0,154.027132175051,165.80236039695313
36172,5,Extend,<<,-693,-65.23,1083.0,154.027132175051,166.08861671373188
36274,5,Extend,<<,-656,-62.07,1086.0,154.027132175051,165.80236039695313
36377,5,Extend,<<,-619,-58.81,1089.0,154.027132175051,165.80236039695313
36479,5,Extend,<<,-582,-55.56,1092.0,153.46117152084966,166.33541125525153
36581,5,Extend,<<,-545,-52.31,1095.0,154.08665680048068,166.08861671373188
36683,5,Extend,<<,-508,-48.97,1098.0,154.027132175051,165.80236039695313
36785,5,Extend,<<,-471,-45.63,1101.0,154.027132175051,165.80236039695313
36887,5,Extend,<<,-434,-42.37,1105.0,154.08665680048068,165.80236039695313
36989,5,Extend,<<,-397,-39.3,1108.0,153.76461871382554,166.12439848360825
37092,5,Extend,<<,-360,-36.04,1111.0,154.06144733107283,166.3582200469525
37194,5,Extend,<<,-323,-32.7,1114.0,154.00901257763823,166.12439848360825
37296,5,Extend,<<,-286,-29.45,1117.0,153.49447344835167,166.47123021506667
37398,5,Extend,<<,-249,-26.2,1120.0,154.00901257763823,165.9154913666162
37501,5,Extend,<<,-212,-22.86,1123.0,153.67836725068986,165.9788092805265
37602,5,Extend,<<,-175,-19.69,1126.0,153.67836725068986,165.69183274371568
37705,5,Extend,<<,-138,-16.53,1129.0,153.67836725068986,164.99816064276087
37807,5,Extend,<<,-101,-13.19,1132.0,153.40517748108002,165.27135041237068
37910,5,Extend,<<,-64,-10.02,1135.0,153.64808457079354,165.27135041237068
38013,5,Extend,<<,-27,-6.68,1138.0,153.40517748108002,164.98176195892006
38116,5,Extend,<<,10,-3.34,1141.0,153.73886731216436,164.41695990729508
38218,5,Extend,<<,47,-0.18,1144.0,153.70955363899031,164.39650754293532
38321,5,Extend,<<,84,3.08,1148.0,153.77154765708715,163.90478572250484
38423,5,Extend,<<,121,6.24,1151.0,153.41912402086558,163.413626899785
38526,5,Extend,<<,158,9.58,1154.0,152.53820396995175,163.31590536362083
38628,5,Extend,<<,195,12.84,1157.0,152.841670535395,162.22432422274724
40998,2,Flex,>>,1238,108.84,1228.0,128.76623324705844,144.30834523631086
41100,2,Flex,>>,1178,108.84,1231.0,128.01769621718282,142.44912093742815
41202,2,Flex,>>,1118,105.58,1234.0,127.01580624920658,142.40653907428546
41304,2,Flex,>>,1058,100.48,1237.0,126.14444939780233,141.71567914275383
41407,2,Flex,>>,998,95.21,1240.0,124.74483650917553,141.30489164950575
41509,2,Flex,>>,938,90.02,1243.0,123.91666402030262,140.78343449962924
41611,2,Flex,>>,878,84.75,1246.0,123.7671400911594,140.27113774099107
41713,2,Flex,>>,818,79.56,1249.0,123.36522337167158,139.80035345728632
41817,2,Flex,>>,758,74.29,1252.0,123.1653796270825,139.49820323263114
41919,2,Flex,>>,698,69.1,1256.0,122.45567759328209,139.77915638829256
42021,2,Flex,>>,638,63.91,1259.0,121.80849536061143,139.51740941962348
42124,2,Flex,>>,578,58.73,1262.0,121.6714201646662,139.04448557418112
42226,2,Flex,>>,518,53.54,1265.0,121.42870164337566,138.85263071886757
42328,2,Flex,>>,458,48.09,1268.0,120.2925065745262,138.86540337093265
42431,2,Flex,>>,398,42.99,1271.0,119.62595821947019,137.91185367276017
42533,2,Flex,>>,338,37.71,1274.0,118.90303468109812,138.4675063658765
42636,2,Flex,>>,278,32.44,1277.0,118.38095376533931,138.28220785674972
42739,2,Flex,>>,218,27.16,1280.0,117.94088618074164,137.62636609619878
42841,2,Flex,>>,158,21.8,1283.0,117.71863659055838,137.54659012651615
42943,2,Flex,>>,98,16.53,1286.0,118.08253182422344,137.07813550993382
43046,2,Flex,>>,38,11.34,1289.0,117.78614778155308,137.64067394445001
43149,2,Flex,>>,-22,6.15,1292.0,117.99382601118836,138.0162322092542
43252,2,Flex,>>,-82,0.88,1295.0,119.24882633654698,137.75248540026868
43354,2,Flex,>>,-142,-4.31,1299.0,120.11184182274252,138.03477782339263
43457,2,Flex,>>,-202,-9.49,1302.0,120.64957348876855,138.74707247878436
43559,2,Flex,>>,-262,-14.68,1305.0,121.31148575181537,138.6812114004185
43661,2,Flex,>>,-322,-19.87,1308.0,122.25627413609001,138.43726722208623
43763,2,Flex,>>,-382,-25.23,1311.0,123.40165456103553,138.43467660909758
43866,2,Flex,>>,-442,-30.42,1314.0,122.93282037587525,139.78650184508263
43968,2,Flex,>>,-502,-35.78,1317.0,123.40782458970894,139.7908605863095
44070,2,Flex,>>,-562,-40.97,1320.0,124.5692757913482,139.12131894892838
44172,2,Flex,>>,-622,-46.15,1323.0,124.1878955809933,139.9810819353084
44275,2,Flex,>>,-682,-51.34,1326.0,124.63910155622943,139.15024299436487
44377,2,Flex,>>,-742,-56.62,1329.0,125.31175318315415,139.68568682424288
44480,2,Flex,>>,-802,-61.8,1332.0,125.2797550679364,139.7170174868351
44582,2,Flex,>>,-862,-66.99,1335.0,125.35764818123943,139.57830602912114
44684,2,Flex,>>,-922,-72.26,1338.0,126.3417544202259,139.59272693967682
44787,2,Flex,>>,-982,-77.45,1342.0,126.89658408057615,139.8021900900543
44889,2,Flex,>>,-1042,-82.73,1345.0,127.60551116950694,140.40153105282462
44991,2,Flex,>>,-1102,-87.91,1348.0,127.445715239089,140.87664529475754
45094,2,Flex,>>,-1162,-93.19,1351.0,127.91357663717052,141.3855925125671
45196,2,Flex,>>,-1222,-98.37,1354.0,128.66774629988444,140.9359327074946
45298,2,Flex,>>,-1282,-103.56,1357.0,128.84985810163533,141.29565467634026
45401,2,Flex,>>,-1342,-108.92,1360.0,129.2727641935887,141.59639373036725
45504,2,Flex,>>,-1402,-114.11,1363.0,129.84716319215892,141.4871901059871
45607,2,Flex,>>,-1462,-119.56,1366.0,130.35972125753878,141.7264516831709
45710,2,Flex,>>,-1522,-124.92,1369.0,130.1011676497446,142.17534119966678
45813,2,Flex,>>,-1582,-130.2,1372.0,129.76021867710375,142.63976793660032
45915,2,Flex,>>,-1642,-135.12,1375.0,130.7662988743137,142.0936729277871
46018,2,Flex,>>,-1702,-140.4,1378.0,130.05836589394477,143.01443135481685
46120,2,Flex,>>,-1762,-145.41,1382.0,130.24447500839975,143.4677192177431
46223,2,Flex,>>,-1822,-150.51,1385.0,130.79543287090314,142.73677366221958
46325,2,Flex,>>,-1882,-155.6,1388.0,130.98308213287825,143.28427791852883
46428,2,Flex,>>,-1942,-160.79,1391.0,131.3876967645408,143.3226630635102
46531,2,Flex,>>,-2002,-165.8,1394.0,131.26140480447896,143.4088763322104
46633,2,Flex,>>,-2062,-170.99,1397.0,131.85266094898566,142.88926766904578
46736,2,Flex,>>,-2122,-175.82,1400.0,131.7323043430212,143.45208261900777
46838,2,Flex,>>,-2182,-180.84,1403.0,131.45344165137948,144.0266986539296
46941,2,Flex,>>,-2242,-185.85,1406.0,132.24916520411875,143.23097510119032
47044,2,Flex,>>,-2302,-190.86,1409.0,131.98721249581666,143.6013848587149
47147,2,Flex,>>,-2362,-195.78,1412.0,131.98721249581666,143.9726266148964
47250,2,Flex,<<,-2362,-200.7,1415.0,132.31934187429837,143.43942426667968
47353,2,Flex,<<,-2302,-202.11,1419.0,132.2484265050327,143.80913251126287
47455,2,Flex,<<,-2242,-202.11,1422.0,132.57117220786847,144.15778403425654
47557,2,Flex,<<,-2182,-197.98,1425.0,133.84099923995058,144.49405753725466
47660,2,Flex,<<,-2122,-193.14,1428.0,134.15899436454498,144.81085960560506
47763,2,Flex,<<,-2062,-188.13,1431.0,134.08936081418136,144.81085960560506
47865,2,Flex,<<,-2002,-182.77,1434.0,134.02163726428273,144.80099054883294
47968,2,Flex,<<,-1942,-177.67,1437.0,134.6555286439301,145.14485718126352
48071,2,Flex,<<,-1882,-172.48,1440.0,134.9025432245513,145.1253230423537
48173,2,Flex,<<,-1822,-167.12,1443.0,134.5121824151665,145.50047743317418
48275,2,Flex,<<,-1762,-161.85,1446.0,135.56429844933965,145.26360953813264
48378,2,Flex,<<,-1702,-156.66,1449.0,136.4219230440859,146.16065781162865
48482,2,Flex,<<,-1642,-151.3,1452.0,136.79253326703022,146.16689020685155
48584,2,Flex,<<,-1582,-146.29,1455.0,136.53351364078117,146.5437980603252
48687,2,Flex,<<,-1522,-140.75,1459.0,136.88473860098284,146.68687295361735
48789,2,Flex,<<,-1462,-135.56,1462.0,137.43751157061823,146.81981344985357
48891,2,Flex,<<,-1402,-130.37,1465.0,138.31189976620877,146.57818572655984
48994,2,Flex,<<,-1342,-125.1,1468.0,138.222613387672,146.84380265261981
49096,2,Flex,<<,-1282,-119.82,1471.0,138.4152301035707,146.59053716811437
49199,2,Flex,<<,-1222,-114.46,1474.0,138.773831504483,146.6206927130546
49301,2,Flex,<<,-1162,-109.27,1477.0,138.45581139174536,146.6059333678084
49404,2,Flex,<<,-1102,-103.91,1480.0,138.51481075769914,146.9969492280538
49507,2,Flex,<<,-1042,-98.64,1483.0,138.19736541436555,146.97973959730803
49610,2,Flex,<<,-982,-93.45,1486.0,138.19736541436555,146.9969492280538
49712,2,Flex,<<,-922,-88.26,1489.0,138.19736541436555,146.9969492280538
49815,2,Flex,<<,-862,-82.9,1492.0,138.35058073980622,147.01756662946065
49917,2,Flex,<<,-802,-77.63,1495.0,138.25273737679163,147.49117947901541
50020,2,Flex,<<,-742,-72.44,1499.0,138.55242758152465,147.13471925327872
50122,2,Flex,<<,-682,-67.08,1502.0,138.55242758152465,147.13471925327872
50224,2,Flex,<<,-622,-61.8,1505.0,138.19596735578796,147.49117947901541
50327,2,Flex,<<,-562,-56.44,1508.0,138.29294985346706,146.75894976673857
50430,2,Flex,<<,-502,-51.25,1511.0,138.29294985346706,147.13471925327872
50532,2,Flex,<<,-442,-46.07,1514.0,138.29294985346706,147.11262292598502
50634,2,Flex,<<,-382,-40.79,1517.0,137.77435306541653,147.01756662946065
50737,2,Flex,<<,-322,-35.6,1520.0,138.29294985346706,147.11262292598502
50839,2,Flex,<<,-262,-30.15,1523.0,137.77435306541653,147.39333611600082
50941,2,Flex,<<,-202,-24.97,1526.0,138.29294985346706,147.13471925327872
51044,2,Flex,<<,-142,-19.6,1529.0,138.1972975558306,147.58131792312275
51147,2,Flex,<<,-82,-14.42,1532.0,137.8813468837128,148.2418117440181
