Time(ms),MotorID,Phase,Direction,Position,Angle(deg),SensorA0,SensorA1,SensorA2,∠ABC_smooth,∠BCD_smooth,θ_total,L_est_cm,theta_from_R(compose),phase_used
13267,3,Flex,>>,-338,-21.27,384,298,425,12.9520458253117,3.045919534175274,15.997965359486974,-0.5576049671800267,25.744202615371883,Flex
13348,1,Flex,>>,2604,233.76,387,301,429,13.065134926923593,2.9211107513133747,15.986245678236967,-0.640175063666649,25.563545967501362,Flex
13363,2,Flex,>>,628,62.86,384,299,427,13.065134926923593,2.9211107513133747,15.986245678236967,-0.5989662860354183,25.652350472533442,Flex
13377,3,Flex,>>,-404,-26.99,383,298,426,13.0081819664274,2.8540408615041373,15.862222827931538,-0.5783046942607426,25.6978937082218,Flex
13458,1,Flex,>>,2565,230.33,386,300,428,12.934227985448596,2.880555210903684,15.81478319635228,-0.6195897425040539,25.607569144559974,Flex
13472,2,Flex,>>,564,57.32,385,299,429,12.934227985448596,2.880555210903684,15.81478319635228,-0.640175063666649,25.563545967501362,Flex
13487,3,Flex,>>,-470,-32.7,382,299,427,12.887597375589287,2.9306424403608795,15.818239815950166,-0.5989662860354183,25.652350472533442,Flex
13567,1,Flex,>>,2526,226.99,385,300,433,12.881520552758692,2.938592108466973,15.820112661225664,-0.7221349952566272,25.394959875552175,Flex
13582,2,Flex,>>,500,51.69,384,299,430,12.96116058785482,2.8883382420036425,15.849498829858463,-0.6607222495232039,25.520277191504356,Flex
13596,3,Flex,>>,-536,-38.42,383,298,427,12.96116058785482,2.8883382420036425,15.849498829858463,-0.5989662860354183,25.652350472533442,Flex
13677,1,Flex,>>,2487,223.56,386,302,435,12.844468637699,3.137084049767927,15.981552687466927,-0.7628861492153747,25.315118568854402,Flex
13691,2,Flex,>>,436,45.98,383,299,434,12.844468637699,3.137084049767927,15.981552687466927,-0.742529639889021,25.354671344204736,Flex
13705,3,Flex,>>,-602,-44.22,382,299,438,12.844468637699,3.137084049767927,15.981552687466927,-0.823726865358194,25.20083773179454,Flex
13786,1,Flex,>>,2448,220.13,384,300,460,12.648323047525174,3.1715016355841112,15.819824683109285,-1.2594049079111302,24.554695395543625,Flex
13801,2,Flex,>>,372,40.53,383,301,464,12.648323047525174,3.1715016355841112,15.819824683109285,-1.336636061552116,24.47169228744466,Flex
13816,3,Flex,>>,-668,-49.93,383,299,467,12.62902567975432,3.080454977188682,15.709480656943002,-1.3941590060694327,24.41604138371915,Flex
13896,1,Flex,>>,2409,216.7,385,300,487,12.755370179412086,2.9132623417352184,15.668632521147305,-1.768874182462283,24.182465430599578,Flex
13911,2,Flex,>>,308,34.9,382,298,486,12.801737038540931,2.964929677342236,15.766666715883167,-1.7505007090500229,24.188706020478733,Flex
13925,3,Flex,>>,-734,-55.82,381,298,486,12.801737038540931,2.964929677342236,15.766666715883167,-1.7505007090500229,24.188706020478733,Flex
14006,1,Flex,>>,2370,213.27,384,300,493,12.763066085441553,3.211992871584082,15.975058957025634,-1.8783141815089976,24.15642994067354,Flex
14020,2,Flex,>>,244,29.19,384,300,492,12.706703809069497,3.366751767617989,16.073455576687486,-1.8601695199329793,24.15942771837841,Flex
14035,3,Flex,>>,-800,-61.63,380,298,490,12.706703809069497,3.366751767617989,16.073455576687486,-1.8237657908628215,24.16702308106978,Flex
14115,1,Flex,>>,2331,209.93,384,300,497,12.731906678272832,3.512088373961626,16.243995052234457,-1.9505114747526688,24.14969447912836,Flex
14130,2,Flex,>>,180,23.65,383,299,494,12.731906678272832,3.512088373961626,16.243995052234457,-1.8964207077789759,24.15396102273493,Flex
14144,3,Flex,>>,-866,-67.25,381,297,490,12.86546410942842,3.406028812436253,16.271492921864674,-1.8237657908628215,24.16702308106978,Flex
14225,1,Flex,>>,2292,206.51,384,300,497,12.895753736382543,3.3426540824122584,16.2384078187948,-1.9505114747526688,24.14969447912836,Flex
14239,2,Flex,>>,116,17.93,385,300,499,12.895753736382543,3.3426540824122584,16.2384078187948,-1.9863813095382628,24.14943413174544,Flex
14254,3,Flex,>>,-932,-73.05,379,297,496,12.872421408780076,3.3318459940573204,16.204267402837395,-1.9325193544008115,24.15059657985439,Flex
14334,1,Flex,>>,2253,203.08,384,300,502,12.855392323195003,3.202824474468443,16.058216797663448,-2.0399000469213524,24.1528542921694,Flex
14349,2,Flex,>>,52,12.4,383,300,501,12.778547954791163,3.233237129431483,16.011785084222645,-2.022098603099696,24.15121048768806,Flex
14364,3,Flex,>>,-998,-78.77,381,298,500,12.778547954791163,3.233237129431483,16.011785084222645,-2.0042590239719997,24.150069350985163,Flex
14445,1,Flex,>>,2214,199.74,386,299,504,12.647752352770134,3.1723600174780584,15.820112370248193,-2.0753885286465437,24.157636940462414,Flex
14460,2,Flex,>>,-12,6.77,384,299,505,12.647752352770134,3.1723600174780584,15.820112370248193,-2.0930755665500786,24.160769319638554,Flex
14474,3,Flex,>>,-1064,-84.57,381,299,504,12.647752352770134,3.1723600174780584,15.820112370248193,-2.0753885286465437,24.157636940462414,Flex
14555,1,Flex,>>,2175,196.31,384,300,511,12.834726784559436,3.2237483705997576,16.058475155159194,-2.1983969525444453,24.18973582320958,Flex
14570,2,Flex,>>,-76,1.05,382,299,510,12.834726784559436,3.2237483705997576,16.058475155159194,-2.1809387264771516,24.183713098315565,Flex
14584,3,Flex,>>,-1130,-90.2,381,297,508,12.968882313191662,3.2304907308161264,16.19937304400779,-2.1459078684244437,24.17309203535479,Flex
14665,1,Flex,>>,2136,192.88,383,300,517,13.014325070547816,3.3118416478201658,16.326166718367983,-2.3023454675213624,24.235642964348656,Flex
14679,2,Flex,>>,-140,-4.48,381,300,517,12.904190402325892,3.4215750629746164,16.325765465300506,-2.3023454675213624,24.235642964348656,Flex
14694,3,Flex,>>,-1196,-96.09,381,297,512,12.904190402325892,3.4215750629746164,16.325765465300506,-2.215817043305699,24.196229101107924,Flex
14775,1,Flex,>>,2097,189.45,384,300,523,12.887273862330174,3.4045482594711456,16.29182212180132,-2.40492111148083,24.297809067979347,Flex
14789,2,Flex,>>,-204,-10.11,381,299,519,12.868026308095544,3.3567452271162592,16.224771535211804,-2.336689890065346,24.25459185112436,Flex
14804,3,Flex,>>,-1262,-101.89,380,297,521,12.868026308095544,3.3567452271162592,16.224771535211804,-2.370881771385169,24.275322190261043,Flex
14884,1,Flex,>>,2058,186.02,383,302,526,12.811251002552028,3.317489025270701,16.12874002782273,-2.4556941068290206,24.33477866903462,Flex
14899,2,Flex,>>,-268,-15.74,382,299,523,12.811251002552028,3.317489025270701,16.12874002782273,-2.40492111148083,24.297809067979347,Flex
14914,3,Flex,>>,-1328,-107.6,380,297,522,12.887037619679845,3.262053409356091,16.149091029035937,-2.3879205090860194,24.286347614566964,Flex
14995,1,Flex,>>,2019,182.68,382,300,529,12.751864232918363,3.407309537145836,16.1591737700642,-2.5061238844228484,24.375561462058656,Flex
15009,2,Flex,>>,-332,-21.27,382,299,528,12.751864232918363,3.407309537145836,16.1591737700642,-2.4893520938642792,24.361548624834647,Flex
15024,3,Flex,>>,-1394,-113.23,379,298,525,12.72591375369387,3.43776896436339,16.16368271805726,-2.438807910352331,24.322027681648457,Flex
15104,1,Flex,>>,1980,179.34,384,300,532,12.983799263863997,3.308045594711026,16.291844858575022,-2.556210444262314,24.42007476977006,Flex
15119,2,Flex,>>,-396,-27.08,383,300,533,12.898537543350232,3.459934121488057,16.358471664838287,-2.5728296935967223,24.435727333416395,Flex
15133,3,Flex,>>,-1460,-119.03,379,297,532,12.898537543350232,3.459934121488057,16.358471664838287,-2.556210444262314,24.42007476977006,Flex
15214,1,Flex,>>,1941,175.91,382,299,541,13.041861607401248,3.276808958763416,16.318670566164663,-2.704410817254537,24.57517944855832,Flex
15229,2,Flex,>>,-460,-32.7,379,299,539,13.041861607401248,3.276808958763416,16.318670566164663,-2.6717443481763246,24.53798650416459,Flex
15243,3,Flex,>>,-1526,-124.75,377,296,538,13.040478316363808,3.2418805012827936,16.282358817646603,-2.6553539106781585,24.51996503357732,Flex
15324,1,Flex,>>,1902,172.48,381,300,551,12.706778469304496,3.324375293456219,16.031153762760717,-2.865455044283182,24.78337472423282,Flex
15338,2,Flex,>>,-524,-38.33,379,299,549,12.706778469304496,3.324375293456219,16.031153762760717,-2.833551281325775,24.738850010011667,Flex
15353,3,Flex,>>,-1592,-130.55,378,297,548,12.617593462681596,3.3599848010289057,15.977578263710502,-2.817542196888011,24.717118476750915,Flex
15433,1,Flex,>>,1863,169.05,381,300,573,12.648429975582928,3.421179600897779,16.06960957648071,-3.2063287160200287,25.360259012088587,Flex
15448,2,Flex,>>,-588,-43.87,379,298,572,12.572113077485744,3.5698018511231857,16.14191492860893,-3.1912348789272316,25.330799927263964,Flex
15463,3,Flex,>>,-1658,-136.35,377,297,567,12.572113077485744,3.5698018511231857,16.14191492860893,-3.1151936638726396,25.18790517878083,Flex
15543,1,Flex,>>,1824,165.63,382,299,576,12.89225464616163,3.3830603189876234,16.275314965149253,-3.25138141546218,25.45034698300569,Flex
15558,2,Flex,>>,-652,-49.49,380,298,575,12.89225464616163,3.3830603189876234,16.275314965149253,-3.2364019842875034,25.42003527905548,Flex
15572,3,Flex,>>,-1724,-142.15,378,296,570,12.89225464616163,3.3830603189876234,16.275314965149253,-3.160932798823515,25.272753602513383,Flex
15653,1,Flex,>>,1785,162.2,380,300,585,12.782807856774454,3.386796185385826,16.16960404216028,-3.3844802072624596,25.73537045914472,Flex
15667,2,Flex,>>,-716,-55.21,378,299,583,12.782807856774454,3.386796185385826,16.16960404216028,-3.35516964511579,25.670181693415646,Flex
15682,3,Flex,>>,-1790,-147.87,377,299,584,12.751454651221025,3.4336440221488376,16.18509867336986,-3.369843993842145,25.702647496060898,Flex
15762,1,Flex,>>,1746,158.77,380,299,593,12.673457990935637,3.6029879974471584,16.276445988382797,-3.5001970436075256,26.00609345985451,Flex
15777,2,Flex,>>,-780,-60.84,378,297,593,12.588420308574314,3.651117827336347,16.23953813591066,-3.5001970436075256,26.00609345985451,Flex
15791,3,Flex,>>,-1856,-153.67,376,298,590,12.588420308574314,3.651117827336347,16.23953813591066,-3.4570892447734276,25.902749608862397,Flex
15872,1,Flex,>>,1707,155.34,380,300,604,12.549308646094298,3.705298467504047,16.254607113598347,-3.655322554100784,26.402462831710245,Flex
15887,2,Flex,>>,-844,-66.37,378,299,603,12.627742870997771,3.5795807541875933,16.207323625185364,-3.6414109114952344,26.365352470367775,Flex
15901,3,Flex,>>,-1922,-159.38,375,296,598,12.627742870997771,3.5795807541875933,16.207323625185364,-3.571280668876883,26.182966961078765,Flex
15982,1,Flex,>>,1668,152.0,379,301,608,12.724173867934766,3.467830314146159,16.192004182080925,-3.7105877714625795,26.552930611943513,Flex
15996,2,Flex,>>,-908,-72.0,377,298,608,12.724173867934766,3.467830314146159,16.192004182080925,-3.7105877714625795,26.552930611943513,Flex
16011,3,Flex,>>,-1988,-165.1,375,296,601,12.755829755829124,3.4806651195572345,16.23649487538636,-3.6134732203660147,26.291757362989184,Flex
16091,1,Flex,>>,1629,148.48,379,301,618,12.794291919116056,3.5381687911233564,16.332460710239413,-3.84608134344425,26.942408997546387,Flex
16106,2,Flex,>>,-972,-77.63,377,299,614,12.794291919116056,3.5381687911233564,16.332460710239413,-3.7923415383240644,26.784435394186815,Flex
16120,3,Flex,>>,-2054,-170.81,373,296,610,12.801242211125215,3.474888112026688,16.276130323151904,-3.7379915683072356,26.62934509210724,Flex
16201,1,Flex,>>,1590,145.14,378,299,625,12.827799277273517,3.392374424078474,16.22017370135199,-3.938657793122023,27.225330638844454,Flex
16216,2,Flex,>>,-1036,-83.25,376,299,628,12.825647317585574,3.3054026416591364,16.13104995924471,-3.977761384821893,27.348933946476407,Flex
16230,3,Flex,>>,-2120,-176.44,375,297,623,12.825647317585574,3.3054026416591364,16.13104995924471,-3.912398055458574,27.143692198720775,Flex
16311,1,Flex,>>,1551,141.71,377,299,639,12.780554741635653,3.217170315289875,15.997725056925528,-4.118204802489651,27.81293939098994,Flex
16325,2,Flex,>>,-1100,-88.79,376,299,640,12.780554741635653,3.217170315289875,15.997725056925528,-4.130743574077751,27.855892864707904,Flex
16340,3,Flex,>>,-2186,-182.24,373,298,638,12.780554741635653,3.217170315289875,15.997725056925528,-4.105627895595511,27.770106755173174,Flex
16420,1,Flex,>>,1512,138.29,379,299,638,12.780295536580194,3.3129466963950343,16.09324223297523,-4.105627895595511,27.770106755173174,Flex
16435,2,Flex,>>,-1164,-94.42,375,297,642,12.780295536580194,3.3129466963950343,16.09324223297523,-4.155706711335831,27.94215319646779,Flex
16449,3,Flex,>>,-2252,-187.78,374,297,638,12.765776105033783,3.297091627136407,16.06286773217019,-4.105627895595511,27.770106755173174,Flex
16530,1,Flex,>>,1473,134.95,377,300,643,12.699987472429392,3.4925818246249194,16.192569297054312,-4.16813107700581,27.985455507186852,Flex
16545,2,Flex,>>,-1228,-100.04,375,299,642,12.658888338273382,3.552334208742648,16.21122254701603,-4.155706711335831,27.94215319646779,Flex
16559,3,Flex,>>,-2318,-193.41,371,293,636,12.658888338273382,3.552334208742648,16.21122254701603,-4.08035967588911,27.684813168303602,Flex
16640,1,Flex,>>,1434,131.52,375,299,650,12.593295993452006,3.587080014028985,16.18037600748099,-4.254033848126538,28.29157462715864,Flex
16655,2,Flex,>>,-1292,-105.67,375,298,650,12.563451018319432,3.591256914780736,16.15470793310017,-4.254033848126538,28.29157462715864,Flex
16669,3,Flex,>>,-2384,-198.95,372,295,651,12.563451018319432,3.591256914780736,16.15470793310017,-4.266153131348195,28.33570809669646,Flex
16750,1,Flex,>>,1395,128.09,375,298,659,12.788398295550197,3.3186255643679035,16.1070238599181,-4.361734526104003,28.691971814548612,Flex
16764,2,Flex,>>,-1356,-111.38,375,298,650,12.788398295550197,3.3186255643679035,16.1070238599181,-4.254033848126538,28.29157462715864,Flex
16779,3,Flex,>>,-2450,-204.66,372,297,654,12.767090135566372,3.2254056712064423,15.992495806772814,-4.302282169176925,28.46866303383435,Flex
16859,1,Flex,>>,1356,124.66,376,300,665,12.945663970628765,3.1385899984997683,16.084253969128532,-4.431818889317169,28.962443002924537,Flex
16874,2,Flex,>>,-1420,-117.01,374,297,662,12.945663970628765,3.1385899984997683,16.084253969128532,-4.396948316587767,28.826892110872347,Flex
16888,3,Flex,>>,-2516,-210.46,373,297,659,12.871943216695712,3.1952344348868364,16.067177651582547,-4.361734526104003,28.691971814548612,Flex
16969,1,Flex,>>,1317,121.32,375,299,667,12.690612413639052,3.2595053994123058,15.950117813051357,-4.4548752612732345,29.053132340646748,Flex
16984,2,Flex,>>,-1484,-122.55,375,298,662,12.63309197644163,3.370032482620797,16.003124459062427,-4.396948316587767,28.826892110872347,Flex
16999,3,Flex,>>,-2582,-216.35,373,295,660,12.63309197644163,3.370032482620797,16.003124459062427,-4.373510591571297,28.736871628377244,Flex
17079,1,Flex,>>,1278,117.89,374,297,666,12.835359457303204,3.107616706887068,15.942976164190272,-4.443366142948221,29.007756868775957,Flex
17094,2,Flex,>>,-1548,-128.18,374,297,667,12.835359457303204,3.107616706887068,15.942976164190272,-4.4548752612732345,29.053132340646748,Flex
17109,3,Flex,>>,-2648,-221.98,372,295,659,12.835359457303204,3.107616706887068,15.942976164190272,-4.361734526104003,28.691971814548612,Flex
17189,1,Flex,>>,1239,114.55,373,299,669,12.852421184216295,3.1297350249880345,15.98215620920433,-4.4777790920051395,29.144059723319575,Flex
17205,2,Flex,>>,-1612,-133.71,374,297,666,12.852421184216295,3.1297350249880345,15.98215620920433,-4.443366142948221,29.007756868775957,Flex
17219,3,Flex,>>,-2714,-227.52,371,296,660,12.73605978068679,3.331011839950825,16.067071620637616,-4.373510591571297,28.736871628377244,Flex
17300,1,Flex,>>,1200,111.21,374,298,677,12.67871349082889,3.5280056679804384,16.206719158809328,-4.56786900269115,29.509817595028185,Flex
17314,2,Flex,>>,-1676,-139.34,375,297,668,12.734835186670807,3.63675295368036,16.371588140351168,-4.466346244292207,29.098567322018496,Flex
17329,3,Flex,>>,-2780,-233.05,371,295,665,12.734835186670807,3.63675295368036,16.371588140351168,-4.431818889317169,28.962443002924537,Flex
17409,1,Flex,>>,1161,107.69,375,298,679,12.812932780675151,3.5932262266808226,16.406159007355974,-4.59001012730225,29.601687093637356,Flex
17424,2,Flex,>>,-1740,-144.88,373,297,679,12.844193692358674,3.4834360997451856,16.32762979210386,-4.59001012730225,29.601687093637356,Flex
17438,3,Flex,>>,-2846,-238.68,370,297,677,12.844193692358674,3.4834360997451856,16.32762979210386,-4.56786900269115,29.509817595028185,Flex
17519,1,Flex,>>,1122,104.26,373,298,699,12.732673531969166,3.720843561633892,16.453517093603057,-4.803031606084392,30.525452016673963,Flex
17534,2,Flex,>>,-1804,-150.42,373,298,701,12.732673531969166,3.720843561633892,16.453517093603057,-4.823494777229722,30.617994024700707,Flex
17549,3,Flex,>>,-2912,-244.57,372,294,697,12.666529657214792,3.9389681302093456,16.605497787424138,-4.782415893714904,30.43289437085135,Flex
17630,1,Flex,>>,1083,100.92,375,298,713,12.912070497769284,4.263142228440728,17.175212726210013,-4.943070438394312,31.172090476649213,Flex
17644,2,Flex,>>,-1868,-156.04,371,298,709,13.196939058742885,4.541127500707065,17.738066559449948,-4.903822049569425,30.98770913789952,Flex
17659,3,Flex,>>,-2978,-250.37,371,295,707,13.196939058742885,4.541127500707065,17.738066559449948,-4.88396904332074,30.89537767365957,Flex
17739,1,Flex,>>,1044,97.67,375,299,716,14.064728454221768,5.377681516940672,19.44240997116244,-4.972106309299552,31.31007384172949,Flex
17754,2,Flex,>>,-1932,-161.49,373,298,711,14.694446847876211,5.763833594894997,20.45828044277121,-4.923522514593949,31.079951523784764,Flex
17768,3,Flex,>>,-3044,-256.09,369,293,708,14.694446847876211,5.763833594894997,20.45828044277121,-4.893914614098103,30.941553639065514,Flex
17849,1,Flex,>>,1005,94.51,375,298,719,16.4030002264522,6.913234130195258,23.316234356647456,-5.000798962450432,31.447744857685358,Flex
17863,2,Flex,>>,-1996,-167.03,371,297,716,16.4030002264522,6.913234130195258,23.316234356647456,-4.972106309299552,31.31007384172949,Flex
17878,3,Flex,>>,-3110,-261.71,368,294,711,16.765641731942022,7.173231998873072,23.938873730815093,-4.923522514593949,31.079951523784764,Flex
17959,1,Flex,>>,966,91.16,375,299,718,17.301178885489133,7.362075440985864,24.663254326475,-4.991272880039512,31.401892139790263,Flex
17974,2,Flex,>>,-2060,-172.57,372,297,719,17.301178885489133,7.362075440985864,24.663254326475,-5.000798962450432,31.447744857685358,Flex
17988,3,Flex,>>,-3176,-267.16,370,293,713,17.38315488987322,7.522258733666529,24.90541362353975,-4.943070438394312,31.172090476649213,Flex
18069,1,Flex,>>,927,87.56,374,297,734,17.476887083888176,7.721819240507534,25.198706324395708,-5.139113961889392,32.12978798514205,Flex
18083,2,Flex,>>,-2124,-178.02,373,296,729,17.58275559886875,7.759475091337917,25.34223069020667,-5.093962344727412,31.903792629911255,Flex
18098,3,Flex,>>,-3242,-272.97,373,296,724,17.58275559886875,7.759475091337917,25.34223069020667,-5.047857344914425,31.676374932787894,Flex
18179,1,Flex,>>,888,84.31,374,297,745,18.003543852659153,7.9857843507278226,25.989328203386975,-5.235091612714205,32.62096423595026,Flex
18193,2,Flex,>>,-2188,-183.56,373,296,744,18.003543852659153,7.9857843507278226,25.989328203386975,-5.226557048260333,32.57669352297578,Flex
18208,3,Flex,>>,-3308,-278.68,373,294,736,18.003543852659153,7.9857843507278226,25.989328203386975,-5.1569076616119025,32.21974166625528,Flex
18288,1,Flex,>>,849,81.05,374,297,751,18.556954353092365,8.383591580922474,26.94054593401484,-5.285498158010595,32.884799652954754,Flex
18303,2,Flex,>>,-2252,-189.1,373,295,744,18.556954353092365,8.383591580922474,26.94054593401484,-5.226557048260333,32.57669352297578,Flex
18318,3,Flex,>>,-3374,-284.13,370,293,742,18.72702808525468,8.523147781409081,27.25017586666376,-5.209373513434467,32.487910474979415,Flex
18398,1,Flex,>>,810,77.71,376,297,762,19.00841581204796,8.769597023740992,27.778012835788953,-5.374344506605881,33.35968444099266,Flex
18413,2,Flex,>>,-2316,-194.37,373,296,757,19.245885179225574,8.945059132288762,28.190944311514336,-5.334531832289536,33.14533107054858,Flex
18428,3,Flex,>>,-3440,-289.85,369,293,754,19.245885179225574,8.945059132288762,28.190944311514336,-5.310186604027248,33.01549866979529,Flex
18508,1,Flex,>>,771,74.46,378,296,769,19.50003290773318,9.548198091263997,29.048230998997177,-5.428480567795071,33.6552046955813,Flex
18522,2,Flex,>>,-2380,-199.91,375,295,766,19.701315233078503,9.86966973730165,29.570984970380152,-5.40550821055023,33.529232261006996,Flex
18537,3,Flex,>>,-3506,-295.56,373,292,760,19.701315233078503,9.86966973730165,29.570984970380152,-5.358533842797463,33.27425694234202,Flex
18618,1,Flex,>>,732,71.38,378,297,775,19.991183856672897,10.445233546781669,30.436417403454566,-5.473395629021663,33.90393080464236,Flex
18632,2,Flex,>>,-2444,-205.36,375,295,773,19.991183856672897,10.445233546781669,30.436417403454566,-5.458576483170293,33.82151176325161,Flex
18647,3,Flex,>>,-3572,-301.36,374,293,767,20.18025745484324,10.493922663632798,30.674180118476038,-5.413203798271218,33.57133859857169,Flex
18728,1,Flex,>>,693,68.13,380,296,774,20.54108027709337,10.58071127877478,31.12179155586815,-5.466005123748999,33.86278362366943,Flex
18743,2,Flex,>>,-2508,-210.64,380,295,769,20.76676028601312,10.740132841352942,31.506893127366062,-5.428480567795071,33.6552046955813,Flex
18758,3,Flex,>>,-3638,-306.81,376,293,760,20.76676028601312,10.740132841352942,31.506893127366062,-5.358533842797463,33.27425694234202,Flex
18839,1,Flex,>>,654,64.88,379,294,774,20.911106647867744,11.28512754449698,32.19623419236473,-5.466005123748999,33.86278362366943,Flex
18854,2,Flex,>>,-2572,-215.82,381,293,766,21.136582247338787,11.41040180897394,32.54698405631272,-5.40550821055023,33.529232261006996,Flex
18869,3,Flex,>>,-3704,-312.18,376,290,757,21.136582247338787,11.41040180897394,32.54698405631272,-5.334531832289536,33.14533107054858,Flex
18950,1,Flex,>>,615,61.89,380,293,775,21.323465039750204,11.848943066944967,33.17240810669517,-5.473395629021663,33.90393080464236,Flex
18965,2,Flex,>>,-2636,-220.92,378,292,773,21.323465039750204,11.848943066944967,33.17240810669517,-5.458576483170293,33.82151176325161,Flex
18979,3,Flex,>>,-3770,-317.89,375,292,768,21.461851299586847,11.941798730595613,33.40365003018246,-5.420861250686164,33.61332987506082,Flex
19060,1,Flex,>>,576,59.08,378,293,777,21.831927851695845,12.20081760236555,34.0327454540614,-5.488062233648872,33.985845750137806,Flex
19074,2,Flex,>>,-2700,-225.93,379,291,769,21.831927851695845,12.20081760236555,34.0327454540614,-5.428480567795071,33.6552046955813,Flex
19089,3,Flex,>>,-3836,-323.34,372,287,763,22.14935202385037,12.295627526724695,34.44497955057506,-5.382192635551029,33.40223693499264,Flex
19170,1,Flex,<<,576,56.35,384,294,777,22.61450843755215,12.559798397184084,35.174306834736235,-5.488062233648872,33.985845750137806,Flex
19185,2,Flex,<<,-2700,-230.59,384,295,783,22.94934178909429,12.73581535509891,35.6851571441932,-5.531146800185533,34.22845969935939,Flex
19200,3,Flex,<<,-3836,-328.79,381,293,782,22.94934178909429,12.73581535509891,35.6851571441932,-5.52406137736119,34.188357835978174,Flex
19280,1,Flex,<<,615,55.91,382,296,787,24.13684550666448,13.841068052207714,37.97791355887219,-5.5591071384225,34.38748889266003,Flex
19295,2,Flex,<<,-2636,-231.56,386,296,788,24.13684550666448,13.841068052207714,37.97791355887219,-5.566001884716642,34.426895259307244,Flex
19309,3,Flex,<<,-3770,-330.46,390,300,795,24.13684550666448,13.841068052207714,37.97791355887219,-5.613197320206505,34.698669307343636,Flex
19390,1,Flex,<<,654,55.91,389,300,795,25.853657955160195,15.219089917982767,41.07274787314296,-5.613197320206505,34.698669307343636,Flex
19404,2,Flex,<<,-2572,-231.47,390,299,793,25.853657955160195,15.219089917982767,41.07274787314296,-5.599903586596745,34.62175879143941,Flex
19419,3,Flex,<<,-3704,-330.46,388,299,793,26.386321939873728,15.509172822323006,41.89549476219673,-5.599903586596745,34.62175879143941,Flex
19500,1,Flex,<<,693,57.32,390,300,793,27.180861146208432,15.865674229883568,43.046535376092,-5.599903586596745,34.62175879143941,Flex
19515,2,Flex,<<,-2508,-226.9,388,298,786,27.57434748876984,15.942146930989567,43.516494419759404,-5.55217425682232,34.347940886964054,Flex
19530,3,Flex,<<,-3638,-326.24,387,298,789,27.57434748876984,15.942146930989567,43.516494419759404,-5.572858495704743,34.46615873094825,Flex
19610,1,Flex,<<,732,60.22,388,301,786,28.594449453848423,16.280310635177802,44.874760089026225,-5.55217425682232,34.347940886964054,Flex
19625,2,Flex,<<,-2444,-221.63,389,299,783,28.594449453848423,16.280310635177802,44.874760089026225,-5.531146800185533,34.22845969935939,Flex
19639,3,Flex,<<,-3572,-321.05,387,300,782,28.594449453848423,16.280310635177802,44.874760089026225,-5.52406137736119,34.188357835978174,Flex
19720,1,Flex,<<,771,63.47,390,300,781,29.550008762175477,16.81319200535421,46.36320076752969,-5.516937819230806,34.14812071753705,Flex
19734,2,Flex,<<,-2380,-216.44,388,298,778,29.550008762175477,16.81319200535421,46.36320076752969,-5.495338333003416,34.02661084296943,Flex
19749,3,Flex,<<,-3506,-315.43,388,299,775,29.75709900929149,17.016188691277872,46.77328770056936,-5.473395629021663,33.90393080464236,Flex
19829,1,Flex,<<,810,66.81,391,301,776,30.352612145088,17.305177079939966,47.65778922502797,-5.480747998988288,33.944951959904756,Flex
19844,2,Flex,<<,-2316,-211.08,388,298,772,30.5802966757806,17.44580746045972,48.02610413624032,-5.451109707285547,33.78011657660129,Flex
19858,3,Flex,<<,-3440,-309.71,387,297,771,30.5802966757806,17.44580746045972,48.02610413624032,-5.443604796094763,33.73859942387769,Flex
19939,1,Flex,<<,849,70.07,392,300,771,31.14619362301181,17.74194514682759,48.8881387698394,-5.443604796094763,33.73859942387769,Flex
19953,2,Flex,<<,-2252,-205.54,389,299,767,31.36720877840081,17.887676794883284,49.25488557328409,-5.413203798271218,33.57133859857169,Flex
19968,3,Flex,<<,-3374,-303.91,387,298,764,31.36720877840081,17.887676794883284,49.25488557328409,-5.3900026291901355,33.444680016957385,Flex
20049,1,Flex,<<,888,73.41,390,301,761,32.386152299039146,18.377970182460963,50.76412248150011,-5.3664582423546925,33.317023964584514,Flex
20064,2,Flex,<<,-2188,-200.0,388,300,758,32.386152299039146,18.377970182460963,50.76412248150011,-5.342570637764886,33.18840904138326,Flex
20078,3,Flex,<<,-3308,-298.11,386,298,755,32.66894305043994,18.63713890423216,51.3060819546721,-5.3183398154207175,33.05887440997345,Flex
20159,1,Flex,<<,927,76.84,388,300,753,33.51388693243569,19.21508632639007,52.72897325882576,-5.301995257327737,32.97202663430959,Flex
20174,2,Flex,<<,-2124,-194.2,385,298,749,33.51388693243569,19.21508632639007,52.72897325882576,-5.268848517469293,32.797205486455255,Flex
20189,3,Flex,<<,-3242,-292.31,386,298,747,33.91152629058109,19.505623676875224,53.41714996745631,-5.25204633570383,32.709256266505946,Flex
20269,1,Flex,<<,966,80.35,389,298,749,34.93624247220352,20.105041814547523,55.041284286751036,-5.268848517469293,32.797205486455255,Flex
20284,2,Flex,<<,-2060,-188.75,386,299,748,35.324621768268166,20.340085590438616,55.66470735870678,-5.260466494239581,32.75327449558915,Flex
20298,3,Flex,<<,-3176,-286.59,385,299,744,35.324621768268166,20.340085590438616,55.66470735870678,-5.226557048260333,32.57669352297578,Flex
20379,1,Flex,<<,1005,83.69,387,301,744,36.24693327890242,20.880013240709165,57.12694651961158,-5.226557048260333,32.57669352297578,Flex
