Time(ms),MotorID,Phase,Direction,Position,Angle(deg),SensorA0,SensorA1,SensorA2,∠ABC_smooth,∠BCD_smooth,θ_total,angle_smooth,dmotor,L_cm,cycle,L_rel_cm
62896,6,Extend,>>,-1299,-101.89,363,273,357,35.3099466390844,23.595716611455053,58.905663250539455,-93.75,-4.061999999999998,-1.6362461737446838,1,-3.180408776154147
63007,6,Extend,>>,-1347,-106.11,362,273,357,35.10579367904623,23.240979798184277,58.346773477230506,-97.83,-4.079999999999998,-1.7074556072260525,1,-3.2516182096355157
63116,6,Extend,>>,-1395,-109.98,363,272,360,35.39047125132268,22.2010250131122,57.59149626443488,-101.89200000000001,-4.062000000000012,-1.7783508814420625,1,-3.322513483851526
63226,6,Extend,>>,-1443,-114.02,362,270,356,35.342027156919315,21.75099184528305,57.09301900220237,-105.97,-4.077999999999989,-1.849525408338391,1,-3.393688010747854
63337,6,Extend,>>,-1491,-117.98,363,272,359,34.82088487396191,21.579645827454783,56.40053070141669,-109.99600000000001,-4.0260000000000105,-1.919792364023683,1,-3.463954966433146
63447,6,Extend,>>,-1539,-121.85,363,272,359,34.41025075793069,20.636848775979985,55.047099533910675,-113.98800000000001,-3.9920000000000044,-1.9894659077632966,1,-3.5336285101727594
63556,6,Extend,>>,-1587,-125.8,359,268,356,34.10122347026778,19.644650989908936,53.74587446017672,-117.926,-3.937999999999988,-2.058196973706833,1,-3.602359576116296
63666,6,Extend,>>,-1635,-129.49,358,270,360,33.20207854303512,18.71969635158959,51.92177489462471,-121.828,-3.902000000000001,-2.126299721119652,1,-3.670462323529115
63777,6,Extend,>>,-1683,-133.71,357,269,358,31.25622771504413,17.343551434232555,48.599779149276685,-125.766,-3.9380000000000024,-2.1950307870631884,1,-3.7391933894726517
63888,6,Extend,>>,-1731,-137.41,355,267,357,29.14829230311198,15.721096962909344,44.86938926602132,-129.652,-3.8859999999999815,-2.262854281795688,1,-3.807016884205151
63997,6,Extend,>>,-1779,-141.45,355,269,361,26.73836610260477,13.76163344536146,40.499999547966226,-133.57200000000003,-3.9200000000000443,-2.3312711884738664,1,-3.8754337908833296
64107,6,Extend,>>,-1827,-145.23,352,266,359,24.6902427216182,12.032676737284229,36.72291945890243,-137.458,-3.8859999999999673,-2.3990946832063655,1,-3.9432572856158288
64217,6,Extend,<<,-1827,-148.92,358,271,364,23.05059578912059,9.898811604285838,32.949407393406425,-141.344,-3.8859999999999957,-2.466918177938865,1,-4.011080780348328
64327,6,Extend,<<,-1779,-150.15,365,274,367,21.98270311084409,8.40745618442716,30.390159295271246,-144.632,-3.288000000000011,-2.5243046037444388,1,-4.068467206153902
64437,6,Extend,<<,-1731,-150.15,365,275,370,20.730703392340757,7.427542446340194,28.15824583868095,-147.18,-2.548000000000002,-2.5687755930852543,1,-4.112938195494717
64547,6,Extend,<<,-1683,-150.15,368,277,370,18.38563436137581,5.52449188031822,23.91012624169403,-148.92000000000002,-1.740000000000009,-2.599144322069956,1,-4.143306924479419
64656,6,Extend,<<,-1635,-147.43,368,276,368,16.566284235810773,3.442659534893978,20.00894377070475,-149.36,-0.4399999999999977,-2.606823770778731,1,-4.150986373188194
88505,6,Extend,>>,861,81.49,372,298,549,33.72914406136694,25.20845177817519,58.937595839542126,88.42,-1.073999999999998,1.5432201246133863,2,0.0
88615,6,Extend,>>,813,77.27,374,298,549,33.70262873617635,24.69994209102412,58.40257082720047,85.35999999999999,-3.0600000000000165,1.4898130495023594,2,-0.053407075111026936
88726,6,Extend,>>,765,73.05,370,298,548,33.77404173029737,24.682618210221342,58.45665994051871,81.456,-3.903999999999982,1.4216753955045012,2,-0.12154472910888514
88837,6,Extend,>>,717,68.92,372,299,549,33.940411811711385,24.548762273188206,58.48917408489959,77.28799999999998,-4.168000000000021,1.348930072281377,2,-0.19429005233200924
88948,6,Extend,>>,669,64.88,370,299,550,33.805224719013445,24.395731777460337,58.20095649647378,73.122,-4.165999999999983,1.2762196556432936,2,-0.26700046897009266
89060,6,Extend,>>,621,60.66,370,298,547,34.05640977176802,24.38291453701771,58.43932430878573,68.95599999999999,-4.166000000000011,1.2035092390052098,2,-0.3397108856081765
89170,6,Extend,>>,573,56.62,370,299,547,34.00705742769658,24.29266478124782,58.2997222089444,64.826,-4.1299999999999955,1.131427140897844,2,-0.4117929837155423
89281,6,Extend,>>,525,52.57,369,298,548,33.566231110869026,24.27206722642176,57.83829833729079,60.73,-4.0959999999999965,1.0599384547361563,2,-0.48328166987723
89391,6,Extend,>>,477,48.53,370,297,545,33.67612270479161,24.253246672646448,57.92936937743806,56.652,-4.077999999999996,0.9887639278398276,2,-0.5544561967735587
89502,6,Extend,>>,429,44.48,370,298,543,34.05718038840894,24.060597598075663,58.1177779864846,52.572,-4.079999999999998,0.9175544943584589,2,-0.6256656302549274
89613,6,Extend,>>,381,40.62,370,297,542,33.933681296623625,24.1186302187142,58.05231151533782,48.564,-4.008000000000003,0.8476016979385262,2,-0.6956184266748601
89724,6,Extend,>>,333,36.57,370,298,541,33.90261530376072,24.30492396142048,58.2075392651812,44.553999999999995,-4.010000000000005,0.7776139949335535,2,-0.7656061296798328
89835,6,Extend,>>,285,32.62,369,297,533,33.98249494583477,24.17746678217148,58.15996172800625,40.564,-3.989999999999995,0.7079753577789798,2,-0.8352447668344065
89946,6,Extend,>>,237,28.66,368,296,528,34.20778322815122,23.870100811181484,58.0778840393327,36.589999999999996,-3.9740000000000038,0.6386159733047251,2,-0.9046041513086612
90058,6,Extend,>>,189,24.53,368,297,525,34.14486657389182,24.19766594763967,58.34253252153149,32.6,-3.989999999999995,0.5689773361501514,2,-0.9742427884632349
90169,6,Extend,>>,141,20.66,368,295,519,33.89505086350528,24.48411824655491,58.37916911006019,28.607999999999997,-3.9920000000000044,0.49930379241053774,2,-1.0439163322028486
90280,6,Extend,>>,93,16.35,369,296,507,34.200688885804006,24.002885178312603,58.20357406411661,24.564,-4.043999999999997,0.4287226774598871,2,-1.1144974471534992
90391,6,Extend,>>,45,12.31,369,297,491,34.20597016241149,23.93479967336434,58.14076983577583,20.502000000000002,-4.061999999999998,0.35782740324387746,2,-1.1853927213695088
90502,6,Extend,>>,-3,8.18,368,294,482,33.98085957100864,24.03321171730092,58.01407128830955,16.406,-4.096000000000004,0.28633871708218966,2,-1.2568814075311967
90614,6,Extend,>>,-51,3.96,367,296,469,34.160893916606966,24.03921308890953,58.2001070055165,12.292000000000002,-4.113999999999997,0.214535871655143,2,-1.3286842529582432
90726,6,Extend,>>,-99,-0.09,369,297,454,33.96692503717999,24.135717591526767,58.10264262870676,8.142,-4.150000000000002,0.1421047076973783,2,-1.401115416916008
90837,6,Extend,>>,-147,-4.13,368,298,441,33.912782653975114,24.006226991093843,57.919009645068954,4.046,-4.095999999999999,0.07061602153569058,2,-1.4726041030776957
90948,6,Extend,>>,-195,-8.18,369,296,426,33.8457732068119,24.20233982339264,58.04811303020454,-0.051999999999999956,-4.098,-0.0009075712110370506,2,-1.5441276958244234
91059,6,Extend,>>,-243,-12.4,368,297,420,33.59639327684122,24.3720588384131,57.96845211525432,-4.168,-4.1160000000000005,-0.07274532322312366,2,-1.61596544783651
