Time(ms),MotorID,Phase,Direction,Position,Angle(deg),SensorA0,SensorA1,SensorA2,∠ABC_smooth,∠BCD_smooth,θ_total,angle_smooth,dmotor,cycle
99079,5,Extend,>>,-2039,-170.9,300,272,368,3.836482749733936,-2.293846279321502,1.5426364704124338,-163.604,-3.710000000000008,2
99191,5,Extend,>>,-2083,-174.59,299,270,367,4.086513682382349,-1.8363124379234943,2.2502012444588546,-167.296,-3.691999999999979,2
99302,5,Extend,>>,-2127,-178.37,299,271,365,4.72165732710005,-1.6021573502533748,3.119499976846675,-170.97000000000003,-3.674000000000035,2
99413,5,Extend,>>,-2171,-182.15,298,268,365,6.264442590846651,-1.561494032357128,4.702948558489522,-174.662,-3.691999999999979,2
99524,5,Extend,>>,-2215,-185.76,299,267,364,7.024711915761404,-1.2317149463799115,5.792996969381493,-178.35399999999998,-3.691999999999979,2
99636,5,Extend,>>,-2259,-189.45,297,268,365,7.545880052750595,-0.9057573969365804,6.6401226558140145,-182.064,-3.710000000000008,2
99747,5,Extend,>>,-2303,-192.79,297,265,363,8.92064335170983,-0.3874640498512085,8.53317930185862,-185.704,-3.640000000000015,2
99859,5,Extend,>>,-2347,-196.66,295,265,363,10.488339925728743,-0.0603485709382211,10.427991354790523,-189.362,-3.657999999999987,2
99971,5,Extend,>>,-2391,-200.44,298,264,361,11.621951443264848,0.4070225169121306,12.028973960176979,-193.01999999999998,-3.657999999999987,2
100082,5,Extend,>>,-2435,-204.22,296,265,362,12.608078665448566,0.8921971046034376,13.500275770052005,-196.712,-3.6920000000000073,2
100193,5,Extend,<<,-2435,-207.91,299,266,366,13.225128299872525,1.407532788382159,14.632661088254684,-200.404,-3.6920000000000073,2
100304,5,Extend,<<,-2391,-209.14,302,268,371,14.32589097869372,2.198345777810954,16.524236756504674,-203.674,-3.2700000000000102,2
100415,5,Extend,<<,-2347,-209.14,307,272,374,16.51372916056852,3.4073978458285685,19.92112700639709,-206.17,-2.495999999999981,2
100526,5,Extend,<<,-2303,-206.42,311,273,377,18.024264105077226,4.139634120783307,22.16389822586053,-207.36599999999999,-1.195999999999998,2
124409,5,Extend,>>,29,7.91,427,367,542,37.268172811610135,21.02684578310189,58.295018594712026,14.222,-0.9860000000000024,3
124519,5,Extend,>>,-15,4.22,424,367,543,36.73149583048132,20.628115153956315,57.35961098443764,11.462,-2.76,3
124629,5,Extend,>>,-59,0.26,424,368,543,36.04876258908456,20.011989252333212,56.06075184141777,7.909999999999999,-3.5520000000000005,3
124739,5,Extend,>>,-103,-3.52,424,366,542,35.19920959061097,19.35788949724432,54.55709908785529,4.112,-3.797999999999999,3
124848,5,Extend,>>,-147,-7.47,423,368,542,34.05421361406097,18.754390544475463,52.80860415853643,0.2800000000000001,-3.832,3
124958,5,Extend,>>,-191,-11.34,424,367,540,33.342910141229936,17.971456133472017,51.31436627470195,-3.5700000000000003,-3.8500000000000005,3
125067,5,Extend,>>,-235,-15.12,425,366,539,32.433807729623275,17.299502087929298,49.73330981755257,-7.438,-3.8679999999999994,3
125177,5,Extend,>>,-279,-18.9,422,369,538,31.12123687532896,16.07575123663501,47.196988111963975,-11.27,-3.832,3
125286,5,Extend,>>,-323,-22.68,422,368,534,30.389756315635537,15.159590481872897,45.549346797508434,-15.101999999999999,-3.831999999999999,3
125396,5,Extend,>>,-367,-26.55,423,368,536,29.49965243375941,14.389937339295331,43.889589773054745,-18.918,-3.8160000000000007,3
