Time(ms),MotorID,Phase,Direction,Position,Angle(deg),SensorA0,SensorA1,SensorA2,∠ABD_smooth
55360,1,Flex,<<,2643,227.6,464,429,638,29.85162736625086
55374,2,Flex,<<,693,53.36,463,429,634,29.85162736625086
55389,3,Flex,<<,-338,-37.45,463,429,635,29.783802203948056
55470,1,Flex,<<,2682,231.03,468,430,637,29.70077158896824
55485,2,Flex,<<,757,58.99,460,427,634,29.645637763746862
55499,3,Flex,<<,-272,-31.65,460,426,633,29.645637763746862
55580,1,Flex,<<,2721,234.55,464,431,637,29.468115608727857
55595,2,Flex,<<,821,64.53,463,429,634,29.336951322319365
55609,3,Flex,<<,-206,-25.85,460,429,635,29.336951322319365
55690,1,Flex,<<,2760,237.89,463,429,633,28.674472198453856
55705,2,Flex,<<,885,70.15,461,426,632,28.674472198453856
55720,3,Flex,<<,-140,-19.96,460,426,629,28.37003203325402
55800,1,Flex,<<,2799,241.32,463,430,628,27.956757056900102
55815,2,Flex,<<,949,75.78,463,429,631,27.956757056900102
55829,3,Flex,<<,-74,-14.15,459,428,632,27.814938296337942
55910,1,Flex,<<,2838,244.75,463,430,635,27.455833863458906
55924,2,Flex,<<,1013,81.41,461,428,632,27.339751733285333
55939,3,Flex,<<,-8,-8.35,459,426,628,27.339751733285333
56019,1,Flex,<<,2877,248.0,464,430,635,26.522803035364568
56034,2,Flex,<<,1077,87.03,460,428,632,26.522803035364568
56049,3,Flex,<<,58,-2.37,460,426,630,26.522803035364568
56129,1,Flex,<<,2916,251.6,464,429,633,25.781342578638856
56144,2,Flex,<<,1141,92.66,461,426,632,25.781342578638856
56159,3,Flex,<<,124,3.34,458,427,629,25.62132553580075
57506,4,Extend,>>,1463,128.62,464,429,635,13.087097678060529
57521,5,Extend,>>,205,18.02,464,430,634,11.744359419491971
57535,6,Extend,>>,1024,90.02,463,429,635,11.744359419491971
57616,4,Extend,>>,1418,128.62,459,427,635,8.799897069467688
57631,5,Extend,>>,161,18.02,461,424,631,7.455427756019649
57645,6,Extend,>>,976,90.02,460,425,629,7.455427756019649
57725,4,Extend,>>,1373,125.98,461,425,632,4.536173349662352
57740,5,Extend,>>,117,15.47,458,425,630,4.536173349662352
57754,6,Extend,>>,928,87.3,459,426,629,3.842218954625598
57835,4,Extend,>>,1328,122.11,461,427,631,2.5289363083301235
57849,5,Extend,>>,73,11.78,460,427,632,2.5289363083301235
57864,6,Extend,>>,880,83.25,458,426,629,1.9214251256329566
57944,4,Extend,>>,1283,118.33,460,428,631,0.8466051009387632
57959,5,Extend,>>,29,8.0,458,424,630,0.3391398538292191
57973,6,Extend,>>,832,78.95,458,424,629,0.3391398538292191
58054,4,Extend,>>,1238,114.29,459,426,629,-0.8726262883779714
58068,5,Extend,>>,-15,4.31,459,426,629,-0.8726262883779714
58083,6,Extend,>>,784,74.64,459,424,626,-0.8726262883779714
58163,4,Extend,>>,1193,110.42,460,427,629,-1.7009075213838376
58178,5,Extend,>>,-59,0.44,459,424,628,-1.7009075213838376
58192,6,Extend,>>,736,70.59,457,423,628,-2.0719222205156047
58273,4,Extend,>>,1148,106.37,460,425,630,-2.6883202785190408
58287,5,Extend,>>,-103,-3.52,458,425,627,-3.0609451365287876
58302,6,Extend,>>,688,66.46,457,425,626,-3.0609451365287876
58382,4,Extend,>>,1103,102.59,459,426,629,-3.70246719650435
58397,5,Extend,>>,-147,-7.38,458,426,630,-3.967267034808934
58411,6,Extend,>>,640,62.15,459,422,627,-3.967267034808934
58492,4,Extend,>>,1058,98.9,458,426,628,-4.618934292676062
58507,5,Extend,>>,-191,-11.25,461,425,626,-4.618934292676062
58521,6,Extend,>>,592,57.93,459,423,627,-4.864202662959877
58602,4,Extend,>>,1013,94.86,461,426,627,-5.403450216831866
58616,5,Extend,>>,-235,-15.12,460,424,627,-5.403450216831866
58631,6,Extend,>>,544,53.89,457,424,626,-5.626044936454495
58711,4,Extend,>>,968,90.9,459,426,626,-6.087912135580565
58726,5,Extend,>>,-279,-18.73,460,427,624,-6.293026073045289
58740,6,Extend,>>,496,49.85,459,424,622,-6.293026073045289
58821,4,Extend,>>,923,87.03,459,425,622,-6.672855633128805
58835,5,Extend,>>,-323,-22.59,460,425,622,-6.672855633128805
58850,6,Extend,>>,448,45.63,459,423,620,-6.672855633128805
58930,4,Extend,>>,878,83.16,460,426,622,-7.232125148204221
58945,5,Extend,>>,-367,-26.46,458,422,618,-7.232125148204221
58959,6,Extend,>>,400,41.67,456,422,618,-7.4185356202256205
59040,4,Extend,>>,833,79.3,459,422,615,-7.970583588509769
59055,5,Extend,>>,-411,-30.24,457,422,617,-8.296825779609836
59069,6,Extend,>>,352,37.63,456,420,613,-8.296825779609836
59150,4,Extend,>>,788,75.34,456,420,613,-9.038212849156242
59164,5,Extend,>>,-455,-34.11,457,419,607,-9.499008973478904
59179,6,Extend,>>,304,33.85,457,421,610,-9.499008973478904
59259,4,Extend,>>,743,71.56,455,420,607,-10.670662669501255
59274,5,Extend,>>,-499,-38.07,459,422,605,-10.670662669501255
59288,6,Extend,>>,256,29.8,454,420,609,-11.059382269030944
59369,4,Extend,>>,698,67.78,456,417,606,-11.34765612539275
59383,5,Extend,>>,-543,-41.85,456,420,607,-11.34765612539275
59398,6,Extend,>>,208,25.85,455,416,604,-11.293730834659371
59479,4,Extend,>>,653,63.74,457,417,604,-11.212343830262798
59493,5,Extend,>>,-587,-45.63,457,417,601,-11.014289531757079
59508,6,Extend,>>,160,22.07,453,414,596,-11.014289531757079
59588,4,Extend,>>,608,59.96,457,417,601,-10.85725177396705
59603,5,Extend,>>,-631,-49.49,455,413,598,-10.85725177396705
59617,6,Extend,>>,112,18.11,452,412,598,-10.85725177396705
59698,4,Extend,>>,563,56.18,456,414,595,-11.236128735762204
59712,5,Extend,>>,-675,-53.36,453,414,594,-11.236128735762204
59728,6,Extend,>>,64,14.24,452,410,591,-11.394740090540168
59808,4,Extend,>>,518,52.4,453,411,590,-11.75325755145257
59823,5,Extend,>>,-719,-56.97,454,410,585,-11.79072580547103
59838,6,Extend,>>,16,10.2,451,407,582,-11.79072580547103
59918,4,Extend,>>,473,48.53,453,406,580,-11.716476704507707
59932,5,Extend,>>,-763,-60.75,451,408,580,-11.716476704507707
59947,6,Extend,>>,-32,6.15,449,402,573,-11.716476704507707
60028,4,Extend,>>,428,44.4,453,404,571,-11.246296459140176
60042,5,Extend,>>,-807,-64.53,454,402,567,-11.246296459140176
60057,6,Extend,>>,-80,2.29,446,400,569,-11.065874536088916
60138,4,Extend,>>,383,40.44,451,403,566,-10.621371092596434
60153,5,Extend,>>,-851,-68.48,445,397,560,-10.359874935493963
60167,6,Extend,>>,-128,-1.67,449,398,559,-10.359874935493963
60248,4,Extend,>>,338,36.66,450,394,555,-9.732658544224106
60262,5,Extend,>>,-895,-72.18,448,393,554,-9.396865839586443
60277,6,Extend,>>,-176,-5.63,447,393,552,-9.396865839586443
60357,4,Extend,>>,293,32.79,446,395,549,-8.371497860495323
60372,5,Extend,>>,-939,-75.87,443,391,547,-8.371497860495323
60386,6,Extend,>>,-224,-9.41,442,391,546,-8.041654236284044
60467,4,Extend,>>,248,29.1,442,387,541,-7.682079397490481
60481,5,Extend,>>,-983,-79.74,441,387,541,-7.682079397490481
60496,6,Extend,>>,-272,-13.63,438,383,539,-7.645623563302338
60577,4,Extend,>>,203,25.14,438,385,532,-7.623025414231814
60591,5,Extend,>>,-1027,-83.34,437,385,535,-7.608192033271498
60606,6,Extend,>>,-320,-17.49,438,384,528,-7.608192033271498
60686,4,Extend,>>,158,21.36,433,384,528,-7.259136129566901
60701,5,Extend,>>,-1071,-87.03,431,380,525,-7.259136129566901
60715,6,Extend,>>,-368,-21.63,430,378,525,-7.259136129566901
60796,4,Extend,>>,113,17.58,429,376,520,-6.71713962059391
60811,5,Extend,>>,-1115,-90.9,430,374,513,-6.71713962059391
60825,6,Extend,>>,-416,-25.58,429,375,510,-6.523242741558972
60906,4,Extend,>>,68,13.89,427,372,510,-6.131618478013722
60921,5,Extend,>>,-1159,-94.77,426,372,506,-5.909853879908911
60935,6,Extend,>>,-464,-29.8,423,366,500,-5.909853879908911
61016,4,Extend,>>,23,10.02,420,370,504,-5.38606021318157
61031,5,Extend,>>,-1203,-98.55,416,366,502,-5.08852891307065
61046,6,Extend,>>,-512,-33.85,418,366,499,-5.08852891307065
61126,4,Extend,>>,-22,6.33,417,364,495,-4.414988556168105
61141,5,Extend,>>,-1247,-102.24,413,365,493,-4.414988556168105
61156,6,Extend,>>,-560,-37.89,416,363,493,-4.0789540851516755
61236,4,Extend,>>,-67,2.46,408,362,489,-3.5187535257506033
61251,5,Extend,>>,-1291,-105.85,409,362,488,-3.2134401660859586
61265,6,Extend,>>,-608,-41.93,406,359,485,-3.2134401660859586
61346,4,Extend,>>,-112,-1.41,399,355,483,-2.6550104105350107
61360,5,Extend,>>,-1335,-109.54,400,355,480,-2.3684914693916816
61375,6,Extend,>>,-656,-45.98,398,353,476,-2.3684914693916816
61456,4,Extend,>>,-157,-5.19,396,351,472,-1.4917382314962688
61470,5,Extend,>>,-1379,-113.67,395,347,469,-1.4917382314962688
61485,6,Extend,>>,-704,-50.29,395,348,466,-1.140249681738584
61565,4,Extend,>>,-202,-8.88,395,345,460,-0.5576286974114417
61580,5,Extend,>>,-1423,-117.54,396,340,456,-0.5576286974114417
61595,6,Extend,>>,-752,-54.59,389,341,454,-0.2974727373337881
61675,4,Extend,>>,-247,-12.66,387,340,459,0.07206895556226144
61690,5,Extend,>>,-1467,-121.23,384,340,455,0.29046738123536653
61705,6,Extend,>>,-800,-58.81,383,336,450,0.29046738123536653
61786,4,Extend,>>,-292,-16.53,379,336,452,0.9748405260357551
61800,5,Extend,>>,-1511,-125.01,377,335,448,0.9748405260357551
61815,6,Extend,>>,-848,-62.95,377,335,446,0.9748405260357551
61896,4,Extend,>>,-337,-20.31,371,338,446,1.5925393352944972
61911,5,Extend,>>,-1555,-128.7,371,335,439,1.5925393352944972
61925,6,Extend,>>,-896,-67.25,369,333,436,1.8011640243038718
62006,4,Extend,>>,-382,-24.09,363,334,434,2.1457088697786384
62020,5,Extend,>>,-1599,-132.4,360,333,432,2.4811359260363757
62035,6,Extend,>>,-944,-71.38,358,333,429,2.4811359260363757
62115,4,Extend,>>,-427,-27.69,351,330,421,3.0125556356475545
62130,5,Extend,>>,-1643,-136.26,351,330,421,3.263818557871173
62145,6,Extend,>>,-992,-75.43,349,328,415,3.263818557871173
62226,4,Extend,>>,-472,-31.47,344,324,412,4.047298381973679
62240,5,Extend,>>,-1687,-140.04,341,322,410,4.047298381973679
62255,6,Extend,>>,-1040,-79.74,339,322,408,4.25539366201348
62336,4,Extend,>>,-517,-35.25,320,319,407,4.7778843227751935
62350,5,Extend,>>,-1731,-143.91,315,319,409,4.7778843227751935
62365,6,Extend,>>,-1088,-83.6,314,318,406,5.19146123494249
62445,4,Extend,>>,-562,-39.56,310,317,404,5.698236151282918
62460,5,Extend,>>,-1775,-147.52,306,313,403,5.945629642950889
62475,6,Extend,>>,-1136,-87.65,303,312,405,5.945629642950889
62556,4,Extend,>>,-607,-43.52,304,312,402,6.490304688566653
62571,5,Extend,>>,-1819,-151.38,305,312,402,6.490304688566653
62586,6,Extend,>>,-1184,-91.52,301,308,400,6.570846114890019
62666,4,Extend,>>,-652,-47.47,303,312,403,6.885796020670491
62682,5,Extend,>>,-1863,-155.16,305,309,399,6.885796020670491
62696,6,Extend,>>,-1232,-95.47,299,308,396,7.093309670868843
62777,4,Extend,>>,-697,-51.34,301,307,400,7.358171638349304
62791,5,Extend,>>,-1907,-158.95,298,306,400,7.583454349156834
62806,6,Extend,>>,-1280,-99.34,295,304,398,7.583454349156834
62886,4,Extend,>>,-742,-55.03,299,305,401,8.284781142003453
62902,5,Extend,>>,-1951,-162.73,298,304,403,8.284781142003453
62917,6,Extend,>>,-1328,-103.47,295,301,399,8.284781142003453
62997,4,Extend,>>,-787,-58.99,298,300,400,8.698927176927135
63012,5,Extend,>>,-1995,-166.42,298,298,395,8.698927176927135
63027,6,Extend,>>,-1376,-107.52,298,296,393,8.770348576125086
63108,4,Extend,>>,-832,-62.59,299,296,394,8.892843568515623
63122,5,Extend,>>,-2039,-170.02,294,294,393,9.002444861175508
63137,6,Extend,>>,-1424,-111.38,295,289,389,9.002444861175508
63217,4,Extend,>>,-877,-66.37,296,290,389,9.334452478470777
63232,5,Extend,>>,-2083,-173.8,297,291,387,9.460233480995182
63247,6,Extend,>>,-1472,-115.6,294,288,383,9.460233480995182
63327,4,Extend,>>,-922,-70.07,296,287,383,9.831055159850369
63342,5,Extend,>>,-2127,-177.76,295,286,382,9.831055159850369
63356,6,Extend,>>,-1520,-119.74,296,286,379,9.878255226527802
63438,4,Extend,>>,-967,-73.67,296,281,380,10.014309079901503
63453,5,Extend,>>,-2171,-181.63,299,283,381,9.994289058692036
63467,6,Extend,>>,-1568,-123.96,292,281,380,9.994289058692036
63548,4,Extend,>>,-1012,-77.54,296,279,379,10.065477503343338
63563,5,Extend,>>,-2215,-185.32,294,281,379,10.100775279259263
63578,6,Extend,>>,-1616,-127.82,294,277,375,10.100775279259263
63658,4,Extend,>>,-1057,-81.23,295,277,379,10.309279307125493
63673,5,Extend,>>,-2259,-189.19,293,274,376,10.309279307125493
63688,6,Extend,>>,-1664,-131.87,295,274,374,10.367617775660154
63769,4,Extend,>>,-1102,-85.1,295,273,376,10.516241469678345
63784,5,Extend,>>,-2303,-192.79,293,271,376,10.5024765551873
63799,6,Extend,>>,-1712,-135.91,290,267,373,10.5024765551873
63879,4,Extend,>>,-1147,-88.79,291,273,380,10.667294172733705
63894,5,Extend,>>,-2347,-196.75,295,271,375,10.707223887035529
63909,6,Extend,>>,-1760,-139.78,289,272,375,10.707223887035529
63990,4,Extend,>>,-1192,-92.66,292,271,378,10.887989375137337
64004,5,Extend,>>,-2391,-200.62,291,269,373,10.887989375137337
64019,6,Extend,>>,-1808,-143.74,289,269,374,10.910636225616555
64100,4,Extend,>>,-1237,-96.62,290,270,378,10.882050637001527
64114,5,Extend,>>,-2435,-204.48,289,267,376,10.882050637001527
64129,6,Extend,>>,-1856,-147.34,289,267,377,10.855675778444038
64209,4,Extend,<<,-1237,-100.13,294,269,378,10.991520349968884
64224,5,Extend,<<,-2435,-208.18,295,272,379,10.963706925081711
64239,6,Extend,<<,-1856,-151.12,295,269,382,10.963706925081711
64319,4,Extend,<<,-1192,-101.45,296,274,384,11.178097525895865
64334,5,Extend,<<,-2391,-209.49,299,275,381,11.178097525895865
64349,6,Extend,<<,-1808,-152.44,301,278,389,11.178097525895865
64430,4,Extend,<<,-1147,-101.45,301,277,389,11.253144741205535
64444,5,Extend,<<,-2347,-209.49,300,277,388,11.253144741205535
64459,6,Extend,<<,-1760,-152.44,304,279,390,11.33015660004787
64541,4,Extend,<<,-1102,-100.48,303,278,390,11.457886845096452
64556,5,Extend,<<,-2303,-206.68,301,279,390,11.448889919677537
64570,6,Extend,<<,-1712,-152.44,304,280,392,11.448889919677537
64651,4,Extend,<<,-1057,-97.23,303,278,393,11.33169838804362
64666,5,Extend,<<,-2259,-203.16,303,279,390,11.33169838804362
64681,6,Extend,<<,-1664,-149.89,303,277,388,11.33169838804362
64762,4,Extend,<<,-1012,-93.36,304,279,387,12.29609449362144
64776,5,Extend,<<,-2215,-199.38,302,278,389,12.29609449362144
64791,6,Extend,<<,-1616,-146.46,304,275,389,12.876064179169532
64872,4,Extend,<<,-967,-89.76,303,280,390,13.87055849537878
64887,5,Extend,<<,-2171,-195.6,304,279,389,14.21315401366246
64901,6,Extend,<<,-1568,-142.42,302,280,389,14.21315401366246
64982,4,Extend,<<,-922,-85.89,304,281,388,14.166990103535234
64997,5,Extend,<<,-2127,-191.91,305,279,389,14.018734249699378
65012,6,Extend,<<,-1520,-138.46,304,279,388,14.018734249699378
65093,4,Extend,<<,-877,-81.93,303,279,387,13.819390638507127
65107,5,Extend,<<,-2083,-188.04,304,280,386,13.819390638507127
65122,6,Extend,<<,-1472,-134.33,299,281,385,13.81039620388523
65202,4,Extend,<<,-832,-78.07,305,281,383,13.817661397877448
65218,5,Extend,<<,-2039,-184.18,306,279,385,13.869661684763791
65232,6,Extend,<<,-1424,-130.2,306,281,383,13.869661684763791
65313,4,Extend,<<,-787,-74.11,308,282,383,13.960915405682428
65328,5,Extend,<<,-1995,-180.22,307,281,383,13.99484217066098
65342,6,Extend,<<,-1376,-125.98,308,281,381,13.99484217066098
65423,4,Extend,<<,-742,-70.33,310,282,382,14.088520413875926
65438,5,Extend,<<,-1951,-176.44,310,282,381,14.088520413875926
65453,6,Extend,<<,-1328,-121.85,310,283,381,14.051860998775428
65533,4,Extend,<<,-697,-66.29,311,284,380,13.922551727348816
65548,5,Extend,<<,-1907,-172.66,311,280,380,13.922551727348816
65562,6,Extend,<<,-1280,-117.71,311,283,379,13.87259143720957
65643,4,Extend,<<,-652,-62.42,313,285,380,13.765582392176645
65658,5,Extend,<<,-1863,-168.88,313,283,379,13.7162285434729
65672,6,Extend,<<,-1232,-113.49,313,283,378,13.7162285434729
65753,4,Extend,<<,-607,-58.55,313,283,379,13.79376748320119
65767,5,Extend,<<,-1819,-165.1,314,284,379,13.79376748320119
65782,6,Extend,<<,-1184,-109.19,314,282,379,13.79376748320119
65862,4,Extend,<<,-562,-54.51,316,285,381,13.947496960783528
65877,5,Extend,<<,-1775,-161.14,316,283,379,13.947496960783528
65892,6,Extend,<<,-1136,-105.14,316,284,379,14.015696266410641
65973,4,Extend,<<,-517,-50.64,313,286,381,14.097271283168599
65988,5,Extend,<<,-1731,-157.27,318,285,381,14.073551274633786
66003,6,Extend,<<,-1088,-101.01,316,286,380,14.073551274633786
66084,4,Extend,<<,-472,-46.68,318,289,383,13.978164037801104
66099,5,Extend,<<,-1687,-153.41,319,287,381,13.978164037801104
66114,6,Extend,<<,-1040,-96.79,317,285,383,13.978164037801104
66195,4,Extend,<<,-427,-42.73,321,290,385,13.877182686059516
66209,5,Extend,<<,-1643,-149.54,321,293,388,13.877182686059516
66224,6,Extend,<<,-992,-92.57,321,290,387,13.803125677054247
66305,4,Extend,<<,-382,-38.77,323,291,391,13.890778526621478
66319,5,Extend,<<,-1599,-145.67,323,292,391,13.9309617279043
66334,6,Extend,<<,-944,-88.26,322,290,389,13.9309617279043
66414,4,Extend,<<,-337,-34.81,327,298,407,13.947152090389256
66429,5,Extend,<<,-1555,-141.8,326,299,409,13.99785080646701
66444,6,Extend,<<,-896,-84.13,325,300,409,13.99785080646701
66524,4,Extend,<<,-292,-30.95,329,301,417,13.875598624592952
66539,5,Extend,<<,-1511,-138.02,328,302,418,13.875598624592952
66554,6,Extend,<<,-848,-80.09,329,302,420,13.803663006768348
66634,4,Extend,<<,-247,-26.99,328,306,425,13.923854757816418
66649,5,Extend,<<,-1467,-134.07,332,304,425,13.923854757816418
66663,6,Extend,<<,-800,-75.87,331,304,425,13.986120549419214
66744,4,Extend,<<,-202,-23.03,336,308,436,14.108202536107743
66758,5,Extend,<<,-1423,-130.29,334,307,436,14.11530757703401
66773,6,Extend,<<,-752,-71.56,335,309,436,14.11530757703401
66854,4,Extend,<<,-157,-19.08,340,315,447,13.955283444553494
66868,5,Extend,<<,-1379,-126.33,338,315,448,13.955283444553494
66883,6,Extend,<<,-704,-67.25,340,314,451,13.955283444553494
66963,4,Extend,<<,-112,-15.12,344,319,458,13.921679920550712
66978,5,Extend,<<,-1335,-122.55,343,320,457,13.921679920550712
66993,6,Extend,<<,-656,-63.12,343,320,457,13.963634771965106
67073,4,Extend,<<,-67,-11.25,346,322,464,14.0806804900943
67088,5,Extend,<<,-1291,-118.68,347,324,464,14.053285631364055
67102,6,Extend,<<,-608,-58.81,347,322,463,14.053285631364055
67183,4,Extend,<<,-22,-7.38,351,325,469,14.033091027396795
67197,5,Extend,<<,-1247,-114.9,351,325,467,13.988574482617043
67212,6,Extend,<<,-560,-54.86,352,326,469,13.988574482617043
67292,4,Extend,<<,23,-3.34,354,329,473,14.028592433550063
67307,5,Extend,<<,-1203,-111.03,356,326,475,14.028592433550063
67322,6,Extend,<<,-512,-50.46,356,326,473,14.073303713981566
67402,4,Extend,<<,68,0.7,359,330,480,14.135677739681269
67417,5,Extend,<<,-1159,-107.16,360,328,477,14.135677739681269
67431,6,Extend,<<,-464,-46.33,359,328,478,14.137782600253248
67512,4,Extend,<<,113,4.57,363,328,482,14.058686644624922
67527,5,Extend,<<,-1115,-103.3,364,329,482,14.00027903271489
67541,6,Extend,<<,-416,-42.11,361,329,481,14.00027903271489
67622,4,Extend,<<,158,8.44,363,331,486,14.057183525378125
67636,5,Extend,<<,-1071,-99.43,365,329,486,14.057183525378125
67651,6,Extend,<<,-368,-37.8,364,328,485,14.107006581194366
67731,4,Extend,<<,203,12.31,369,332,488,14.099354931644449
67746,5,Extend,<<,-1027,-95.56,364,330,488,14.099354931644449
67761,6,Extend,<<,-320,-33.67,366,331,487,14.062694463078078
67842,4,Extend,<<,248,16.35,370,331,490,14.018938728236556
67856,5,Extend,<<,-983,-91.69,369,331,492,14.001855509186338
67871,6,Extend,<<,-272,-29.45,369,331,488,14.001855509186338
67951,4,Extend,<<,293,20.22,371,331,492,13.975122933900062
67966,5,Extend,<<,-939,-87.82,372,331,491,13.975122933900062
67980,6,Extend,<<,-224,-25.23,371,330,490,13.975122933900062
68061,4,Extend,<<,338,24.18,373,332,494,14.057358693251054
68075,5,Extend,<<,-895,-83.96,371,332,494,14.057358693251054
68090,6,Extend,<<,-176,-21.1,370,331,493,14.071421980357249
68170,4,Extend,<<,383,28.13,373,334,497,14.095087215942817
68185,5,Extend,<<,-851,-80.09,372,333,495,14.033440202153507
68199,6,Extend,<<,-128,-16.79,371,333,492,14.033440202153507
68280,4,Extend,<<,428,32.0,374,331,497,14.003226706175639
68295,5,Extend,<<,-807,-76.22,374,335,496,13.985544384597357
68309,6,Extend,<<,-80,-12.57,373,331,494,13.985544384597357
68390,4,Extend,<<,473,35.96,375,335,497,14.044456502070434
68404,5,Extend,<<,-763,-72.35,373,332,498,14.044456502070434
68419,6,Extend,<<,-32,-8.44,375,334,497,13.963683057328062
68500,4,Extend,<<,518,39.91,376,333,498,13.95848208657199
68514,5,Extend,<<,-719,-68.48,376,334,497,13.95848208657199
68529,6,Extend,<<,16,-4.13,374,335,498,13.968108355667937
68609,4,Extend,<<,563,43.87,376,334,497,14.147644842779684
68624,5,Extend,<<,-675,-64.44,376,334,495,14.079955827092535
68639,6,Extend,<<,64,0.09,375,335,497,14.079955827092535
68719,4,Extend,<<,608,48.0,380,336,495,14.041937010503005
68734,5,Extend,<<,-631,-60.66,378,335,497,14.041937010503005
68749,6,Extend,<<,112,4.31,378,334,495,14.041937010503005
68829,4,Extend,<<,653,51.96,379,335,497,14.07968761693536
68844,5,Extend,<<,-587,-56.88,380,334,495,14.07968761693536
68858,6,Extend,<<,160,8.53,377,335,495,14.166225905514112
68939,4,Extend,<<,698,55.82,381,336,497,14.384065378312403
68953,5,Extend,<<,-543,-53.01,380,334,496,14.368709842741364
68968,6,Extend,<<,208,12.92,379,333,496,14.368709842741364
69049,4,Extend,<<,743,59.78,380,337,497,14.41800398130892
69063,5,Extend,<<,-499,-49.05,379,334,499,14.468826629293392
69078,6,Extend,<<,256,17.05,376,332,495,14.468826629293392
69158,4,Extend,<<,788,63.82,379,336,499,14.481138242446425
69173,5,Extend,<<,-455,-45.1,380,336,497,14.481138242446425
69188,6,Extend,<<,304,21.19,377,333,497,14.49728052602315
69268,4,Extend,<<,833,67.96,380,335,497,14.884984387638465
69283,5,Extend,<<,-411,-41.23,379,337,498,14.884984387638465
69298,6,Extend,<<,352,25.41,379,335,496,15.013852300875179
69378,4,Extend,<<,878,71.82,382,335,497,15.292294516683409
69393,5,Extend,<<,-367,-37.45,378,328,499,15.337702634229235
69408,6,Extend,<<,400,29.63,381,334,497,15.337702634229235
69488,4,Extend,<<,923,75.78,380,336,500,15.556616472434397
69502,5,Extend,<<,-323,-33.49,383,336,499,15.556616472434397
69517,6,Extend,<<,448,33.76,380,337,498,15.556616472434397
69598,4,Extend,<<,968,79.82,409,339,501,15.883496934914426
69612,5,Extend,<<,-279,-29.63,411,335,498,15.883496934914426
69627,6,Extend,<<,496,37.89,413,335,500,15.984580917830183
69707,4,Extend,<<,1013,83.69,408,334,500,16.278158512211235
69723,5,Extend,<<,-235,-25.76,406,335,500,16.383252221681396
69737,6,Extend,<<,544,42.11,404,335,498,16.383252221681396
69818,4,Extend,<<,1058,87.65,403,339,500,16.865702036766418
69832,5,Extend,<<,-191,-21.89,401,337,501,16.865702036766418
69847,6,Extend,<<,592,46.33,399,337,499,16.865702036766418
69927,4,Extend,<<,1103,91.52,402,336,502,17.432047886234834
69942,5,Extend,<<,-147,-18.02,400,330,500,17.432047886234834
69956,6,Extend,<<,640,50.64,398,335,499,17.61191580053502
70037,4,Extend,<<,1148,95.56,399,336,500,18.06044992917669
70051,5,Extend,<<,-103,-14.24,398,335,501,18.251616309950414
70066,6,Extend,<<,688,54.86,400,337,501,18.251616309950414
70146,4,Extend,<<,1193,99.52,399,338,500,18.79935094340745
70161,5,Extend,<<,-59,-10.37,399,336,501,19.134645714536436
70175,6,Extend,<<,736,58.99,396,336,499,19.134645714536436
70256,4,Extend,<<,1238,103.47,400,336,500,20.100297347137072
70271,5,Extend,<<,-15,-6.42,393,334,500,20.100297347137072
70285,6,Extend,<<,784,63.21,396,335,499,20.265382666261637
70366,4,Extend,<<,1283,107.52,398,336,502,20.549368932071967
70380,5,Extend,<<,29,-2.55,397,335,498,20.549368932071967
70395,6,Extend,<<,832,67.43,397,336,500,20.712554557672256
70475,4,Extend,<<,1328,111.47,395,337,503,21.090317661420606
70490,5,Extend,<<,73,1.23,396,335,498,21.3316139680688
70504,6,Extend,<<,880,71.56,394,334,498,21.3316139680688
70585,4,Extend,<<,1373,115.43,396,337,500,22.124121144693966
70599,5,Extend,<<,117,5.1,397,334,499,22.124121144693966
70614,6,Extend,<<,928,75.69,397,336,499,22.124121144693966
70694,4,Extend,<<,1418,119.21,397,334,500,22.621457142260727
70709,5,Extend,<<,161,8.97,395,333,499,22.621457142260727
70724,6,Extend,<<,976,79.91,395,335,499,22.880291326489676
70804,4,Extend,<<,1463,123.16,395,336,498,23.23470624319458
70819,5,Extend,<<,205,12.84,393,335,500,23.49652773888241
70833,6,Extend,<<,1024,84.13,396,337,499,23.49652773888241
73181,1,Flex,>>,2916,256.35,395,337,498,35.48985726584144
73197,2,Flex,>>,1141,100.31,395,336,498,35.624201930761096
73212,3,Flex,>>,124,10.9,395,336,500,35.624201930761096
73293,1,Flex,>>,2877,256.35,394,335,496,36.34548138923597
73308,2,Flex,>>,1077,100.31,388,333,495,36.34548138923597
73323,3,Flex,>>,58,10.9,391,333,491,36.599114653625875
73404,1,Flex,>>,2838,254.24,393,334,495,36.99925175631963
73419,2,Flex,>>,1013,96.62,390,333,493,37.19822790502894
73434,3,Flex,>>,-8,7.03,388,332,491,37.19822790502894
73515,1,Flex,>>,2799,251.08,393,336,495,37.63556856699141
73529,2,Flex,>>,949,91.08,392,334,493,37.7244189102498
73544,3,Flex,>>,-74,1.41,389,331,492,37.7244189102498
73624,1,Flex,>>,2760,247.74,395,336,495,38.212285621454704
73640,2,Flex,>>,885,85.54,390,333,493,38.212285621454704
73655,3,Flex,>>,-140,-4.4,389,332,492,38.391097911760205
73737,1,Flex,>>,2721,244.4,391,333,494,38.955968121202964
73752,2,Flex,>>,821,79.91,392,336,491,39.2685639032598
73767,3,Flex,>>,-206,-10.2,390,334,492,39.2685639032598
73848,1,Flex,>>,2682,241.05,394,336,495,39.91620550546886
73863,2,Flex,>>,757,74.29,392,333,494,40.160973683576074
