Time(ms),MotorID,Phase,Direction,Position,Angle(deg),SensorA0,SensorA1,SensorA2,∠ABD_smooth
183666,4,Extend,>>,154,21.19,435,343,466,-2.1844193904140035
183681,5,Extend,>>,-1071,-87.47,433,339,466,-2.1844193904140035
183696,6,Extend,>>,-387,-24.09,435,341,459,-2.425949453260932
183776,4,Extend,>>,109,17.41,431,337,460,-2.7433211585998833
183791,5,Extend,>>,-1115,-91.43,430,337,457,-2.8691182996758595
183806,6,Extend,>>,-435,-28.04,431,332,454,-2.8691182996758595
183886,4,Extend,>>,64,13.54,429,334,452,-3.1785848636551033
183901,5,Extend,>>,-1159,-95.3,428,333,451,-3.1785848636551033
183915,6,Extend,>>,-483,-32.18,423,331,445,-3.1785848636551033
183996,4,Extend,>>,19,9.76,423,328,441,-3.0660499896458786
184011,5,Extend,>>,-1203,-98.99,422,327,440,-3.0660499896458786
184025,6,Extend,>>,-531,-36.13,418,328,436,-3.0034687138369467
184106,4,Extend,>>,-26,6.07,418,321,428,-2.756464465151711
184120,5,Extend,>>,-1247,-102.77,415,320,424,-2.5800033957866417
184136,6,Extend,>>,-579,-40.26,411,316,422,-2.5800033957866417
184217,4,Extend,>>,-71,2.29,407,317,421,-2.294579774508309
184232,5,Extend,>>,-1291,-106.55,408,317,422,-2.1526030462549786
184246,6,Extend,>>,-627,-44.13,410,317,419,-2.1526030462549786
184327,4,Extend,>>,-116,-1.58,402,320,424,-1.8223849282148514
184342,5,Extend,>>,-1335,-110.42,403,318,420,-1.8223849282148514
184356,6,Extend,>>,-675,-48.35,398,316,420,-1.6703699083056205
184437,4,Extend,>>,-161,-5.27,397,314,415,-1.3184476743342926
184451,5,Extend,>>,-1379,-114.29,393,314,412,-1.0857204085509014
184466,6,Extend,>>,-723,-52.4,393,315,412,-1.0857204085509014
184546,4,Extend,>>,-206,-9.05,384,309,406,-0.688701414158542
184561,5,Extend,>>,-1423,-118.07,385,309,402,-0.4671951869967329
184575,6,Extend,>>,-771,-56.44,380,305,401,-0.4671951869967329
184656,4,Extend,>>,-251,-13.01,382,305,397,0.3630513966474889
184671,5,Extend,>>,-1467,-121.93,377,302,395,0.3630513966474889
184685,6,Extend,>>,-819,-60.66,375,303,394,0.7175554013820831
184766,4,Extend,>>,-296,-16.79,373,301,394,1.4071322492668132
184780,5,Extend,>>,-1511,-125.8,372,296,389,1.4071322492668132
184795,6,Extend,>>,-867,-64.79,370,297,387,1.6486169084628233
184876,4,Extend,>>,-341,-20.57,365,296,388,2.2055887764760578
184891,5,Extend,>>,-1555,-129.49,363,296,386,2.5075610509859194
184905,6,Extend,>>,-915,-69.01,361,295,384,2.5075610509859194
184986,4,Extend,>>,-386,-24.35,359,293,384,3.293547121584364
185000,5,Extend,>>,-1599,-133.19,361,296,385,3.293547121584364
185015,6,Extend,>>,-963,-72.88,358,294,381,3.293547121584364
185095,4,Extend,>>,-431,-28.04,353,293,383,4.612977799982883
185110,5,Extend,>>,-1643,-137.05,353,291,381,4.612977799982883
185125,6,Extend,>>,-1011,-77.01,349,292,383,5.118071900296004
185205,4,Extend,>>,-476,-31.56,343,291,381,6.3996740531131255
185220,5,Extend,>>,-1687,-140.75,343,293,383,6.999028599266918
185235,6,Extend,>>,-1059,-81.14,336,287,378,6.999028599266918
185316,4,Extend,>>,-521,-35.34,332,290,380,7.9424346600654525
185330,5,Extend,>>,-1731,-144.53,331,290,377,8.27119470568163
185345,6,Extend,>>,-1107,-85.1,326,290,376,8.27119470568163
185426,4,Extend,>>,-566,-39.38,323,289,374,8.87288952021467
185440,5,Extend,>>,-1775,-148.13,322,288,374,8.87288952021467
185455,6,Extend,>>,-1155,-89.49,319,288,370,8.954823695206988
185536,4,Extend,>>,-611,-43.25,317,292,375,9.378659779062623
185550,5,Extend,>>,-1819,-151.91,314,287,373,9.378659779062623
185565,6,Extend,>>,-1203,-93.63,313,292,371,9.54485025137571
185645,4,Extend,>>,-656,-47.3,311,284,373,9.943266345913415
185660,5,Extend,>>,-1863,-155.78,311,284,372,10.167327836784082
185674,6,Extend,>>,-1251,-97.85,309,282,368,10.167327836784082
185755,4,Extend,>>,-701,-50.99,308,279,373,11.268165459428904
185770,5,Extend,>>,-1907,-159.74,307,278,372,11.268165459428904
185784,6,Extend,>>,-1299,-102.07,306,276,367,11.667104438586305
185865,4,Extend,>>,-746,-54.68,306,281,373,12.796755635569209
185880,5,Extend,>>,-1951,-163.6,309,275,369,12.796755635569209
185894,6,Extend,>>,-1347,-106.37,306,277,369,13.233647374986763
185975,4,Extend,>>,-791,-58.46,306,279,371,13.75186905072379
185990,5,Extend,>>,-1995,-167.38,306,276,369,13.898595847373215
186005,6,Extend,>>,-1395,-110.24,305,271,366,13.898595847373215
186085,4,Extend,>>,-836,-62.07,305,274,369,14.060682598496104
186101,5,Extend,>>,-2039,-171.08,304,272,372,14.060682598496104
186115,6,Extend,>>,-1443,-114.46,307,275,374,14.060682598496104
186196,4,Extend,>>,-881,-65.85,308,276,371,14.099743272939838
186210,5,Extend,>>,-2083,-174.86,304,272,370,14.099743272939838
186226,6,Extend,>>,-1491,-118.42,305,272,367,14.10238163697247
186307,4,Extend,>>,-926,-69.45,303,272,372,14.115646745335663
186321,5,Extend,>>,-2127,-178.81,306,272,368,14.237326991258044
186336,6,Extend,>>,-1539,-122.46,302,273,369,14.237326991258044
186417,4,Extend,>>,-971,-73.14,304,273,372,14.44296806352629
186431,5,Extend,>>,-2171,-182.51,304,271,368,14.554908308176302
186446,6,Extend,>>,-1587,-126.33,300,271,368,14.554908308176302
186527,4,Extend,>>,-1016,-77.01,301,272,372,14.807658047829655
186541,5,Extend,>>,-2215,-186.2,297,268,370,14.807658047829655
186556,6,Extend,>>,-1635,-130.2,297,268,370,14.808778485972628
186636,4,Extend,>>,-1061,-80.7,297,269,371,14.916463224976464
186651,5,Extend,>>,-2259,-189.89,297,270,374,14.958230381945036
186665,6,Extend,>>,-1683,-134.33,296,265,366,14.958230381945036
186746,4,Extend,>>,-1106,-84.57,299,269,371,14.887475059935458
186761,5,Extend,>>,-2303,-193.49,298,269,370,14.872594655189054
186775,6,Extend,>>,-1731,-138.11,295,265,370,14.872594655189054
186856,4,Extend,>>,-1151,-88.09,299,267,369,14.97600316612455
186870,5,Extend,>>,-2347,-197.45,296,267,369,14.97600316612455
186885,6,Extend,>>,-1779,-142.24,295,264,368,15.028578914142006
186965,4,Extend,>>,-1196,-91.6,296,266,374,15.264285793832547
186980,5,Extend,>>,-2391,-201.14,299,265,368,15.264285793832547
186995,6,Extend,>>,-1827,-145.93,294,264,370,15.383242488468149
187075,4,Extend,>>,-1241,-95.47,297,265,371,15.53267706426805
187090,5,Extend,>>,-2435,-204.92,295,264,370,15.580956105996254
187105,6,Extend,>>,-1875,-149.8,293,261,369,15.580956105996254
187185,4,Extend,<<,-1241,-99.25,305,267,373,15.655470733150821
187200,5,Extend,<<,-2435,-208.62,303,266,374,15.655470733150821
187214,6,Extend,<<,-1875,-153.41,303,265,374,15.655470733150821
187295,4,Extend,<<,-1196,-100.66,311,270,377,15.79703780946215
187310,5,Extend,<<,-2391,-209.76,310,270,379,15.79703780946215
187324,6,Extend,<<,-1827,-154.11,313,274,383,15.85694953172567
187405,4,Extend,<<,-1151,-100.75,314,271,383,15.935646654964579
187420,5,Extend,<<,-2347,-209.76,316,272,382,15.921636433602409
187434,6,Extend,<<,-1779,-154.11,317,276,386,15.921636433602409
187515,4,Extend,<<,-1106,-100.66,320,275,385,15.85643533365252
187530,5,Extend,<<,-2303,-206.95,318,275,384,15.793618417977909
187544,6,Extend,<<,-1731,-154.11,319,276,386,15.793618417977909
187625,4,Extend,<<,-1061,-97.32,319,277,385,15.677918811171514
187639,5,Extend,<<,-2259,-203.34,319,274,384,15.677918811171514
187654,6,Extend,<<,-1683,-151.74,313,271,382,15.640084524209731
187734,4,Extend,<<,-1016,-93.54,320,276,381,15.738551995975804
187749,5,Extend,<<,-2215,-199.47,317,276,383,15.738551995975804
187764,6,Extend,<<,-1635,-148.22,317,275,383,15.831275666858975
187844,4,Extend,<<,-971,-90.02,315,275,384,16.000367148618434
187859,5,Extend,<<,-2171,-195.69,316,275,383,16.076893482503614
187873,6,Extend,<<,-1587,-144.18,313,274,383,16.076893482503614
187954,4,Extend,<<,-926,-86.07,312,277,384,16.08873025839403
187969,5,Extend,<<,-2127,-192.0,312,276,381,16.08873025839403
187983,6,Extend,<<,-1539,-140.22,313,275,380,16.08873025839403
188064,4,Extend,<<,-881,-82.2,310,276,379,15.934108030517361
188079,5,Extend,<<,-2083,-188.13,310,275,378,15.934108030517361
188093,6,Extend,<<,-1491,-136.09,310,276,380,15.832636206953618
188174,4,Extend,<<,-836,-78.33,310,279,378,15.732868692759311
188189,5,Extend,<<,-2039,-184.26,309,277,376,15.723581365278955
188203,6,Extend,<<,-1443,-131.78,308,276,375,15.723581365278955
188284,4,Extend,<<,-791,-74.29,309,278,374,15.823156018789998
188299,5,Extend,<<,-1995,-180.31,309,276,375,15.823156018789998
188315,6,Extend,<<,-1395,-127.74,308,277,371,15.823156018789998
188395,4,Extend,<<,-746,-70.51,310,280,376,15.981629538655977
188410,5,Extend,<<,-1951,-176.53,310,280,374,15.981629538655977
188424,6,Extend,<<,-1347,-123.52,310,277,373,15.982917663551902
188505,4,Extend,<<,-701,-66.64,311,278,374,15.933409248567639
188520,5,Extend,<<,-1907,-172.75,310,280,374,15.884835723688337
188534,6,Extend,<<,-1299,-119.38,313,278,373,15.884835723688337
188615,4,Extend,<<,-656,-62.68,313,280,374,15.873697738176036
188629,5,Extend,<<,-1863,-168.88,312,280,374,15.88384554770937
188644,6,Extend,<<,-1251,-115.16,312,279,373,15.88384554770937
188725,4,Extend,<<,-611,-58.81,315,279,373,15.932907355781982
188740,5,Extend,<<,-1819,-165.1,314,280,374,15.932907355781982
188754,6,Extend,<<,-1203,-110.95,314,282,373,15.940202323676903
188835,4,Extend,<<,-566,-54.77,317,284,375,15.859205494955141
188850,5,Extend,<<,-1775,-161.14,314,286,378,15.859205494955141
188864,6,Extend,<<,-1155,-106.64,314,282,373,15.821040968510024
188945,4,Extend,<<,-521,-50.81,316,284,375,15.833631453245305
188959,5,Extend,<<,-1731,-157.27,317,284,375,15.826202633850006
188974,6,Extend,<<,-1107,-102.59,317,285,375,15.826202633850006
189054,4,Extend,<<,-476,-46.95,319,287,378,15.878482162964122
189069,5,Extend,<<,-1687,-153.41,319,287,377,15.878482162964122
189084,6,Extend,<<,-1059,-98.37,316,286,376,15.861675092829781
189165,4,Extend,<<,-431,-43.08,320,289,379,15.868549321417097
189180,5,Extend,<<,-1643,-149.54,321,289,380,15.868549321417097
189195,6,Extend,<<,-1011,-94.24,321,289,379,15.846394055154452
189275,4,Extend,<<,-386,-39.12,323,294,383,15.793250886893397
189290,5,Extend,<<,-1599,-145.67,322,292,381,15.793066191241312
189305,6,Extend,<<,-963,-89.85,323,291,383,15.793066191241312
189386,4,Extend,<<,-341,-35.16,324,297,388,15.93283509454018
189400,5,Extend,<<,-1555,-141.8,324,296,390,15.93283509454018
189415,6,Extend,<<,-915,-85.71,323,299,392,15.93283509454018
189495,4,Extend,<<,-296,-31.21,328,306,403,16.01005807975919
189510,5,Extend,<<,-1511,-137.93,329,307,404,16.01005807975919
189525,6,Extend,<<,-867,-81.67,329,308,404,15.999566244186784
189605,4,Extend,<<,-251,-27.34,329,315,415,15.985542653587194
189620,5,Extend,<<,-1467,-134.07,331,317,416,16.00751904087072
189635,6,Extend,<<,-819,-77.54,330,316,417,16.00751904087072
189715,4,Extend,<<,-206,-23.3,334,321,427,16.0119389528701
189731,5,Extend,<<,-1423,-130.2,335,320,428,16.02982688534174
189746,6,Extend,<<,-771,-73.14,334,320,429,16.02982688534174
189827,4,Extend,<<,-161,-19.43,340,327,440,16.05457180828884
189841,5,Extend,<<,-1379,-126.33,338,324,441,16.05457180828884
189856,6,Extend,<<,-723,-69.01,340,324,440,16.04466870956464
189936,4,Extend,<<,-116,-15.38,343,329,447,16.015856482173042
189951,5,Extend,<<,-1335,-122.55,343,328,449,16.033870887387774
189966,6,Extend,<<,-675,-64.7,345,327,449,16.033870887387774
190046,4,Extend,<<,-71,-11.52,360,331,456,16.058223116071257
190061,5,Extend,<<,-1291,-118.77,360,329,456,16.094353060865025
190076,6,Extend,<<,-627,-60.48,362,329,456,16.094353060865025
190156,4,Extend,<<,-26,-7.74,366,335,464,16.067474803155775
190171,5,Extend,<<,-1247,-114.9,363,332,464,16.067474803155775
190186,6,Extend,<<,-579,-56.44,366,332,465,15.995375710592471
190266,4,Extend,<<,19,-3.6,370,334,472,15.959252457911504
190282,5,Extend,<<,-1203,-111.03,369,333,470,15.959252457911504
190297,6,Extend,<<,-531,-52.22,371,333,468,15.92759148287599
190378,4,Extend,<<,64,0.35,373,334,471,15.90134213184587
190392,5,Extend,<<,-1159,-107.16,373,335,471,15.953931174088659
190408,6,Extend,<<,-483,-47.82,371,335,472,15.953931174088659
190489,4,Extend,<<,109,4.31,377,335,476,16.058267452100225
190504,5,Extend,<<,-1115,-103.21,375,333,475,16.058267452100225
190518,6,Extend,<<,-435,-43.69,377,336,474,16.070112231565766
190600,4,Extend,<<,154,8.18,387,337,479,16.08678044888066
190614,5,Extend,<<,-1071,-99.43,387,337,479,16.08678044888066
190629,6,Extend,<<,-387,-39.47,385,336,478,16.06084626802227
190709,4,Extend,<<,199,12.04,401,338,483,15.985523072255628
190724,5,Extend,<<,-1027,-95.56,402,337,483,15.969293243748194
190739,6,Extend,<<,-339,-35.25,401,336,482,15.969293243748194
190819,4,Extend,<<,244,16.0,407,340,489,15.902494009873951
190834,5,Extend,<<,-983,-91.69,402,339,488,15.902494009873951
190849,6,Extend,<<,-291,-31.12,402,337,486,15.902494009873951
190929,4,Extend,<<,289,19.96,401,336,490,16.082272923677113
190944,5,Extend,<<,-939,-87.74,402,342,492,16.082272923677113
190959,6,Extend,<<,-243,-26.9,401,341,489,16.043064643680005
191040,4,Extend,<<,334,23.82,402,341,493,16.000872815986042
191054,5,Extend,<<,-895,-83.96,401,341,491,15.923973728416183
191069,6,Extend,<<,-195,-22.77,400,340,491,15.923973728416183
191149,4,Extend,<<,379,27.78,403,344,496,15.900068436793727
191164,5,Extend,<<,-851,-80.09,400,344,494,16.019779566317993
191178,6,Extend,<<,-147,-18.46,402,343,495,16.019779566317993
191259,4,Extend,<<,424,31.65,406,347,498,16.22065303833797
191273,5,Extend,<<,-807,-76.22,402,346,497,16.22065303833797
191288,6,Extend,<<,-99,-14.24,404,345,496,16.18040239397135
191368,4,Extend,<<,469,35.6,405,347,500,16.145179824704282
191383,5,Extend,<<,-763,-72.35,403,349,499,16.145179824704282
191398,6,Extend,<<,-51,-10.02,403,347,499,16.12030247754511
191478,4,Extend,<<,514,39.56,403,346,500,16.208752526528723
191493,5,Extend,<<,-719,-68.4,404,347,498,16.238413010543788
191507,6,Extend,<<,-3,-5.8,403,345,498,16.238413010543788
191588,4,Extend,<<,559,43.6,403,347,502,16.225409804590907
191602,5,Extend,<<,-675,-64.53,404,347,499,16.225409804590907
191617,6,Extend,<<,45,-1.58,401,346,500,16.225409804590907
191697,4,Extend,<<,604,47.65,402,348,502,16.40535636844834
191712,5,Extend,<<,-631,-60.66,403,349,501,16.40535636844834
191727,6,Extend,<<,93,2.73,404,348,501,16.514489805958874
191807,4,Extend,<<,649,51.6,405,350,502,16.819028145370087
191822,5,Extend,<<,-587,-56.88,404,349,502,16.896748843516527
191836,6,Extend,<<,141,6.86,403,349,502,16.896748843516527
191917,4,Extend,<<,694,55.47,406,354,504,16.882407848943412
191931,5,Extend,<<,-543,-53.01,405,352,504,16.904659536153773
191946,6,Extend,<<,189,11.08,402,353,504,16.904659536153773
192027,4,Extend,<<,739,59.43,405,354,510,17.02356096981795
192041,5,Extend,<<,-499,-49.05,405,353,507,17.02356096981795
192056,6,Extend,<<,237,15.47,403,352,506,17.20617824797729
192137,4,Extend,<<,784,63.47,404,357,515,17.71025504055449
192151,5,Extend,<<,-455,-45.1,405,354,509,17.899192537012198
192166,6,Extend,<<,285,19.6,404,356,515,17.899192537012198
192246,4,Extend,<<,829,67.6,406,364,521,18.20438113589347
192261,5,Extend,<<,-411,-41.23,405,362,521,18.312988911487967
192276,6,Extend,<<,333,23.65,403,361,522,18.312988911487967
192356,4,Extend,<<,874,71.47,405,362,524,18.51077284961727
192371,5,Extend,<<,-367,-37.45,403,363,525,18.51077284961727
192385,6,Extend,<<,381,27.87,403,362,524,18.636099559473017
192466,4,Extend,<<,919,75.43,403,362,525,19.092631212125667
192481,5,Extend,<<,-323,-33.49,402,361,524,19.092631212125667
192495,6,Extend,<<,429,32.09,400,360,523,19.34583816168002
192576,4,Extend,<<,964,79.47,404,356,525,19.939556482991005
192591,5,Extend,<<,-279,-29.63,401,360,524,20.22416725892544
192605,6,Extend,<<,477,36.31,400,358,524,20.22416725892544
192686,4,Extend,<<,1009,83.34,402,360,525,21.259111034311395
192700,5,Extend,<<,-235,-25.85,399,361,523,21.259111034311395
192715,6,Extend,<<,525,40.44,401,361,524,21.259111034311395
192796,4,Extend,<<,1054,87.3,403,356,524,22.06245538361393
192810,5,Extend,<<,-191,-21.89,403,362,525,22.06245538361393
192825,6,Extend,<<,573,44.66,404,360,523,22.248232005009193
192905,4,Extend,<<,1099,91.25,402,360,527,22.580967939846374
192920,5,Extend,<<,-147,-18.02,401,359,527,22.721512842695244
192934,6,Extend,<<,621,48.88,401,357,523,22.721512842695244
193015,4,Extend,<<,1144,95.21,404,361,527,23.272795803873578
193029,5,Extend,<<,-103,-14.15,403,357,524,23.511393033039376
193044,6,Extend,<<,669,53.1,401,357,523,23.511393033039376
193124,4,Extend,<<,1189,99.16,403,359,524,24.270337606344853
193139,5,Extend,<<,-59,-10.37,401,357,524,24.270337606344853
193154,6,Extend,<<,717,57.32,400,357,523,24.488034873782638
193234,4,Extend,<<,1234,103.12,401,356,523,24.996289342693245
193249,5,Extend,<<,-15,-6.42,403,356,522,24.996289342693245
193264,6,Extend,<<,765,61.45,400,357,522,25.260204438791767
193344,4,Extend,<<,1279,107.16,401,359,525,25.702568350738808
193360,5,Extend,<<,29,-2.55,400,357,523,25.85743411759169
193374,6,Extend,<<,813,65.76,401,357,522,25.85743411759169
193455,4,Extend,<<,1324,111.12,402,358,523,26.322237377109804
193469,5,Extend,<<,73,1.23,402,357,523,26.322237377109804
193484,6,Extend,<<,861,70.07,400,357,525,26.531497075866003
193564,4,Extend,<<,1369,115.08,400,358,524,26.83061780443223
193579,5,Extend,<<,117,5.1,400,357,523,26.83061780443223
193594,6,Extend,<<,909,74.2,399,357,523,26.902471771620462
193674,4,Extend,<<,1414,118.95,401,360,524,27.01191262838181
193689,5,Extend,<<,161,8.97,401,358,523,27.053322453208406
193704,6,Extend,<<,957,78.51,401,356,521,27.053322453208406
193784,4,Extend,<<,1459,122.81,401,358,523,27.426765401479756
193799,5,Extend,<<,205,12.84,401,358,521,27.426765401479756
193814,6,Extend,<<,1005,82.64,400,358,523,27.426765401479756
196161,1,Flex,>>,2916,256.35,401,357,522,43.69507905169995
196176,2,Flex,>>,1141,100.31,402,357,523,43.69507905169995
196190,3,Flex,>>,124,10.9,402,356,519,44.36294624409658
196271,1,Flex,>>,2877,256.35,400,357,521,45.39949314011952
196285,2,Flex,>>,1077,100.31,397,354,516,45.80249003963916
196300,3,Flex,>>,58,10.9,395,351,516,45.80249003963916
196380,1,Flex,>>,2838,254.24,399,356,517,46.742408326065984
196395,2,Flex,>>,1013,96.62,397,352,517,47.067702563092055
196409,3,Flex,>>,-8,7.12,394,352,515,47.067702563092055
196490,1,Flex,>>,2799,251.16,401,356,518,48.407791747478186
196504,2,Flex,>>,949,91.25,398,355,517,48.407791747478186
196519,3,Flex,>>,-74,1.58,397,354,513,48.919957459379475
196599,1,Flex,>>,2760,247.74,400,353,518,49.83843578562903
196614,2,Flex,>>,885,85.63,399,352,517,49.83843578562903
196628,3,Flex,>>,-140,-4.31,399,351,511,50.28108949482119
196709,1,Flex,>>,2721,244.48,403,356,519,51.34291207880737
196723,2,Flex,>>,821,80.09,400,352,515,51.88065072082262
196738,3,Flex,>>,-206,-10.02,397,351,515,51.88065072082262
196818,1,Flex,>>,2682,241.14,404,355,514,52.982727292452104
196833,2,Flex,>>,757,74.46,403,354,515,52.982727292452104
196848,3,Flex,>>,-272,-15.74,398,353,516,52.982727292452104
196928,1,Flex,>>,2643,237.71,407,355,519,52.67926592641446
196943,2,Flex,>>,693,68.92,407,353,516,52.67926592641446
196957,3,Flex,>>,-338,-21.54,404,352,514,52.57035001044345
197038,1,Flex,>>,2604,234.46,413,354,518,52.52454419518767
197053,2,Flex,>>,629,63.3,411,354,514,52.67465507743257
197067,3,Flex,>>,-404,-27.34,410,353,515,52.67465507743257
197148,1,Flex,>>,2565,231.03,413,355,518,53.07561126637593
197162,2,Flex,>>,565,57.85,414,352,514,53.24645403752068
197177,3,Flex,>>,-470,-33.05,410,352,514,53.24645403752068
197257,1,Flex,>>,2526,227.78,419,355,517,53.84122141038489
197273,2,Flex,>>,501,52.22,417,352,515,53.84122141038489
197287,3,Flex,>>,-536,-38.86,414,352,511,54.04781305483345
197368,1,Flex,>>,2487,224.53,423,354,517,54.35606523588403
197383,2,Flex,>>,437,46.59,420,351,515,54.35606523588403
197397,3,Flex,>>,-602,-44.66,421,351,515,54.37582031124132
197477,1,Flex,>>,2448,221.1,429,354,517,54.66795046323973
197492,2,Flex,>>,373,41.23,425,352,515,54.74698099670462
197506,3,Flex,>>,-668,-50.37,427,351,512,54.74698099670462
197587,1,Flex,>>,2409,217.76,441,353,518,55.42060564845055
197602,2,Flex,>>,309,35.69,439,350,514,55.42060564845055
197617,3,Flex,>>,-734,-56.18,438,350,512,55.42060564845055
