Time(ms),MotorID,Phase,Direction,Position,Angle(deg),Frame,∠ABC,∠BCD,angle_smooth,L_cm,delta_motor,time_diff,cycle
71835,2,Flex,>>,-83,0.79,2153,124.53726452801212,148.79926731441793,11.27,0.19669860669976094,-5.257999999999999,102.0,2
71938,2,Flex,>>,-143,-4.4,2156,124.91765699623696,148.8009353714591,6.048,0.10555751316061705,-5.2219999999999995,103.0,2
72040,2,Flex,>>,-203,-9.58,2159,125.55543677558856,149.11587690742627,0.8259999999999998,0.01441641962147316,-5.222,102.0,2
72143,2,Flex,>>,-263,-14.86,2162,125.68963259846646,149.94706778627094,-4.396,-0.07672467391767072,-5.2219999999999995,103.0,2
72245,2,Flex,>>,-323,-20.04,2165,126.72743350783747,149.83201748183333,-9.618,-0.1678657674568146,-5.222,102.0,2
72348,2,Flex,>>,-383,-25.41,2168,127.58643321928278,150.1058862086507,-14.857999999999999,-0.2593210202613175,-5.239999999999998,103.0,2
72451,2,Flex,>>,-443,-30.51,2171,128.1216322424156,150.4951522285431,-20.08,-0.35046211380046133,-5.2219999999999995,103.0,2
72554,2,Flex,>>,-503,-35.87,2175,128.9041384554042,151.0757826903404,-25.338,-0.4422315258703232,-5.258000000000003,103.0,2
72656,2,Flex,>>,-563,-41.05,2178,129.79887249530353,151.03542234385606,-30.576,-0.5336518720897863,-5.2379999999999995,102.0,2
72758,2,Flex,>>,-623,-46.24,2181,130.18985757374708,151.88391390899878,-35.816,-0.6251071248942891,-5.240000000000002,102.0,2
72860,2,Flex,>>,-683,-51.43,2184,130.75070762624347,152.55853859237445,-41.02,-0.7159340591680741,-5.204000000000001,102.0,2
72963,2,Flex,>>,-743,-56.79,2187,131.36935749167347,152.21943971302997,-46.275999999999996,-0.8076685646528958,-5.255999999999993,103.0,2
73066,2,Flex,>>,-803,-61.98,2190,131.49278046632162,153.06487742337347,-51.498000000000005,-0.89880965819204,-5.222000000000008,103.0,2
73168,2,Flex,>>,-863,-67.08,2193,132.65226412443835,152.58467121537296,-56.70399999999999,-0.9896714990508645,-5.205999999999989,102.0,2
73270,2,Flex,>>,-923,-72.26,2196,133.0347394280795,153.04594368813957,-61.907999999999994,-1.0804984333246495,-5.204000000000001,102.0,2
73373,2,Flex,>>,-983,-77.63,2199,132.41114773285733,153.71937120565855,-67.148,-1.1719536861291524,-5.240000000000002,103.0,2
73475,2,Flex,>>,-1043,-82.9,2202,133.21266732410717,153.87208222308038,-72.37,-1.2630947796682963,-5.222000000000008,102.0,2
73578,2,Flex,>>,-1103,-88.18,2205,133.33145498362197,155.01387590480303,-77.61,-1.3545500324727993,-5.239999999999995,103.0,2
73680,2,Flex,>>,-1163,-93.36,2208,134.60320153889464,154.68269570061497,-82.86600000000001,-1.4462845379576215,-5.256000000000014,102.0,2
73783,2,Flex,>>,-1223,-98.64,2211,135.4062460218008,154.8312020284201,-88.14200000000001,-1.538368109292842,-5.275999999999996,103.0,2
73886,2,Flex,>>,-1283,-103.91,2215,136.40283138887204,155.49524730891113,-93.398,-1.6301026147776638,-5.255999999999986,103.0,2
73988,2,Flex,>>,-1343,-109.19,2218,137.2038078522376,155.9634523466806,-98.65599999999999,-1.7218720268475256,-5.257999999999996,102.0,2
74090,2,Flex,>>,-1403,-114.29,2221,138.34984677074456,156.1430508618165,-103.878,-1.8130131203866697,-5.222000000000008,102.0,2
74192,2,Flex,>>,-1463,-119.65,2224,137.92315874194588,157.43037980334157,-109.136,-1.9047825324565315,-5.257999999999996,102.0,2
74295,2,Flex,>>,-1523,-124.92,2227,139.92816976813333,157.13311738903138,-114.39200000000001,-1.9965170379413537,-5.256000000000014,103.0,2
74397,2,Flex,>>,-1583,-130.02,2230,140.28995486769296,157.71091021967652,-119.614,-2.0876581314804974,-5.221999999999994,102.0,2
74500,2,Flex,>>,-1643,-135.12,2233,140.4512549908092,157.60675814199053,-124.8,-2.178170906488923,-5.185999999999993,103.0,2
74603,2,Flex,>>,-1703,-140.31,2236,141.07764497596187,158.24080541136018,-130.004,-2.268997840762708,-5.2039999999999935,103.0,2
74705,2,Flex,>>,-1763,-145.49,2239,140.74066026039364,158.87284686566383,-135.17200000000003,-2.3591964565057757,-5.168000000000035,102.0,2
74807,2,Flex,>>,-1823,-150.51,2242,141.75392781391085,158.45685702518804,-140.29000000000002,-2.4485224076228453,-5.117999999999995,102.0,2
74910,2,Flex,>>,-1883,-155.78,2245,141.41656570695787,159.08559205605138,-145.442,-2.538441770685593,-5.151999999999987,103.0,2
75013,2,Flex,>>,-1943,-160.79,2248,141.12936014858343,159.76630639625506,-150.576,-2.6280469744829817,-5.133999999999986,103.0,2
75116,2,Flex,>>,-2003,-165.98,2251,141.56846057606336,159.69400954031892,-155.70999999999998,-2.71765217828037,-5.133999999999986,103.0,2
75218,2,Flex,>>,-2063,-171.25,2254,142.45392649145305,159.70279638505744,-160.862,-2.807571541343118,-5.152000000000015,102.0,2
75321,2,Flex,>>,-2123,-176.18,2258,143.4167209870057,159.62051543522514,-165.99599999999998,-2.897176745140507,-5.133999999999986,103.0,2
75423,2,Flex,>>,-2183,-181.19,2261,142.85877472408666,160.63349457900048,-171.078,-2.985874377726859,-5.082000000000022,102.0,2
75526,2,Flex,>>,-2243,-186.11,2264,143.11693047824787,161.3496545244709,-176.142,-3.074257851047852,-5.063999999999993,103.0,2
75628,2,Flex,>>,-2303,-191.21,2267,143.11693047824787,161.65822661829242,-181.18800000000002,-3.1623271651034863,-5.046000000000021,102.0,2
75731,2,Flex,>>,-2363,-195.96,2270,143.4167209870057,161.3584361095346,-186.13,-3.2485813367370455,-4.941999999999979,103.0,2
75833,2,Flex,<<,-2363,-200.88,2273,143.04018555696572,161.65822661829242,-191.07,-3.3348006017855654,-4.939999999999998,102.0,2
75936,2,Flex,<<,-2303,-202.37,2276,142.85877472408666,161.65822661829242,-195.30599999999998,-3.408732748900045,-4.23599999999999,103.0,2
76039,2,Flex,<<,-2243,-202.37,2279,143.11693047824787,161.65822661829242,-198.558,-3.4654908561749007,-3.2520000000000095,103.0,2
76141,2,Flex,<<,-2183,-198.15,2282,143.4167209870057,161.3584361095346,-199.946,-3.489716026192582,-1.3880000000000052,102.0,2
126735,2,Flex,>>,993,94.77,3800,124.33415434621335,147.71856120935868,103.35,1.8037977819361395,-1.3359999999999985,50594.0,3
126837,2,Flex,>>,933,89.67,3803,123.3254820500223,147.86839098792342,99.60400000000001,1.7384177481564322,-3.745999999999981,102.0,3
126940,2,Flex,>>,873,84.31,3806,122.7512774739774,147.27559986872714,94.786,1.6543277847953453,-4.818000000000012,103.0,3
127042,2,Flex,>>,813,79.03,3809,122.51292263999773,146.7495334093015,89.564,1.5631866912562011,-5.222000000000008,102.0,3
127145,2,Flex,>>,753,73.93,3812,121.62937399381966,146.5849242223818,84.342,1.4720455977170575,-5.221999999999994,103.0,3
127247,2,Flex,>>,693,68.66,3815,121.12314487398004,146.0677879150544,79.12,1.3809045041779135,-5.221999999999994,102.0,3
127350,2,Flex,>>,633,63.38,3818,120.75369371741074,145.8432306485647,73.862,1.2891350921080516,-5.25800000000001,103.0,3
127452,2,Flex,>>,573,58.29,3821,119.98215962236232,145.45696666132457,68.65799999999999,1.1983081578342665,-5.204000000000008,102.0,3
127554,2,Flex,>>,513,53.01,3825,119.73714524502743,144.7812800495196,63.45400000000001,1.107481223560482,-5.203999999999979,102.0,3
127657,2,Flex,>>,453,47.65,3828,119.19629492064745,145.15111004881416,58.198,1.0157467180756599,-5.256000000000007,103.0,3
127759,2,Flex,>>,393,42.55,3831,119.8640476421641,144.61025972443417,52.976,0.924605624536516,-5.222000000000001,102.0,3
