Time(ms),MotorID,Phase,Direction,Position,Angle(deg),Frame,∠ABC,∠BCD,angle_smooth,L_cm,delta_motor
114206,5,Extend,>>,-767,-61.71,3424.0,175.25054121276364,177.63539827003805,-55.45399999999999,-0.9678548834009354,-3.181999999999988
114309,5,Extend,>>,-804,-64.88,3427.0,176.67158222654848,177.28536650624488,-58.602,-1.022797848253717,-3.1480000000000032
114411,5,Extend,>>,-841,-68.13,3430.0,177.75582981492198,177.01493539034195,-61.748000000000005,-1.0777059065214587,-3.146000000000008
114514,5,Extend,>>,-878,-71.3,3433.0,178.87383878049724,176.74547350332398,-64.914,-1.132963030639599,-3.165999999999997
114617,5,Extend,>>,-915,-74.46,3436.0,179.82135628256077,177.20601389662093,-68.09599999999999,-1.1884994074380584,-3.181999999999988
114719,5,Extend,>>,-952,-77.71,3440.0,179.55612864033722,176.5735217495029,-71.29599999999999,-1.244349943501877,-3.200000000000003
114822,5,Extend,>>,-989,-80.88,3443.0,176.44584380542605,176.60932101109958,-74.496,-1.3002004795656956,-3.200000000000003
114924,5,Extend,>>,-1026,-83.96,3446.0,174.89191382799132,175.85130056917825,-77.66199999999999,-1.3554576036838362,-3.165999999999997
115027,5,Extend,>>,-1063,-87.12,3449.0,173.69015580359485,175.76742909644014,-80.826,-1.4106798212169367,-3.1640000000000015
115130,5,Extend,>>,-1100,-90.46,3452.0,172.17450232097875,175.97136426415352,-84.026,-1.4665303572807553,-3.200000000000003
115233,5,Extend,>>,-1137,-93.8,3455.0,170.9580504925932,176.37071650333357,-87.244,-1.5226950526099328,-3.2180000000000035
115335,5,Extend,>>,-1174,-96.88,3458.0,169.9997289796105,176.1005286973694,-90.444,-1.5785455886737514,-3.200000000000003
115438,5,Extend,>>,-1211,-99.96,3461.0,168.44493683307687,176.64059749522306,-93.64399999999999,-1.6343961247375698,-3.1999999999999886
115541,5,Extend,>>,-1248,-103.3,3464.0,168.26016183222902,175.64577893693047,-96.88,-1.6908749793321063,-3.236000000000004
115644,5,Extend,>>,-1285,-106.37,3467.0,166.0638148416602,175.42703906893968,-100.06199999999998,-1.7464113561305656,-3.181999999999988
115746,5,Extend,>>,-1322,-109.36,3470.0,165.0666730102913,175.09047674474556,-103.174,-1.8007260024526297,-3.112000000000023
115849,5,Extend,>>,-1359,-112.79,3473.0,164.37849952794411,174.38934157101457,-106.356,-1.856262379251089,-3.181999999999988
115952,5,Extend,>>,-1396,-116.04,3476.0,163.24030215356922,173.90169657648028,-109.572,-1.9123921679952267,-3.216000000000008
116054,5,Extend,>>,-1433,-119.12,3480.0,162.23960001933878,173.08194626602935,-112.73600000000002,-1.9676143855283277,-3.1640000000000157
116158,5,Extend,>>,-1470,-122.29,3483.0,160.7289336902696,173.0532756410989,-115.92,-2.023185668911827,-3.1839999999999833
116261,5,Extend,>>,-1507,-125.54,3486.0,160.09468401162346,171.80537539889238,-119.15600000000002,-2.0796645235063638,-3.2360000000000184
116363,5,Extend,>>,-1544,-128.62,3489.0,159.40751826376066,171.1901819071542,-122.322,-2.1349216476245036,-3.1659999999999826
116466,5,Extend,>>,-1581,-131.87,3492.0,159.07116652608485,170.21951376384882,-125.48800000000001,-2.1901787717426444,-3.166000000000011
116569,5,Extend,>>,-1618,-135.21,3495.0,158.14016122581285,169.59520041460226,-128.706,-2.2463434670718216,-3.217999999999975
116672,5,Extend,>>,-1655,-138.46,3498.0,157.8006163960735,169.14384002109657,-131.94,-2.3027874150813186,-3.234000000000009
116775,5,Extend,>>,-1692,-141.71,3501.0,156.9639005568702,168.94459567669395,-135.174,-2.359231363090815,-3.234000000000009
116877,5,Extend,>>,-1729,-144.97,3504.0,156.37786527284587,167.73385295870696,-138.44400000000002,-2.41630362963103,-3.2700000000000102
116981,5,Extend,>>,-1766,-148.31,3507.0,156.03259799340563,167.29412315940684,-141.73200000000003,-2.4736900554366037,-3.288000000000011
117084,5,Extend,>>,-1803,-151.56,3510.0,155.43975355355485,167.37266917552162,-145.002,-2.530762321976818,-3.269999999999982
117186,5,Extend,>>,-1840,-154.73,3514.0,155.09076289376517,166.65510840529907,-148.256,-2.587555335836713,-3.2539999999999907
117289,5,Extend,>>,-1877,-157.89,3517.0,154.81930792502732,166.1824391525193,-151.492,-2.6440341904312494,-3.23599999999999
117392,5,Extend,>>,-1914,-161.14,3520.0,154.55397932544005,165.42185216266785,-154.726,-2.7004781384407464,-3.234000000000009
117494,5,Extend,>>,-1951,-164.22,3523.0,153.9568425202626,166.01898896784536,-157.908,-2.7560145152392055,-3.181999999999988
117597,5,Extend,>>,-1988,-167.3,3526.0,153.93062427635158,165.9956192325986,-161.05599999999998,-2.810957480091987,-3.147999999999996
117699,5,Extend,>>,-2025,-170.37,3529.0,153.9568425202626,165.21107015337864,-164.18400000000003,-2.8655513790943705,-3.1280000000000427
117802,5,Extend,<<,-2025,-173.54,3532.0,153.03542528906186,165.53183545873307,-167.31400000000002,-2.9201801846817927,-3.1299999999999955
117905,5,Extend,<<,-1988,-174.77,3535.0,153.00504542009503,165.29434446493437,-170.04000000000002,-2.9677578600911585,-2.725999999999999
118008,5,Extend,<<,-1951,-174.68,3538.0,152.72564895373043,165.3658745693264,-172.132,-3.0042701480428793,-2.0919999999999845
118111,5,Extend,<<,-1914,-172.31,3541.0,152.38839975462608,164.2308658703836,-173.13400000000001,-3.0217583471478626,-1.0020000000000095
140516,5,Extend,>>,47,8.7,4213.0,161.98917734662157,162.58660170224397,13.976000000000003,0.24392721625872754,-0.8099999999999987
140618,5,Extend,>>,10,5.54,4216.0,163.8415975282254,162.34227182795618,11.656000000000002,0.2034355776124591,-2.3200000000000003
140720,5,Extend,>>,-27,2.29,4220.0,166.2598170102836,164.23677582139084,8.686,0.15159929882822745,-2.9700000000000024
140823,5,Extend,>>,-64,-0.97,4223.0,167.5574105981026,165.6642554283663,5.486000000000001,0.09574876276440893,-3.1999999999999993
140925,5,Extend,>>,-101,-4.22,4226.0,170.11599079536035,166.3295179441907,2.2680000000000007,0.03958406743523141,-3.218
141027,5,Extend,>>,-138,-7.38,4229.0,171.95165870926243,168.0270622564628,-0.9479999999999992,-0.01654572130890623,-3.2159999999999997
141129,5,Extend,>>,-175,-10.73,4232.0,173.15484886081822,169.293987840283,-4.202,-0.07333873516880172,-3.254000000000001
141231,5,Extend,>>,-212,-13.89,4235.0,175.00409194938248,169.87299811117606,-7.438,-0.12981758976333824,-3.2359999999999998
141334,5,Extend,>>,-249,-17.05,4238.0,176.39481191067387,171.224431160519,-10.654,-0.18594737850747586,-3.216
141436,5,Extend,>>,-286,-20.22,4241.0,178.46463084294965,171.6237299840846,-13.854,-0.2417979145712944,-3.1999999999999993
141539,5,Extend,>>,-323,-23.47,4244.0,179.1387904194385,172.28866843366004,-17.071999999999996,-0.29796260990047185,-3.2179999999999964
141642,5,Extend,>>,-360,-26.81,4247.0,179.91606891368346,173.49259964859274,-20.287999999999997,-0.3540923986446095,-3.216000000000001
141744,5,Extend,>>,-397,-30.07,4250.0,179.30130561701682,173.76010083897663,-23.523999999999997,-0.41057125323914606,-3.2360000000000007
141846,5,Extend,>>,-434,-33.23,4253.0,178.8426669318702,174.77230055864558,-26.759999999999998,-0.46705010783368256,-3.2360000000000007
141949,5,Extend,>>,-471,-36.4,4256.0,177.83131498253456,175.0677223927961,-29.996,-0.5235289624282191,-3.2360000000000007
142051,5,Extend,>>,-508,-39.56,4259.0,176.89793811132375,175.40230455909295,-33.214,-0.5796936577573966,-3.218
142153,5,Extend,>>,-545,-42.73,4263.0,176.99194385218772,176.16811374514648,-36.397999999999996,-0.635264941140896,-3.1839999999999975
142255,5,Extend,>>,-582,-45.89,4266.0,176.7124385717921,175.71284627726178,-39.562,-0.6904871586739966,-3.1640000000000015
142357,5,Extend,>>,-619,-49.23,4269.0,176.86620488992511,175.3705713376942,-42.76199999999999,-0.7463376947378151,-3.1999999999999957
142460,5,Extend,>>,-656,-52.48,4272.0,177.4946952027098,175.84278739818487,-45.977999999999994,-0.8024674834819527,-3.216000000000001
142562,5,Extend,>>,-693,-55.56,4275.0,177.65148923462894,175.50661941576806,-49.178,-0.8583180195457714,-3.200000000000003
142665,5,Extend,>>,-730,-58.73,4278.0,178.61596081312211,175.9096160244591,-52.378,-0.91416855560959,-3.200000000000003
142767,5,Extend,>>,-767,-61.98,4281.0,178.61340774846704,175.25752039008822,-55.59599999999999,-0.9703332509387673,-3.2179999999999893
142869,5,Extend,>>,-804,-65.05,4284.0,179.73624337000808,176.05573608156922,-58.75999999999999,-1.025555468471868,-3.1640000000000015
142971,5,Extend,>>,-841,-68.31,4287.0,180.0,175.3344055711059,-61.926,-1.0808125925900085,-3.166000000000011
143074,5,Extend,>>,-878,-71.47,4290.0,179.56841486201665,175.34827272963187,-65.10799999999999,-1.1363489693884679,-3.181999999999988
143177,5,Extend,>>,-915,-74.64,4293.0,178.77441933610012,175.43406087706518,-68.28999999999999,-1.1918853461869274,-3.182000000000002
143279,5,Extend,>>,-952,-77.89,4296.0,177.8164240023655,175.4448403821718,-71.47200000000001,-1.2474217229853874,-3.1820000000000164
143382,5,Extend,>>,-989,-81.05,4299.0,177.51175256914965,174.98792434020746,-74.672,-1.3032722590492056,-3.1999999999999886
143484,5,Extend,>>,-1026,-84.04,4302.0,176.61261319450816,174.5060250346114,-77.818,-1.3581803173169473,-3.146000000000001
143586,5,Extend,>>,-1063,-87.3,4306.0,174.9141680887618,174.00447773987284,-80.98400000000001,-1.413437441435088,-3.166000000000011
143689,5,Extend,>>,-1100,-90.64,4309.0,172.55009186522344,173.77860100258073,-84.184,-1.4692879774989063,-3.1999999999999886
143792,5,Extend,>>,-1137,-93.89,4312.0,169.34906973813386,172.5621752894052,-87.38399999999999,-1.5251385135627247,-3.1999999999999886
143894,5,Extend,>>,-1174,-97.05,4315.0,166.89577918397754,171.61559916759765,-90.584,-1.5809890496265435,-3.200000000000017
143996,5,Extend,>>,-1211,-100.13,4318.0,165.3597888233916,170.98672009278752,-93.80199999999999,-1.637153744955721,-3.2179999999999893
144099,5,Extend,>>,-1248,-103.38,4321.0,162.79033199236218,170.90585316219762,-97.018,-1.6932835336998586,-3.216000000000008
144202,5,Extend,>>,-1285,-106.46,4324.0,161.4942428347375,170.04444972526724,-100.18199999999999,-1.748505751232959,-3.1639999999999873
144305,5,Extend,>>,-1322,-109.54,4327.0,160.0615044346019,169.0939907620459,-103.31199999999998,-1.8031345568203814,-3.1299999999999955
144408,5,Extend,>>,-1359,-112.97,4330.0,158.8276559351362,168.78775044671724,-106.49600000000001,-1.8587058402038814,-3.184000000000026
144510,5,Extend,>>,-1396,-116.22,4333.0,158.14681196410004,167.52151687350144,-109.71399999999998,-1.9148705355330584,-3.217999999999975
144613,5,Extend,>>,-1433,-119.3,4336.0,157.201145011658,167.11854128251025,-112.898,-1.970441818916558,-3.1840000000000117
144716,5,Extend,>>,-1470,-122.46,4339.0,155.9908736248299,166.97409741830765,-116.098,-2.026292354980377,-3.200000000000003
144818,5,Extend,>>,-1507,-125.54,4342.0,155.72421367316971,166.2502227871663,-119.298,-2.0821428910441955,-3.200000000000003
144921,5,Extend,>>,-1544,-128.62,4346.0,155.08334200297747,165.7763629908982,-122.428,-2.1367716966316177,-3.1299999999999955
145024,5,Extend,>>,-1581,-131.87,4349.0,154.4739740818842,165.55124068106076,-125.55799999999999,-2.1914005022190404,-3.1299999999999955
145126,5,Extend,>>,-1618,-135.3,4352.0,154.34624778441994,165.32360686254998,-128.75799999999998,-2.2472510382828585,-3.1999999999999886
145229,5,Extend,>>,-1655,-138.73,4355.0,154.09378323672718,164.5998616907225,-132.012,-2.3040440521427543,-3.254000000000019
145332,5,Extend,>>,-1692,-141.98,4358.0,153.06268879541668,164.62769671633336,-135.3,-2.361430477948328,-3.288000000000011
145434,5,Extend,>>,-1729,-145.14,4361.0,152.5218509539794,164.20117346428262,-138.60399999999998,-2.4190961564342204,-3.3039999999999736
145537,5,Extend,>>,-1766,-148.31,4364.0,151.60274617026516,164.60445074600491,-141.892,-2.476482582239794,-3.288000000000011
145639,5,Extend,>>,-1803,-151.65,4367.0,151.61061423870913,163.7354404553569,-145.162,-2.5335548487800086,-3.2700000000000102
145742,5,Extend,>>,-1840,-154.81,4370.0,151.3009459525806,163.53297296103642,-148.378,-2.589684637524146,-3.2159999999999798
145845,5,Extend,>>,-1877,-158.07,4373.0,150.99790107726562,163.5011339915114,-151.596,-2.6458493328533237,-3.2180000000000177
145948,5,Extend,>>,-1914,-161.32,4376.0,150.99790107726562,163.67764538477428,-154.832,-2.7023281874478604,-3.23599999999999
146050,5,Extend,>>,-1951,-164.31,4379.0,151.23926914632798,163.164192626235,-158.03199999999998,-2.7581787235116786,-3.1999999999999886
146153,5,Extend,>>,-1988,-167.38,4383.0,151.23926914632798,162.99118502170705,-161.178,-2.8130867817794205,-3.146000000000015
146256,5,Extend,>>,-2025,-170.37,4386.0,151.23926914632798,162.8251982396511,-164.29000000000002,-2.8674014281014846,-3.112000000000023
146358,5,Extend,<<,-2025,-173.54,4389.0,150.92639652740246,163.47706524516042,-167.384,-2.9214019151581883,-3.0939999999999657
146461,5,Extend,<<,-1988,-174.68,4392.0,151.23926914632798,162.99118502170705,-170.05599999999998,-2.968037112771477,-2.671999999999997
146564,5,Extend,<<,-1951,-174.68,4395.0,150.92639652740246,163.3040576406325,-172.13,-3.0042352414578395,-2.0740000000000123
146666,5,Extend,<<,-1914,-172.22,4398.0,150.92639652740246,163.47706524516042,-173.098,-3.021130028617145,-0.9680000000000177
