Time(ms),MotorID,Phase,Direction,Position,Angle(deg),Frame,∠ABC,∠BCD,angle_smooth,L_cm,delta_motor
129397,2,Flex,>>,-567,-41.49,3880.0,126.03902813497396,138.26526848278195,-31.032000000000004,-0.5416105734788804,-5.238000000000003
129500,2,Flex,>>,-627,-46.68,3883.0,126.36450976877391,138.7018318896196,-36.272,-0.6330658262833831,-5.239999999999995
129603,2,Flex,>>,-687,-51.96,3886.0,126.71787775221075,138.82241020273605,-41.494,-0.724206919822527,-5.222000000000001
129705,2,Flex,>>,-747,-57.14,3889.0,127.63720596093373,138.80051129556924,-46.715999999999994,-0.8153480133616708,-5.221999999999994
129808,2,Flex,>>,-807,-62.24,3892.0,127.32758840022046,139.44284557269145,-51.902,-0.905860788370097,-5.186000000000007
129910,2,Flex,>>,-867,-67.43,3895.0,127.65713309101912,139.33572898880558,-57.089999999999996,-0.9964084699635627,-5.187999999999995
130014,2,Flex,>>,-927,-72.88,3898.0,128.11200112263512,139.42759208627365,-62.33,-1.0878637227680656,-5.240000000000002
130117,2,Flex,>>,-987,-78.15,3901.0,128.43973952971896,140.0586151092947,-67.568,-1.1792840689875286,-5.2379999999999995
130219,2,Flex,>>,-1047,-83.34,3905.0,129.82555402750162,139.9439480857934,-72.80799999999999,-1.2707393217920313,-5.239999999999995
130322,2,Flex,>>,-1107,-88.62,3908.0,130.40233805217585,139.49197918430082,-78.08399999999999,-1.3628228931272521,-5.275999999999996
130424,2,Flex,>>,-1167,-93.8,3911.0,130.22435416540736,139.93416434056007,-83.358,-1.4548715578774334,-5.274000000000015
130527,2,Flex,>>,-1227,-99.25,3914.0,130.93621642065,139.8486081823419,-88.63199999999999,-1.546920222627614,-5.273999999999987
130629,2,Flex,>>,-1287,-104.35,3917.0,131.70922724434442,140.62174286388458,-93.872,-1.638375475432117,-5.240000000000009
130732,2,Flex,>>,-1347,-109.71,3920.0,132.2215057062842,140.6303653066304,-99.14599999999999,-1.7304241401822977,-5.273999999999987
130834,2,Flex,>>,-1407,-114.99,3923.0,132.68341142665307,140.56977541016315,-104.42,-1.822472804932479,-5.274000000000015
130937,2,Flex,>>,-1467,-120.35,3926.0,132.7271531420501,140.64519520629577,-109.72999999999999,-1.9151497882133777,-5.309999999999988
131040,2,Flex,>>,-1527,-125.54,3929.0,132.94092683130407,141.46041890923178,-114.98800000000001,-2.00691920028324,-5.258000000000024
131143,2,Flex,>>,-1587,-130.73,3932.0,134.28169316567207,141.63688817977604,-120.26399999999998,-2.0990027716184603,-5.275999999999968
131246,2,Flex,>>,-1647,-135.82,3935.0,135.26026456717474,142.31489350070635,-125.48599999999999,-2.190143865157604,-5.222000000000008
131349,2,Flex,>>,-1707,-141.19,3938.0,135.6417352605405,142.96639875249173,-130.726,-2.281599117962107,-5.240000000000009
131451,2,Flex,>>,-1767,-146.2,3941.0,136.6615023177163,142.5608431537579,-135.896,-2.3718326402902137,-5.1699999999999875
131553,2,Flex,>>,-1827,-151.3,3945.0,137.22248481140358,143.16533883253487,-141.048,-2.461752003352962,-5.152000000000015
131656,2,Flex,>>,-1887,-156.48,3948.0,137.1285225312967,143.40822280355135,-146.198,-2.5516364598306702,-5.150000000000006
131758,2,Flex,>>,-1947,-161.49,3951.0,137.69704859629064,143.49916431912504,-151.33200000000002,-2.641241663628059,-5.1340000000000146
131861,2,Flex,>>,-2007,-166.68,3954.0,137.8928936427541,143.69222346684694,-156.43,-2.73021854889473,-5.097999999999985
131963,2,Flex,>>,-2067,-171.78,3957.0,138.4069856813634,142.96803287941773,-161.546,-2.8195095934267593,-5.1159999999999854
132067,2,Flex,>>,-2127,-176.7,3960.0,138.04901806515954,143.8880685133104,-166.626,-2.9081723194280715,-5.0800000000000125
132170,2,Flex,>>,-2187,-181.8,3963.0,137.44264384661847,144.15313254282384,-171.69,-2.9965557927490645,-5.063999999999993
132272,2,Flex,>>,-2247,-186.81,3966.0,138.44984720259677,143.7417778288698,-176.75400000000002,-3.0849392660700574,-5.064000000000021
132375,2,Flex,>>,-2307,-191.65,3969.0,138.69641304291454,143.67077937758475,-181.748,-3.172101008914654,-4.993999999999971
132477,2,Flex,>>,-2367,-196.48,3972.0,138.8000309645862,143.8118215342126,-186.68800000000002,-3.2583202739631743,-4.940000000000026
132580,2,Flex,<<,-2367,-201.32,3975.0,138.25174226039968,143.9398827710669,-191.612,-3.344260286331375,-4.923999999999978
132683,2,Flex,<<,-2307,-202.9,3978.0,138.9538612738153,143.9398827710669,-195.83200000000002,-3.417913180765536,-4.220000000000027
132786,2,Flex,<<,-2247,-202.64,3982.0,138.8000309645862,143.8118215342126,-198.998,-3.4731703048836757,-3.1659999999999684
132888,2,Flex,<<,-2187,-198.51,3985.0,138.8484736927647,143.9398827710669,-200.36999999999998,-3.4971162222210377,-1.3719999999999857
